date,CERN,isPartial
2010-08-24,17,False
2010-08-25,25,False
2010-08-26,17,False
2010-08-27,19,False
2010-08-28,16,False
2010-08-29,23,False
2010-08-30,21,False
2010-08-31,24,False
2010-09-01,17,False
2010-09-02,22,False
2010-09-03,23,False
2010-09-04,23,False
2010-09-05,19,False
2010-09-06,23,False
2010-09-07,21,False
2010-09-08,25,False
2010-09-09,21,False
2010-09-10,25,False
2010-09-11,17,False
2010-09-12,20,False
2010-09-13,18,False
2010-09-14,20,False
2010-09-15,16,False
2010-09-16,18,False
2010-09-17,20,False
2010-09-18,20,False
2010-09-19,14,False
2010-09-20,20,False
2010-09-21,39,False
2010-09-22,36,False
2010-09-23,24,False
2010-09-24,29,False
2010-09-25,17,False
2010-09-26,16,False
2010-09-27,17,False
2010-09-28,23,False
2010-09-29,28,False
2010-09-30,30,False
2010-10-01,18,False
2010-10-02,21,False
2010-10-03,20,False
2010-10-04,22,False
2010-10-05,25,False
2010-10-06,24,False
2010-10-07,23,False
2010-10-08,21,False
2010-10-09,17,False
2010-10-10,23,False
2010-10-11,26,False
2010-10-12,25,False
2010-10-13,25,False
2010-10-14,25,False
2010-10-15,21,False
2010-10-16,17,False
2010-10-17,13,False
2010-10-18,24,False
2010-10-19,18,False
2010-10-20,17,False
2010-10-21,29,False
2010-10-22,24,False
2010-10-23,16,False
2010-10-24,18,False
2010-10-25,24,False
2010-10-26,20,False
2010-10-27,20,False
2010-10-28,24,False
2010-10-29,21,False
2010-10-30,15,False
2010-10-31,25,False
2010-11-01,24,False
2010-11-02,24,False
2010-11-03,19,False
2010-11-04,23,False
2010-11-05,23,False
2010-11-06,14,False
2010-11-07,30,False
2010-11-08,43,False
2010-11-09,52,False
2010-11-10,38,False
2010-11-11,28,False
2010-11-12,31,False
2010-11-13,19,False
2010-11-14,23,False
2010-11-15,24,False
2010-11-16,28,False
2010-11-17,34,False
2010-11-18,100,False
2010-11-19,67,False
2010-11-20,35,False
2010-11-21,36,False
2010-11-22,38,False
2010-11-23,34,False
2010-11-24,28,False
2010-11-25,24,False
2010-11-26,38,False
2010-11-27,27,False
2010-11-28,22,False
2010-11-29,26,False
2010-11-30,30,False
2010-12-01,25,False
2010-12-02,25,False
2010-12-03,27,False
2010-12-04,16,False
2010-12-05,22,False
2010-12-06,24,False
2010-12-07,24,False
2010-12-08,21,False
2010-12-09,23,False
2010-12-10,21,False
2010-12-11,18,False
2010-12-12,15,False
2010-12-13,18,False
2010-12-14,25,False
2010-12-15,23,False
2010-12-16,16,False
2010-12-17,27,False
2010-12-18,24,False
2010-12-19,18,False
2010-12-20,20,False
2010-12-21,19,False
2010-12-22,20,False
2010-12-23,18,False
2010-12-24,15,False
2010-12-25,15,False
2010-12-26,14,False
2010-12-27,15,False
2010-12-28,14,False
2010-12-29,15,False
2010-12-30,17,False
2010-12-31,12,False
2011-01-01,18,False
2011-01-02,21,False
2011-01-03,16,False
2011-01-04,22,False
2011-01-05,15,False
2011-01-06,18,False
2011-01-07,21,False
2011-01-08,16,False
2011-01-09,21,False
2011-01-10,20,False
2011-01-11,18,False
2011-01-12,20,False
2011-01-13,20,False
2011-01-14,16,False
2011-01-15,16,False
2011-01-16,18,False
2011-01-17,24,False
2011-01-18,27,False
2011-01-19,23,False
2011-01-20,23,False
2011-01-21,22,False
2011-01-22,22,False
2011-01-23,18,False
2011-01-24,19,False
2011-01-25,23,False
2011-01-26,27,False
2011-01-27,20,False
2011-01-28,19,False
2011-01-29,15,False
2011-01-30,14,False
2011-01-31,24,False
2011-02-01,24,False
2011-02-02,20,False
2011-02-03,25,False
2011-02-04,21,False
2011-02-05,14,False
