date,CERN,isPartial
2011-09-18,7,False
2011-09-19,5,False
2011-09-20,5,False
2011-09-21,5,False
2011-09-22,23,False
2011-09-23,100,False
2011-09-24,60,False
2011-09-25,33,False
2011-09-26,30,False
2011-09-27,21,False
2011-09-28,14,False
2011-09-29,13,False
2011-09-30,10,False
2011-10-01,9,False
2011-10-02,10,False
2011-10-03,9,False
2011-10-04,9,False
2011-10-05,9,False
2011-10-06,9,False
2011-10-07,8,False
2011-10-08,6,False
2011-10-09,6,False
2011-10-10,7,False
2011-10-11,8,False
2011-10-12,5,False
2011-10-13,7,False
2011-10-14,7,False
2011-10-15,4,False
2011-10-16,5,False
2011-10-17,6,False
2011-10-18,6,False
2011-10-19,5,False
2011-10-20,6,False
2011-10-21,6,False
2011-10-22,4,False
2011-10-23,3,False
2011-10-24,5,False
2011-10-25,4,False
2011-10-26,5,False
2011-10-27,5,False
2011-10-28,6,False
2011-10-29,4,False
2011-10-30,3,False
2011-10-31,5,False
2011-11-01,4,False
2011-11-02,6,False
2011-11-03,4,False
2011-11-04,4,False
2011-11-05,4,False
2011-11-06,5,False
2011-11-07,6,False
2011-11-08,5,False
2011-11-09,5,False
2011-11-10,6,False
2011-11-11,3,False
2011-11-12,3,False
2011-11-13,4,False
2011-11-14,4,False
2011-11-15,5,False
2011-11-16,5,False
2011-11-17,8,False
2011-11-18,11,False
2011-11-19,7,False
2011-11-20,7,False
2011-11-21,7,False
2011-11-22,6,False
2011-11-23,6,False
2011-11-24,5,False
2011-11-25,4,False
2011-11-26,4,False
2011-11-27,5,False
2011-11-28,6,False
2011-11-29,5,False
2011-11-30,6,False
2011-12-01,7,False
2011-12-02,6,False
2011-12-03,4,False
2011-12-04,5,False
2011-12-05,6,False
2011-12-06,6,False
2011-12-07,5,False
2011-12-08,6,False
2011-12-09,7,False
2011-12-10,5,False
2011-12-11,5,False
2011-12-12,10,False
2011-12-13,50,False
2011-12-14,21,False
2011-12-15,12,False
2011-12-16,9,False
2011-12-17,5,False
2011-12-18,6,False
2011-12-19,7,False
2011-12-20,6,False
2011-12-21,6,False
2011-12-22,6,False
2011-12-23,5,False
2011-12-24,5,False
2011-12-25,5,False
2011-12-26,4,False
2011-12-27,4,False
2011-12-28,4,False
2011-12-29,5,False
2011-12-30,4,False
2011-12-31,4,False
2012-01-01,4,False
2012-01-02,4,False
2012-01-03,4,False
2012-01-04,6,False
2012-01-05,4,False
2012-01-06,5,False
2012-01-07,4,False
2012-01-08,5,False
2012-01-09,7,False
2012-01-10,5,False
2012-01-11,5,False
2012-01-12,6,False
2012-01-13,4,False
2012-01-14,3,False
2012-01-15,5,False
2012-01-16,5,False
2012-01-17,4,False
2012-01-18,5,False
2012-01-19,5,False
2012-01-20,4,False
2012-01-21,3,False
2012-01-22,4,False
2012-01-23,5,False
2012-01-24,5,False
2012-01-25,5,False
2012-01-26,5,False
2012-01-27,5,False
2012-01-28,3,False
2012-01-29,4,False
2012-01-30,4,False
2012-01-31,5,False
2012-02-01,5,False
2012-02-02,4,False
2012-02-03,5,False
2012-02-04,4,False
2012-02-05,4,False
2012-02-06,4,False
2012-02-07,5,False
2012-02-08,6,False
2012-02-09,5,False
2012-02-10,5,False
2012-02-11,3,False
2012-02-12,3,False
2012-02-13,4,False
2012-02-14,4,False
2012-02-15,5,False
2012-02-16,4,False
2012-02-17,4,False
2012-02-18,3,False
2012-02-19,3,False
2012-02-20,4,False
2012-02-21,5,False
2012-02-22,6,False
2012-02-23,10,False
2012-02-24,7,False
2012-02-25,5,False
2012-02-26,5,False
2012-02-27,6,False
2012-02-28,4,False
2012-02-29,4,False
2012-03-01,5,False
2012-03-02,5,False
2012-03-03,3,False
2012-03-04,3,False
2012-03-05,5,False
2012-03-06,5,False
2012-03-07,5,False
2012-03-08,5,False
2012-03-09,5,False
2012-03-10,3,False
2012-03-11,3,False
2012-03-12,3,False
2012-03-13,4,False
2012-03-14,5,False
2012-03-15,4,False
2012-03-16,5,False
2012-03-17,4,False
2012-03-18,4,False
2012-03-19,4,False
2012-03-20,5,False
2012-03-21,5,False
2012-03-22,4,False
2012-03-23,4,False
2012-03-24,2,False
2012-03-25,3,False
2012-03-26,4,False
2012-03-27,5,False
2012-03-28,5,False
2012-03-29,5,False
2012-03-30,5,False
2012-03-31,4,False
2012-04-01,3,False
2012-04-02,4,False
2012-04-03,4,False
2012-04-04,5,False
2012-04-05,4,False
2012-04-06,3,False
2012-04-07,3,False
2012-04-08,3,False
2012-04-09,4,False
2012-04-10,3,False
2012-04-11,4,False
2012-04-12,4,False
2012-04-13,4,False
2012-04-14,3,False
2012-04-15,3,False
2012-04-16,5,False
2012-04-17,4,False
2012-04-18,4,False
2012-04-19,4,False
2012-04-20,3,False
2012-04-21,3,False
2012-04-22,3,False
2012-04-23,4,False
2012-04-24,4,False
2012-04-25,4,False
2012-04-26,3,False
2012-04-27,5,False
2012-04-28,4,False
2012-04-29,3,False
2012-04-30,5,False
2012-05-01,4,False
2012-05-02,4,False
2012-05-03,4,False
2012-05-04,4,False
2012-05-05,4,False
2012-05-06,3,False
2012-05-07,3,False
2012-05-08,4,False
2012-05-09,3,False
2012-05-10,4,False
2012-05-11,4,False
2012-05-12,2,False
2012-05-13,3,False
2012-05-14,4,False
2012-05-15,4,False
2012-05-16,5,False
2012-05-17,4,False
2012-05-18,4,False
2012-05-19,3,False
2012-05-20,3,False
2012-05-21,4,False
2012-05-22,5,False
2012-05-23,4,False
2012-05-24,4,False
2012-05-25,3,False
2012-05-26,3,False
2012-05-27,3,False
2012-05-28,4,False
2012-05-29,4,False
2012-05-30,4,False
2012-05-31,4,False
2012-06-01,4,False
2012-06-02,3,False
2012-06-03,3,False
2012-06-04,3,False
