date,CERN,isPartial
2014-12-01,22,False
2014-12-02,28,False
2014-12-03,24,False
2014-12-04,30,False
2014-12-05,24,False
2014-12-06,16,False
2014-12-07,19,False
2014-12-08,22,False
2014-12-09,27,False
2014-12-10,30,False
2014-12-11,25,False
2014-12-12,24,False
2014-12-13,21,False
2014-12-14,25,False
2014-12-15,29,False
2014-12-16,24,False
2014-12-17,22,False
2014-12-18,20,False
2014-12-19,26,False
2014-12-20,22,False
2014-12-21,21,False
2014-12-22,17,False
2014-12-23,17,False
2014-12-24,16,False
2014-12-25,13,False
2014-12-26,16,False
2014-12-27,19,False
2014-12-28,17,False
2014-12-29,18,False
2014-12-30,18,False
2014-12-31,17,False
2015-01-01,18,False
2015-01-02,19,False
2015-01-03,21,False
2015-01-04,24,False
2015-01-05,22,False
2015-01-06,32,False
2015-01-07,25,False
2015-01-08,28,False
2015-01-09,26,False
2015-01-10,15,False
2015-01-11,21,False
2015-01-12,21,False
2015-01-13,29,False
2015-01-14,30,False
2015-01-15,29,False
2015-01-16,27,False
2015-01-17,21,False
2015-01-18,24,False
2015-01-19,27,False
2015-01-20,23,False
2015-01-21,29,False
2015-01-22,33,False
2015-01-23,24,False
2015-01-24,17,False
2015-01-25,21,False
2015-01-26,28,False
2015-01-27,30,False
2015-01-28,24,False
2015-01-29,30,False
2015-01-30,31,False
2015-01-31,15,False
2015-02-01,22,False
2015-02-02,27,False
2015-02-03,30,False
2015-02-04,28,False
2015-02-05,28,False
2015-02-06,35,False
2015-02-07,27,False
2015-02-08,22,False
2015-02-09,32,False
2015-02-10,33,False
2015-02-11,31,False
2015-02-12,30,False
2015-02-13,29,False
2015-02-14,21,False
2015-02-15,24,False
2015-02-16,29,False
2015-02-17,31,False
2015-02-18,31,False
2015-02-19,33,False
2015-02-20,28,False
2015-02-21,25,False
2015-02-22,21,False
2015-02-23,32,False
2015-02-24,28,False
2015-02-25,25,False
2015-02-26,41,False
2015-02-27,29,False
2015-02-28,20,False
2015-03-01,26,False
2015-03-02,33,False
2015-03-03,32,False
2015-03-04,32,False
2015-03-05,34,False
2015-03-06,31,False
2015-03-07,23,False
2015-03-08,23,False
2015-03-09,31,False
2015-03-10,33,False
2015-03-11,31,False
2015-03-12,40,False
2015-03-13,40,False
2015-03-14,35,False
2015-03-15,30,False
2015-03-16,31,False
2015-03-17,34,False
2015-03-18,34,False
2015-03-19,47,False
2015-03-20,38,False
2015-03-21,39,False
2015-03-22,30,False
2015-03-23,43,False
2015-03-24,56,False
2015-03-25,61,False
2015-03-26,42,False
2015-03-27,36,False
2015-03-28,37,False
2015-03-29,25,False
2015-03-30,37,False
2015-03-31,28,False
2015-04-01,100,False
2015-04-02,62,False
2015-04-03,36,False
2015-04-04,30,False
2015-04-05,76,False
2015-04-06,66,False
2015-04-07,49,False
2015-04-08,34,False
2015-04-09,33,False
2015-04-10,32,False
2015-04-11,36,False
2015-04-12,40,False
2015-04-13,44,False
2015-04-14,39,False
2015-04-15,40,False
2015-04-16,41,False
2015-04-17,37,False
2015-04-18,28,False
2015-04-19,37,False
2015-04-20,40,False
2015-04-21,36,False
2015-04-22,35,False
2015-04-23,37,False
2015-04-24,36,False
2015-04-25,25,False
2015-04-26,29,False
2015-04-27,39,False
2015-04-28,44,False
2015-04-29,35,False
2015-04-30,37,False
2015-05-01,30,False
2015-05-02,31,False
2015-05-03,33,False
2015-05-04,40,False
2015-05-05,38,False
2015-05-06,40,False
2015-05-07,40,False
2015-05-08,36,False
2015-05-09,30,False
2015-05-10,28,False
2015-05-11,33,False
2015-05-12,41,False
2015-05-13,41,False
2015-05-14,32,False
2015-05-15,44,False
2015-05-16,38,False
2015-05-17,28,False
2015-05-18,39,False
2015-05-19,46,False
2015-05-20,35,False
2015-05-21,46,False
2015-05-22,41,False
2015-05-23,31,False
2015-05-24,34,False
2015-05-25,33,False
2015-05-26,43,False
