date,CERN,isPartial
2017-05-29,63,False
2017-05-30,57,False
2017-05-31,74,False
2017-06-01,69,False
2017-06-02,67,False
2017-06-03,56,False
2017-06-04,64,False
2017-06-05,63,False
2017-06-06,76,False
2017-06-07,57,False
2017-06-08,63,False
2017-06-09,58,False
2017-06-10,53,False
2017-06-11,43,False
2017-06-12,66,False
2017-06-13,65,False
2017-06-14,63,False
2017-06-15,61,False
2017-06-16,66,False
2017-06-17,45,False
2017-06-18,54,False
2017-06-19,78,False
2017-06-20,80,False
2017-06-21,68,False
2017-06-22,69,False
2017-06-23,67,False
2017-06-24,49,False
2017-06-25,44,False
2017-06-26,75,False
2017-06-27,73,False
2017-06-28,80,False
2017-06-29,60,False
2017-06-30,45,False
2017-07-01,50,False
2017-07-02,44,False
2017-07-03,58,False
2017-07-04,67,False
2017-07-05,53,False
2017-07-06,100,False
2017-07-07,94,False
2017-07-08,69,False
2017-07-09,64,False
2017-07-10,84,False
2017-07-11,71,False
2017-07-12,68,False
2017-07-13,68,False
2017-07-14,71,False
2017-07-15,47,False
2017-07-16,44,False
2017-07-17,70,False
2017-07-18,57,False
2017-07-19,67,False
2017-07-20,62,False
2017-07-21,55,False
2017-07-22,45,False
2017-07-23,48,False
2017-07-24,62,False
2017-07-25,54,False
2017-07-26,64,False
2017-07-27,55,False
2017-07-28,48,False
2017-07-29,49,False
2017-07-30,51,False
2017-07-31,69,False
2017-08-01,60,False
2017-08-02,63,False
2017-08-03,46,False
2017-08-04,56,False
2017-08-05,56,False
2017-08-06,52,False
2017-08-07,57,False
2017-08-08,55,False
2017-08-09,43,False
2017-08-10,59,False
2017-08-11,51,False
2017-08-12,45,False
2017-08-13,61,False
2017-08-14,55,False
2017-08-15,63,False
2017-08-16,64,False
2017-08-17,51,False
2017-08-18,61,False
2017-08-19,48,False
2017-08-20,64,False
2017-08-21,60,False
2017-08-22,63,False
2017-08-23,53,False
2017-08-24,55,False
2017-08-25,46,False
2017-08-26,34,False
2017-08-27,39,False
2017-08-28,60,False
2017-08-29,53,False
2017-08-30,68,False
2017-08-31,56,False
2017-09-01,64,False
2017-09-02,36,False
2017-09-03,45,False
2017-09-04,63,False
2017-09-05,66,False
2017-09-06,69,False
2017-09-07,56,False
2017-09-08,67,False
2017-09-09,53,False
2017-09-10,48,False
2017-09-11,69,False
2017-09-12,66,False
2017-09-13,69,False
2017-09-14,57,False
2017-09-15,66,False
2017-09-16,49,False
2017-09-17,48,False
2017-09-18,72,False
2017-09-19,69,False
2017-09-20,78,False
2017-09-21,79,False
2017-09-22,62,False
2017-09-23,76,False
2017-09-24,64,False
2017-09-25,70,False
2017-09-26,66,False
2017-09-27,73,False
2017-09-28,63,False
2017-09-29,71,False
2017-09-30,50,False
2017-10-01,65,False
2017-10-02,80,False
2017-10-03,69,False
2017-10-04,78,False
2017-10-05,68,False
2017-10-06,68,False
2017-10-07,50,False
2017-10-08,50,False
2017-10-09,78,False
2017-10-10,72,False
2017-10-11,79,False
2017-10-12,69,False
2017-10-13,70,False
2017-10-14,69,False
2017-10-15,79,False
2017-10-16,90,False
2017-10-17,68,False
2017-10-18,61,False
2017-10-19,59,False
2017-10-20,58,False
2017-10-21,50,False
2017-10-22,47,False
2017-10-23,64,False
2017-10-24,81,False
2017-10-25,82,False
2017-10-26,77,False
2017-10-27,61,False
2017-10-28,46,False
2017-10-29,54,False
2017-10-30,71,False
2017-10-31,70,False
2017-11-01,68,False
2017-11-02,65,False
2017-11-03,62,False
2017-11-04,47,False
2017-11-05,46,False
2017-11-06,59,False
2017-11-07,67,False
2017-11-08,64,False
2017-11-09,69,False
2017-11-10,55,False
2017-11-11,49,False
2017-11-12,56,False
2017-11-13,58,False
2017-11-14,64,False
2017-11-15,61,False
2017-11-16,67,False
2017-11-17,58,False
2017-11-18,53,False
2017-11-19,54,False
2017-11-20,56,False
2017-11-21,63,False
2017-11-22,77,False
2017-11-23,56,False
2017-11-24,56,False
2017-11-25,45,False
2017-11-26,49,False
2017-11-27,51,False
2017-11-28,66,False
2017-11-29,57,False
2017-11-30,64,False
2017-12-01,52,False
2017-12-02,36,False
2017-12-03,49,False
2017-12-04,73,False
2017-12-05,56,False
2017-12-06,65,False
2017-12-07,64,False
2017-12-08,66,False
2017-12-09,45,False
2017-12-10,51,False
2017-12-11,78,False
2017-12-12,54,False
2017-12-13,58,False
2017-12-14,57,False
2017-12-15,69,False
2017-12-16,38,False
2017-12-17,45,False
2017-12-18,52,False
2017-12-19,60,False
2017-12-20,56,False
2017-12-21,43,False
2017-12-22,42,False
2017-12-23,37,False
2017-12-24,42,False
2017-12-25,50,False
2017-12-26,39,False
2017-12-27,48,False
2017-12-28,36,False
2017-12-29,49,False
2017-12-30,45,False
2017-12-31,38,False
2018-01-01,35,False
2018-01-02,43,False
2018-01-03,38,False
2018-01-04,44,False
