date,CERN,isPartial
2012-06-04,3,False
2012-06-05,3,False
2012-06-06,3,False
2012-06-07,3,False
2012-06-08,3,False
2012-06-09,2,False
2012-06-10,3,False
2012-06-11,5,False
2012-06-12,4,False
2012-06-13,3,False
2012-06-14,3,False
2012-06-15,3,False
2012-06-16,2,False
2012-06-17,2,False
2012-06-18,3,False
2012-06-19,3,False
2012-06-20,3,False
2012-06-21,4,False
2012-06-22,3,False
2012-06-23,2,False
2012-06-24,3,False
2012-06-25,4,False
2012-06-26,3,False
2012-06-27,3,False
2012-06-28,4,False
2012-06-29,3,False
2012-06-30,2,False
2012-07-01,3,False
2012-07-02,8,False
2012-07-03,15,False
2012-07-04,100,False
2012-07-05,42,False
2012-07-06,18,False
2012-07-07,11,False
2012-07-08,10,False
2012-07-09,10,False
2012-07-10,7,False
2012-07-11,8,False
2012-07-12,6,False
2012-07-13,6,False
2012-07-14,5,False
2012-07-15,5,False
2012-07-16,5,False
2012-07-17,5,False
2012-07-18,5,False
2012-07-19,4,False
2012-07-20,4,False
2012-07-21,3,False
2012-07-22,4,False
2012-07-23,4,False
2012-07-24,4,False
2012-07-25,3,False
2012-07-26,3,False
2012-07-27,3,False
2012-07-28,3,False
2012-07-29,3,False
2012-07-30,3,False
2012-07-31,3,False
2012-08-01,4,False
2012-08-02,4,False
2012-08-03,3,False
2012-08-04,3,False
2012-08-05,2,False
2012-08-06,4,False
2012-08-07,3,False
2012-08-08,2,False
2012-08-09,2,False
2012-08-10,3,False
2012-08-11,2,False
2012-08-12,2,False
2012-08-13,3,False
2012-08-14,3,False
2012-08-15,3,False
2012-08-16,3,False
2012-08-17,3,False
2012-08-18,2,False
2012-08-19,3,False
2012-08-20,4,False
2012-08-21,3,False
2012-08-22,3,False
2012-08-23,3,False
2012-08-24,3,False
2012-08-25,2,False
2012-08-26,3,False
2012-08-27,3,False
2012-08-28,3,False
2012-08-29,3,False
2012-08-30,3,False
2012-08-31,3,False
2012-09-01,2,False
2012-09-02,2,False
2012-09-03,3,False
2012-09-04,3,False
2012-09-05,4,False
2012-09-06,3,False
2012-09-07,3,False
2012-09-08,3,False
2012-09-09,3,False
2012-09-10,3,False
2012-09-11,4,False
2012-09-12,4,False
2012-09-13,3,False
2012-09-14,3,False
2012-09-15,2,False
2012-09-16,3,False
2012-09-17,3,False
2012-09-18,3,False
2012-09-19,4,False
2012-09-20,3,False
2012-09-21,3,False
2012-09-22,3,False
2012-09-23,3,False
2012-09-24,4,False
2012-09-25,4,False
2012-09-26,4,False
2012-09-27,3,False
2012-09-28,3,False
2012-09-29,2,False
2012-09-30,3,False
2012-10-01,4,False
2012-10-02,3,False
2012-10-03,3,False
2012-10-04,3,False
2012-10-05,3,False
2012-10-06,2,False
2012-10-07,3,False
2012-10-08,4,False
2012-10-09,4,False
2012-10-10,3,False
2012-10-11,3,False
2012-10-12,3,False
2012-10-13,2,False
2012-10-14,2,False
2012-10-15,4,False
2012-10-16,3,False
2012-10-17,4,False
2012-10-18,3,False
2012-10-19,3,False
2012-10-20,3,False
2012-10-21,2,False
2012-10-22,4,False
2012-10-23,4,False
2012-10-24,3,False
2012-10-25,3,False
2012-10-26,3,False
2012-10-27,2,False
2012-10-28,2,False
2012-10-29,3,False
2012-10-30,3,False
2012-10-31,2,False
2012-11-01,3,False
2012-11-02,3,False
2012-11-03,3,False
2012-11-04,2,False
2012-11-05,2,False
2012-11-06,3,False
2012-11-07,3,False
2012-11-08,3,False
2012-11-09,3,False
2012-11-10,2,False
2012-11-11,3,False
2012-11-12,2,False
2012-11-13,4,False
2012-11-14,3,False
2012-11-15,3,False
2012-11-16,3,False
2012-11-17,2,False
2012-11-18,3,False
2012-11-19,3,False
2012-11-20,3,False
2012-11-21,3,False
2012-11-22,3,False
2012-11-23,3,False
2012-11-24,2,False
2012-11-25,2,False
2012-11-26,3,False
2012-11-27,3,False
2012-11-28,3,False
2012-11-29,4,False
2012-11-30,3,False
2012-12-01,2,False
2012-12-02,3,False
2012-12-03,3,False
2012-12-04,3,False
