stock,OPEN,average,Weighted Ave,Ind average,Self,Ind Self,ranked average,ranked Ind average,ranked 2 weeks,1 week,2 weeks,4 weeks,8 weeks,price
ACN,1.43129391875068,1.02383513716393,0.998767295564761,1.01791094303369,40,15,44.1954022988506,12.3913043478261,55,0.985726422745788,0.982412913740346,1.01665256626982,1.004757902,117.699997
AVP,0.451120895826684,1.03390335509971,1.00857054720903,1.04096367017082,7,1,35.7816091954023,1.6,7,1.09177215189873,1.06803797468354,0.85126582278481,1.09968354450949,6.32
AMGN,1.41540175708346,1.02063067427064,0.995709892666164,1.03553577552422,75,11,46.4137931034483,6.5,87,0.973250251213807,0.895016480547927,0.916391831061688,1.000732845,163.740005
AMZN,2.11211908073019,1.01129516132279,0.986685390612536,1.06956995238859,29,2,47.0229885057471,3.7,76,1.00345455845546,0.950031070356115,0.894928894459298,1.0196932327804,822.109985
ATVI,2.02161406152798,1.02019258820706,0.995308226624388,1.02168653628463,58,15,50,13.4347826086957,53,1.02022276847184,0.986593955309882,0.873210673629206,1.03362881293884,44.009998
AVGO,2.07935453015177,1.02567492337344,1.00064692625179,1.03167562986564,28,9,41.2873563218391,8,49,1.02056847420692,0.996191069306454,0.980662243679891,1.03721070163406,170.649994
BIDU,1.14207378017954,1.02863304603071,1.0035445931707,1.03205850824519,27,6,41.448275862069,10.5217391304348,43,1.00477746183428,1.00140512591508,0.912713583776007,1.01843524613249,177.919998
BIIB,1.24816934702693,1.02752229287868,1.00251099558509,1.03195317342333,58,10,41.9425287356322,7.08333333333333,65,0.998053720047354,0.972820735698787,1.09362520732108,1.02543794864427,292.869995
BMRN,1.25808942098596,1.03962000631091,1.0144033712322,1.04969949249703,4,2,32.4942528735632,4.91666666666667,78,0.959605294031218,0.943238538752443,1.08276258658706,1.013813047,86.150002
CA,1.16305210731972,1.02498493484016,0.999797461710216,1.02765067529236,21,6,44.4712643678161,10.8260869565217,81,0.995397330469469,0.941699938631482,0.975759404725376,1.006750568,32.59
CELG,1.32126965501808,1.02491712792639,0.999838138197313,1.02015301111972,47,7,42.6551724137931,8.33333333333333,17,0.993024454211426,1.03597410120096,1.1888391170464,1.009167903,200.1675055
CERN,1.23598752027219,1.02758865403304,1.00251230051396,1.0429142436675,55,6,40.7816091954023,5.25,75,0.956521771886073,0.952776388524574,0.805406269609941,1.005536558,241.7107977
CHKP,1.15711362965047,1.0211360709714,0.996160671705215,1.02467938960682,36,10,47.1264367816092,12.7391304347826,2,1.01407168729642,1.09107489250814,1.10736153745928,1.02267098376847,76.75
CHTR,1.8682340097992,1.02158953483972,0.996630832857854,1.0094578233269,77,11,51.3908045977012,6.92307692307692,72,0.990909848835025,0.965333948951043,1.03639939982281,1.01271095454955,259.619995
CMCSA,1.39816727577118,1.02373066902392,0.998245763485673,0.997836651452223,28,3,48.1954022988506,7.69230769230769,77,1.00183282416629,0.949900688102938,0.988849809243168,1.00183282416629,65.470001
COST,1.24925040899185,1.01297597878882,0.987724645710279,1.01955121902026,37,7,51.0229885057471,6.9,50,0.998929911006953,0.995853146808011,0.980603343609235,1.01879481002569,149.509995
CSCO,1.30028357561876,1.02783962086736,1.00274665042225,1.03187451145058,31,6,42.0229885057471,10.3478260869565,52,0.98859560154462,0.98859560154462,1.00782010401368,1,30.690001
CSX,1.14203852742381,1.02251875155882,0.997450239377369,1.02421854079462,43,3,45.735632183908,5,67,0.974800606079087,0.971610813443768,1.0912280382371,1.003189825,92.89171864
CTRP,1.77895688842215,1.0258430771442,1.00081086810673,0.986851598178611,44,2,43.183908045977,2.25,74,1.01490632487799,0.953364585839193,0.866695099344555,1.03087736476752,93.34543433
CTSH,1.08149610120758,1.03147104295605,1.00636338759876,1.03748627858599,54,12,38.5862068965517,9.34782608695652,19,0.998607539392773,1.03242494531775,1.07022078758302,1.0125323655837,100.7843951
CTXS,1.1845443488216,1.025009788615,1.00016847045308,1.02732963917524,34,5,42.367816091954,10.0869565217391,37,1.02137756405121,1.00843230353727,1.02600944026072,1.06698332123139,84.200005
DISCA,0.823616876083437,1.02393418864094,0.998799459360144,1.01950569998567,45,9,44.735632183908,5.92307692307692,30,1.04570312488561,1.01640624997981,1.00039066396484,1.07695312515976,49.14016067
DISCK,0.866250011207269,1.02432179250778,0.998999706633152,1.01652445617794,76,12,44.7241379310345,6.07692307692308,26,1.05150901410706,1.02052317920129,1.01327967809139,1.07082499019125,49.02397675
DISH,1.20841684473222,1.02105025597142,0.996215436882922,1.00213176414892,24,6,48.4712643678161,8,41,1.00715282623866,1.00645497208653,0.975052320307048,1.03925331515396,57.32
DLTR,1.31971193847112,1.02727695152662,1.00199509478624,1.03830639609391,30,4,41.4022988505747,6,54,0.985684564068962,0.982821458760618,1.00273304247191,1.008979738,153.4035436
EA,2.07371056392827,1.02549782324843,1.00006292625688,1.02334725713462,13,4,43.2413793103448,12.0869565217391,73,0.984731954796826,0.957441680692474,0.911276785284924,1.014667011,83.18
EBAY,1.4988509704272,1.0246187626049,0.999522874737406,1.02956893175873,37,4,41.6206896551724,3.8,86,0.912948546459461,0.897659934389269,0.872698904054078,1.01840873710042,79.01057823
ESRX,1.04606588347823,1.01958813249307,0.99475784335775,1.02537703799161,27,6,46.2183908045977,6.83333333333333,82,1.00185668388418,0.936018334876535,1.07369327650785,1.02142245210381,70.019997
EXPE,1.66239987381274,1.01761659901694,0.992782540599155,0.981390079760516,80,4,48.4367816091954,2.5,5,1.04273156403442,1.07089374840555,1.00520917300009,1.0513592459521,122.860001
