stock,OPEN,average,Weighted Ave,Ind average,Self,Ind Self,ranked average,ranked Ind average,ranked 2 weeks,1 week,2 weeks,4 weeks,8 weeks,price
ACN,1.41718775678897,1.02081304209196,0.996976297835898,1.00695059351474,38,14,46.264367816092,12.304347826087,63,0.988501767732094,0.977947486030998,1.01166982142037,1.003518071,116.540001
AVP,0.4161447504224,1.03660374136339,1.01274903018292,1.04358697366722,87,5,37.1609195402299,3,64,0.934819897084048,0.97770154373928,0.998284734133791,1.006861063,5.83
AMGN,1.34581590119732,1.02081825999744,0.997509796877246,1.06241127810354,6,1,46.2068965517241,5.83333333333333,57,0.981565964653273,0.98721815804203,1.07726892443614,1.001605755,155.690002
AMZN,2.07972221119671,1.02914709844304,1.00460106034915,1.02053524467603,28,2,40.5402298850575,6.1,40,1.0154416306362,1.01760345892526,1.02732550339716,1.0178999254651,809.5
ATVI,1.79147811821285,1.02275470654947,0.999515006481079,1.02403545700487,80,22,44.735632183908,9.52173913043478,42,0.988717974358974,1.01538456410256,1.18051284615385,1.0064102561768,39.0
AVGO,2.19767007514531,1.02392594745915,1.00047302365207,1.02487735543021,38,13,41.7356321839081,12.15,4,1.0685296070718,1.12258815633961,1.14648479626034,1.10689730501558,180.360001
BIDU,1.14637451734891,1.02044482797991,0.997078895397288,1.01877810919705,21,7,46.7356321839081,10.2608695652174,68,0.995016523769898,0.972506841872598,1.0330925815128,1.012262742,178.589996
BIIB,1.21373362120392,1.02787411756219,1.00422237787878,1.05606195894633,55,11,38.8505747126437,5.75,72,0.968222133101586,0.965658911159345,0.970118298637365,1.004810544,284.790009
BMRN,1.2586735599955,1.03151204186891,1.00785357631116,1.04762558034041,41,10,36.7816091954023,7.08333333333333,61,0.966121302561288,0.985033066828331,1.04803341343466,1.0151989552201,86.190002
CA,1.17018962141963,1.02048603490979,0.997348710484584,1.00609572222842,30,8,47.8505747126437,14.5217391304348,79,0.990545867930898,0.951814518090439,0.974687344474311,1.0103690145688,32.790001
CELG,1.51547720665871,1.01535287074534,0.992770638137233,1.01578210036426,57,10,45.3448275862069,7.75,67,0.979582988474506,0.973327549333975,1.00799304106403,1.00165076425562,229.5892371
CERN,1.06289695828923,1.02558219034729,1.00214975403156,1.0608305270108,71,11,42.8620689655172,6.16666666666667,46,0.964211267233798,0.999242548350678,0.975762128860228,1.001325507,207.8610564
CHKP,1.37044470683328,1.02280244137951,0.999350451753062,1.0074678912867,57,16,46.2988505747127,11.6086956521739,10,1.07887786405109,1.08404839199013,1.11958190055925,1.09306929400948,90.900002
