stock,OPEN,average,Weighted Ave,Ind average,Self,Ind Self,ranked average,ranked Ind average,ranked 2 weeks,1 week,2 weeks,4 weeks,8 weeks,price
ACN,1.41232352191488,1.0223646790197,0.998103034545902,1.01245695451761,69,18,49.2413793103448,13.0434782608696,49,1.03237474627497,1.01214055460772,1.03960736214575,1.04184605674784,116.139999
AVP,0.448979499169278,1.02361959391001,1.00028655530835,1.01362299515833,86,5,39.448275862069,4.4,86,0.966613672496026,0.883942766295707,0.888712241653418,1.07949125565978,6.29
AMGN,1.21286803249809,1.02645946925032,1.00271275274197,1.03777708761535,33,4,39.0574712643678,5.41666666666667,28,0.994583457979951,1.04675359627615,1.03599175448638,1.002138144,140.309998
AMZN,2.01402917660949,1.00463405464269,0.977975379132781,1.03227176065308,85,10,50.0459770114943,5.3,80,1.00132662101117,0.931205600651129,0.979679316849407,1.00996262053102,783.929993
ATVI,1.95822343515108,1.02382695681963,1.00051951926876,1.02532750298249,82,21,42.6551724137931,9.52173913043478,85,0.961998523058913,0.891391018264344,0.874970633943921,1.02439589436822,42.630001
AVGO,2.10689254478357,1.02792485869423,1.00436810095311,1.03422787652954,23,10,37.7701149425287,10,71,1.02405877568541,0.953270477051172,1.00549417025055,1.02955294625443,172.910004
BIDU,1.11402265177848,1.02648662161687,1.00260239978359,1.02364603208285,25,4,40.6781609195402,10.4782608695652,75,0.98876406242413,0.944915022559809,0.956554261770886,1,173.550003
BIIB,1.203164174817,1.02784146560506,1.00428840024636,1.00407874320556,53,9,37.6896551724138,8.75,6,1.04565907722475,1.13899610455879,1.07941629116515,1.05936739481014,282.309998
BMRN,1.20303424632022,1.03326598881661,1.00972400160367,1.02559043833133,17,8,31.8965517241379,5.25,13,1.00497698488627,1.11592623631681,1.06166547930319,1.02682688809691,82.379997
CA,1.09845796337383,1.02322409299772,0.999457696894653,1.0178611606133,24,7,43.7816091954023,10.8695652173913,52,1.02371666589614,1.00877186456232,1.03898632102059,1.02794015456996,30.780001
CELG,1.36801118621861,1.02334205436694,1.0000789023328,1.02645216104126,21,4,40.4712643678161,5.25,5,1.02579403209312,1.15572665709092,1.16371512694248,1.05197306000869,207.248676
CERN,1.07658321038862,1.02486746175657,1.00146980866355,1.02109284347726,18,7,39.4942528735632,7.33333333333333,83,0.987287325338795,0.898111781406209,0.948588523009509,1.018695082,210.5375518
CHKP,1.25134112392168,1.02539065069674,1.00210542449461,1.01445135513102,65,18,47.1379310344828,12.7391304347826,47,1.01012043373494,1.0154216746988,0.992289168674699,1.01602412015673,83.0
CHTR,1.79440275604258,1.03012336722038,1.00643882329104,1.01665551392618,46,6,41.1954022988506,5.23076923076923,23,1.0329643325595,1.05554214767588,1.09135392167407,1.07952358451996,249.360001
