stock,OPEN,average,Weighted Ave,Ind average,Self,Ind Self,ranked average,ranked Ind average,ranked 2 weeks,1 week,2 weeks,4 weeks,8 weeks,price
ACN,1.4304426819039,1.00529868075776,0.996564510744927,0.999970355746663,82,22,50.0114942528736,14.304347826087,27,1.03434498939926,1.04947717545211,0.994474249625289,1.04046588516316,117.629997
AVP,0.36617882841628,1.03146784630537,1.02313876984463,1.04448694302234,2,1,34.2413793103448,2.8,21,1.05068226120858,1.05847953216374,1.00389863547758,1.12085769949318,5.13
AMGN,1.2299835101849,1.00729336518572,0.998783600279672,0.984719694970497,59,11,42.6206896551724,8.08333333333333,31,0.98973932762791,1.04842223866017,1.03570175170365,1.02867385054847,142.289993
AMZN,1.90990184276339,1.01576158331244,1.0059143046478,1.03495427408268,9,2,44.4827586206897,2.9,48,1.03829697347441,1.03077751447584,1.03900995300479,1.040879678013,743.400024
ATVI,1.63805409475565,1.01530035978772,1.00659695389264,1.01845034291823,72,20,36.6551724137931,9.78260869565217,45,1.05019632641615,1.03477291082445,1.02355580482333,1.05496351620694,35.66
AVGO,1.99308553771415,1.01153716574156,1.00276683626026,1.01842563096178,36,7,37.7011494252874,8.7,5,1.03655924524109,1.0901142652638,1.09861214959782,1.04774712770404,163.570007
BIDU,1.04598089672885,1.01073394407241,1.00209898092721,1.0083413251689,39,7,40.9425287356322,11.4782608695652,43,1.03663701202768,1.03841675431267,1.01632405062272,1.04166927310524,162.949997
BIIB,1.26376775205574,1.00604601845212,0.99742301142327,0.999699185147813,61,10,46.3448275862069,6.16666666666667,82,0.963814753865763,0.968401190329482,0.974471358629722,1.011533447,296.529999
BMRN,1.21778378551785,1.01069666017491,1.00214300956786,0.982798366393419,38,7,37.2758620689655,7.41666666666667,50,0.97973375680218,1.02794102443867,1.00539629458444,1.01439017861528,83.389999
CA,1.08239860125828,1.00980933953318,1.00092147101295,1.01355967220512,48,12,41.1609195402299,10.0869565217391,15,1.0468183316848,1.0672601055061,1.05242334322453,1.05341249577976,30.33
CELG,1.56182375271699,1.00050748632725,0.991912429988438,0.968368570425071,56,9,49.2068965517241,9.5,79,0.949081091934723,0.98120043866781,0.987776049841439,1.006491283,236.6105688
CERN,0.965080651947363,1.01329175818177,1.00464375833596,1.01398369856184,36,8,35.8850574712644,5.16666666666667,39,1.00083422306845,1.04066738190939,0.989989572738847,1.01543269998465,188.7320142
CHKP,1.22420356034237,1.00522493150203,0.996747748350022,1.00003533706448,73,20,49.0114942528736,15.2608695652174,35,1.04334980455726,1.04445814203663,1.04544337606318,1.05184737851732,81.199997
CHTR,1.96480487124915,1.01407676529236,1.00526568075672,1.01511647129466,1,1,39.7241379310345,5.76923076923077,24,1.04526803615803,1.05537648147382,1.06585108191965,1.05211683142991,273.040009
CMCSA,1.49384138157708,1.01043493410193,1.0013877015614,1.00208114280874,29,1,49.7701149425287,6.30769230769231,66,0.988849191801967,1.00328810593087,1.00643323830307,1.005432523,69.949997
COST,1.26997245842275,1.00617308915847,0.997509906224775,1.01338113451216,36,5,48.9655172413793,6.6,30,1.03059407755135,1.04842424342311,1.05697735847828,1.05862220374612,151.990005
CSCO,1.24181521861476,1.00662421919414,0.99729240531699,1.00371590832966,34,4,48.9080459770115,13.304347826087,36,1.02729450792544,1.04367113762099,1.03616520082447,1.03480044449324,29.309999
CSX,1.33620329098106,0.999305288819599,0.990758488297663,1.01880772225108,31,6,52.3908045977012,5.1,73,1.01226829413557,0.992911614553456,0.99809163089324,1.01772088438781,108.6847923
CTRP,1.69031210115639,1.01325433597708,1.00467043596245,0.996764694955471,3,1,34.5402298850575,2.5,85,0.963693432661662,0.934334377792964,0.896683077066913,1.008964612,88.69406463
CTSH,1.15873047700398,1.01014938725105,1.0015722587327,1.01505877257965,18,2,44.2183908045977,11.4347826086957,33,1.05811364573541,1.04530259837074,1.04084663935339,1.06219825380266,107.9818504
CTXS,1.20058205137203,1.00382263397402,0.995285929244923,1.01056555820311,13,4,46.9540229885058,11.4347826086957,18,1.03866886571362,1.06456526833841,1.05401921724865,1.057534567701,85.34
DISCA,0.868980149304585,1.00729991998847,0.998834583712481,1.00152899843879,65,9,48.8735632183908,6.69230769230769,19,1.06405035171859,1.06256945578319,1.03221025549622,1.10033317269886,51.84670858
DISCK,0.921676103184127,1.00609988428691,0.997533182390751,1.00340755113237,84,12,49.0229885057471,7,28,1.05937968753797,1.04916788758722,1.03328286559071,1.09304080546277,52.16072412
DISH,1.18501586939953,1.00203201795087,0.993248786623444,1.00318675086139,50,11,45.9655172413793,6.84615384615385,13,1.04305287392017,1.06778155253125,1.04714467260531,1.07133965636575,56.209999
DLTR,1.49111655911715,1.00868163477412,1.00009253923991,1.01648738417314,72,7,49.1149425287356,6,80,1.01174839930888,0.977079037390702,0.894379198640281,1.02487909461491,173.3276463
EA,1.88598471157243,1.01273480576117,1.00408488516634,1.00592212268266,79,22,42.0919540229885,12.695652173913,10,1.03146063366925,1.074950401191,1.06450755943139,1.03899531950832,75.650002
EBAY,1.29682180061275,1.00575786458921,0.997226750471818,1.0205074291212,51,4,44.4597701149425,4.8,9,1.04435625663006,1.07717277315477,1.08258204103971,1.07717277295111,68.3607926
ESRX,1.13674881890662,1.00429102440693,0.995834896258572,0.990344596240705,59,6,46.7816091954023,8.16666666666667,87,0.998685793070616,0.926665865510099,0.904455297908019,1.01524515825494,76.089996
EXPE,1.65617569773159,1.01255599214241,1.00417435588943,0.997857176906404,17,1,40.551724137931,1.75,83,1.01486927263286,0.953104592269533,0.924999993055556,1.01723856140565,122.400002
FAST,1.0940072061774,0.995747780894249,0.987011328044673,1.00824377299409,60,15,52.4137931034483,12.35,58,1.03343848642766,1.01682437468336,1,1.03701371234275,95.78511596
