date,ORLY
2015-12-26,61
2015-12-27,64
2015-12-28,72
2015-12-29,67
2015-12-30,60
2015-12-31,51
2016-01-01,52
2016-01-02,65
2016-01-03,76
2016-01-04,67
2016-01-05,63
2016-01-06,68
2016-01-07,70
2016-01-08,65
2016-01-09,63
2016-01-10,68
2016-01-11,69
2016-01-12,58
2016-01-13,66
2016-01-14,61
2016-01-15,62
2016-01-16,55
2016-01-17,65
2016-01-18,60
2016-01-19,66
2016-01-20,58
2016-01-21,59
2016-01-22,59
2016-01-23,56
2016-01-24,69
2016-01-25,71
2016-01-26,80
2016-01-27,77
2016-01-28,74
2016-01-29,64
2016-01-30,60
2016-01-31,66
2016-02-01,63
2016-02-02,59
2016-02-03,64
2016-02-04,61
2016-02-05,66
2016-02-06,59
2016-02-07,61
2016-02-08,68
2016-02-09,63
2016-02-10,58
2016-02-11,63
2016-02-12,62
2016-02-13,59
2016-02-14,66
2016-02-15,64
2016-02-16,58
2016-02-17,58
2016-02-18,59
2016-02-19,62
2016-02-20,53
2016-02-21,64
2016-02-22,70
2016-02-23,64
2016-02-24,57
2016-02-25,60
2016-02-26,60
2016-02-27,56
2016-02-28,64
2016-02-29,62
2016-03-01,64
2016-03-02,64
2016-03-03,62
2016-03-04,65
2016-03-05,59
2016-03-06,64
2016-03-07,73
2016-03-08,88
2016-03-09,78
2016-03-10,70
2016-03-11,62
2016-03-12,66
2016-03-13,68
2016-03-14,67
2016-03-15,63
2016-03-16,62
2016-03-17,63
2016-03-18,68
2016-03-19,63
2016-03-20,100
2016-03-21,95
2016-03-22,85
2016-03-23,78
2016-03-24,77
2016-03-25,77
2016-03-26,62
2016-03-27,67
2016-03-28,69
2016-03-29,70
2016-03-30,78
2016-03-31,83
2016-04-01,74
2016-04-02,64
2016-04-03,73
2016-04-04,72
2016-04-05,62
2016-04-06,65
2016-04-07,66
2016-04-08,67
2016-04-09,61
2016-04-10,70
2016-04-11,67
2016-04-12,64
2016-04-13,69
2016-04-14,69
2016-04-15,73
2016-04-16,66
2016-04-17,70
2016-04-18,70
2016-04-19,69
2016-04-20,67
2016-04-21,66
2016-04-22,68
2016-04-23,60
2016-04-24,73
2016-04-25,69
2016-04-26,72
2016-04-27,77
2016-04-28,81
2016-04-29,69
2016-04-30,71
2016-05-01,73
2016-05-02,71
2016-05-03,70
2016-05-04,68
2016-05-05,66
2016-05-06,67
2016-05-07,63
2016-05-08,70
2016-05-09,75
2016-05-10,72
2016-05-11,76
2016-05-12,75
2016-05-13,76
2016-05-14,70
2016-05-15,69
2016-05-16,76
2016-05-17,80
2016-05-18,83
2016-05-19,92
2016-05-20,77
2016-05-21,64
2016-05-22,78
2016-05-23,77
2016-05-24,76
2016-05-25,81
2016-05-26,86
2016-05-27,81
2016-05-28,68
2016-05-29,83
2016-05-30,80
2016-05-31,80
2016-06-01,79
2016-06-02,91
2016-06-03,93
2016-06-04,74
2016-06-05,84
2016-06-06,82
2016-06-07,76
2016-06-08,73
2016-06-09,73
2016-06-10,74
2016-06-11,66
2016-06-12,79
2016-06-13,77
2016-06-14,70
2016-06-15,68
2016-06-16,72
2016-06-17,78
2016-06-18,74
2016-06-19,74
2016-06-20,80
2016-06-21,76
2016-06-22,69
2016-06-23,82
2016-06-24,68
2016-06-25,71
2016-06-26,72
2016-06-27,77
2016-06-28,81
2016-06-29,73
2016-06-30,74
2016-07-01,77
2016-07-02,71
2016-07-03,78
2016-07-04,78
2016-07-05,75
2016-07-06,73
2016-07-07,71
2016-07-08,80
2016-07-09,70
2016-07-10,71
2016-07-11,82
2016-07-12,74
2016-07-13,78
2016-07-14,70
2016-07-15,69
2016-07-16,70
2016-07-17,75
2016-07-18,83
2016-07-19,69
2016-07-20,74
2016-07-21,79
2016-07-22,77
2016-07-23,69
2016-07-24,80
2016-07-25,81
2016-07-26,75
2016-07-27,77
2016-07-28,81
2016-07-29,84
2016-07-30,78
2016-07-31,77
2016-08-01,76
2016-08-02,74
2016-08-03,75
2016-08-04,76
2016-08-05,74
2016-08-06,72
2016-08-07,74
2016-08-08,71
2016-08-09,66
2016-08-10,65
2016-08-11,70
2016-08-12,70
2016-08-13,69
2016-08-14,73
2016-08-15,69
2016-08-16,66
2016-08-17,62
2016-08-18,70
2016-08-19,64
2016-08-20,65
2016-08-21,67
2016-08-22,71
2016-08-23,68
2016-08-24,70
2016-08-25,64
2016-08-26,70
2016-08-27,67
2016-08-28,74
2016-08-29,71
2016-08-30,69
2016-08-31,68
2016-09-01,69
2016-09-02,77
2016-09-03,68
2016-09-04,80
2016-09-05,76
2016-09-06,68
2016-09-07,69
2016-09-08,70
2016-09-09,73
2016-09-10,68
2016-09-11,74
