date,ORLY
2014-07-24,81
2014-07-25,86
2014-07-26,73
2014-07-27,88
2014-07-28,95
2014-07-29,86
2014-07-30,84
2014-07-31,86
2014-08-01,90
2014-08-02,91
2014-08-03,97
2014-08-04,83
2014-08-05,89
2014-08-06,81
2014-08-07,84
2014-08-08,80
2014-08-09,74
2014-08-10,85
2014-08-11,79
2014-08-12,82
2014-08-13,75
2014-08-14,81
2014-08-15,72
2014-08-16,68
2014-08-17,81
2014-08-18,76
2014-08-19,77
2014-08-20,72
2014-08-21,71
2014-08-22,80
2014-08-23,82
2014-08-24,79
2014-08-25,78
2014-08-26,79
2014-08-27,73
2014-08-28,77
2014-08-29,74
2014-08-30,72
2014-08-31,82
2014-09-01,86
2014-09-02,74
2014-09-03,78
2014-09-04,75
2014-09-05,82
2014-09-06,76
2014-09-07,80
2014-09-08,76
2014-09-09,76
2014-09-10,71
2014-09-11,83
2014-09-12,82
2014-09-13,72
2014-09-14,81
2014-09-15,88
2014-09-16,81
2014-09-17,78
2014-09-18,81
2014-09-19,80
2014-09-20,72
2014-09-21,82
2014-09-22,82
2014-09-23,75
2014-09-24,69
2014-09-25,78
2014-09-26,74
2014-09-27,68
2014-09-28,81
2014-09-29,80
2014-09-30,71
2014-10-01,70
2014-10-02,76
2014-10-03,79
2014-10-04,64
2014-10-05,77
2014-10-06,71
2014-10-07,68
2014-10-08,72
2014-10-09,70
2014-10-10,76
2014-10-11,58
2014-10-12,74
2014-10-13,75
2014-10-14,74
2014-10-15,72
2014-10-16,69
2014-10-17,68
2014-10-18,66
2014-10-19,72
2014-10-20,72
2014-10-21,66
2014-10-22,69
2014-10-23,68
2014-10-24,70
2014-10-25,58
2014-10-26,71
2014-10-27,71
2014-10-28,63
2014-10-29,66
2014-10-30,61
2014-10-31,62
2014-11-01,63
2014-11-02,74
2014-11-03,75
2014-11-04,69
2014-11-05,68
2014-11-06,71
2014-11-07,71
2014-11-08,59
2014-11-09,66
2014-11-10,62
2014-11-11,59
2014-11-12,68
2014-11-13,65
2014-11-14,74
2014-11-15,64
2014-11-16,67
2014-11-17,68
2014-11-18,61
2014-11-19,64
2014-11-20,65
2014-11-21,62
2014-11-22,58
2014-11-23,66
2014-11-24,64
2014-11-25,68
2014-11-26,64
2014-11-27,70
2014-11-28,66
2014-11-29,56
2014-11-30,72
2014-12-01,66
2014-12-02,67
2014-12-03,62
2014-12-04,73
2014-12-05,69
2014-12-06,56
2014-12-07,71
2014-12-08,65
2014-12-09,65
2014-12-10,63
2014-12-11,65
2014-12-12,73
2014-12-13,69
2014-12-14,84
2014-12-15,75
2014-12-16,69
2014-12-17,71
2014-12-18,71
2014-12-19,70
2014-12-20,71
2014-12-21,80
2014-12-22,70
2014-12-23,75
2014-12-24,58
2014-12-25,67
2014-12-26,82
2014-12-27,78
2014-12-28,79
2014-12-29,76
2014-12-30,73
2014-12-31,65
2015-01-01,69
2015-01-02,73
2015-01-03,72
2015-01-04,76
2015-01-05,89
2015-01-06,78
2015-01-07,71
2015-01-08,81
2015-01-09,80
2015-01-10,63
2015-01-11,71
2015-01-12,69
2015-01-13,65
2015-01-14,69
2015-01-15,73
2015-01-16,68
2015-01-17,61
2015-01-18,76
2015-01-19,72
2015-01-20,70
2015-01-21,65
2015-01-22,62
2015-01-23,65
2015-01-24,61
2015-01-25,77
2015-01-26,74
2015-01-27,65
2015-01-28,63
2015-01-29,65
2015-01-30,69
2015-01-31,59
2015-02-01,70
2015-02-02,69
2015-02-03,72
2015-02-04,69
2015-02-05,71
2015-02-06,70
2015-02-07,70
2015-02-08,78
2015-02-09,72
2015-02-10,67
2015-02-11,79
2015-02-12,77
2015-02-13,71
2015-02-14,66
2015-02-15,77
2015-02-16,79
2015-02-17,74
2015-02-18,74
2015-02-19,77
2015-02-20,75
2015-02-21,72
2015-02-22,79
2015-02-23,78
2015-02-24,79
2015-02-25,70
2015-02-26,69
2015-02-27,71
2015-02-28,64
2015-03-01,81
2015-03-02,81
2015-03-03,78
2015-03-04,74
2015-03-05,72
2015-03-06,73
2015-03-07,67
2015-03-08,79
2015-03-09,77
2015-03-10,76
2015-03-11,72
2015-03-12,70
2015-03-13,72
2015-03-14,67
2015-03-15,76
2015-03-16,75
2015-03-17,72
2015-03-18,74
2015-03-19,68
2015-03-20,75
2015-03-21,65
2015-03-22,74
2015-03-23,72
2015-03-24,77
2015-03-25,63
2015-03-26,77
2015-03-27,78
2015-03-28,70
2015-03-29,83
2015-03-30,78
2015-03-31,75
2015-04-01,80
2015-04-02,83
2015-04-03,93
2015-04-04,72
2015-04-05,73
2015-04-06,70
2015-04-07,89
2015-04-08,99
2015-04-09,100
2015-04-10,85
