date,ORLY
2010-08-24,28
2010-08-25,28
2010-08-26,28
2010-08-27,28
2010-08-28,26
2010-08-29,30
2010-08-30,32
2010-08-31,30
2010-09-01,29
2010-09-02,29
2010-09-03,29
2010-09-04,26
2010-09-05,31
2010-09-06,37
2010-09-07,31
2010-09-08,28
2010-09-09,28
2010-09-10,28
2010-09-11,26
2010-09-12,32
2010-09-13,29
2010-09-14,28
2010-09-15,29
2010-09-16,30
2010-09-17,27
2010-09-18,24
2010-09-19,26
2010-09-20,31
2010-09-21,32
2010-09-22,35
2010-09-23,35
2010-09-24,30
2010-09-25,23
2010-09-26,28
2010-09-27,28
2010-09-28,26
2010-09-29,28
2010-09-30,27
2010-10-01,32
2010-10-02,27
2010-10-03,32
2010-10-04,27
2010-10-05,28
2010-10-06,25
2010-10-07,29
2010-10-08,29
2010-10-09,21
2010-10-10,30
2010-10-11,32
2010-10-12,35
2010-10-13,36
2010-10-14,34
2010-10-15,43
2010-10-16,35
2010-10-17,39
2010-10-18,42
2010-10-19,46
2010-10-20,51
2010-10-21,50
2010-10-22,41
2010-10-23,31
2010-10-24,31
2010-10-25,28
2010-10-26,28
2010-10-27,30
2010-10-28,34
2010-10-29,27
2010-10-30,24
2010-10-31,28
2010-11-01,22
2010-11-02,29
2010-11-03,29
2010-11-04,29
2010-11-05,26
2010-11-06,24
2010-11-07,30
2010-11-08,28
2010-11-09,24
2010-11-10,25
2010-11-11,25
2010-11-12,26
2010-11-13,23
2010-11-14,26
2010-11-15,27
2010-11-16,21
2010-11-17,26
2010-11-18,24
2010-11-19,24
2010-11-20,23
2010-11-21,26
2010-11-22,29
2010-11-23,24
2010-11-24,24
2010-11-25,25
2010-11-26,34
2010-11-27,26
2010-11-28,25
2010-11-29,23
2010-11-30,24
2010-12-01,32
2010-12-02,42
2010-12-03,31
2010-12-04,34
2010-12-05,26
2010-12-06,27
2010-12-07,28
2010-12-08,62
2010-12-09,53
2010-12-10,29
2010-12-11,20
2010-12-12,26
2010-12-13,25
2010-12-14,26
2010-12-15,32
2010-12-16,31
2010-12-17,39
2010-12-18,56
2010-12-19,100
2010-12-20,96
2010-12-21,61
2010-12-22,67
2010-12-23,77
2010-12-24,86
2010-12-25,47
2010-12-26,38
2010-12-27,32
2010-12-28,29
2010-12-29,27
2010-12-30,27
2010-12-31,23
2011-01-01,24
2011-01-02,31
2011-01-03,27
2011-01-04,26
2011-01-05,25
2011-01-06,26
2011-01-07,28
2011-01-08,25
2011-01-09,27
2011-01-10,30
2011-01-11,26
2011-01-12,23
2011-01-13,26
2011-01-14,25
2011-01-15,23
2011-01-16,27
2011-01-17,28
2011-01-18,24
2011-01-19,24
2011-01-20,22
2011-01-21,25
2011-01-22,22
2011-01-23,25
2011-01-24,26
2011-01-25,21
2011-01-26,25
2011-01-27,23
2011-01-28,27
2011-01-29,22
2011-01-30,25
2011-01-31,25
2011-02-01,23
2011-02-02,24
2011-02-03,26
2011-02-04,24
2011-02-05,26
2011-02-06,28
2011-02-07,25
2011-02-08,24
2011-02-09,25
2011-02-10,27
2011-02-11,26
2011-02-12,26
2011-02-13,29
2011-02-14,27
2011-02-15,23
2011-02-16,24
2011-02-17,28
2011-02-18,26
2011-02-19,26
2011-02-20,29
2011-02-21,31
2011-02-22,27
2011-02-23,28
2011-02-24,26
2011-02-25,27
2011-02-26,25
2011-02-27,29
2011-02-28,29
2011-03-01,27
2011-03-02,26
2011-03-03,26
2011-03-04,25
2011-03-05,26
2011-03-06,29
2011-03-07,27
2011-03-08,26
2011-03-09,26
2011-03-10,26
2011-03-11,24
2011-03-12,25
2011-03-13,27
2011-03-14,25
2011-03-15,24
2011-03-16,27
2011-03-17,26
2011-03-18,23
2011-03-19,22
2011-03-20,23
2011-03-21,27
2011-03-22,25
2011-03-23,23
2011-03-24,25
2011-03-25,23
2011-03-26,24
2011-03-27,25
2011-03-28,24
2011-03-29,22
2011-03-30,25
2011-03-31,25
2011-04-01,24
2011-04-02,25
2011-04-03,28
2011-04-04,24
2011-04-05,27
2011-04-06,28
2011-04-07,25
2011-04-08,25
2011-04-09,26
2011-04-10,25
2011-04-11,27
2011-04-12,27
2011-04-13,27
2011-04-14,28
2011-04-15,28
2011-04-16,31
2011-04-17,29
2011-04-18,29
2011-04-19,27
2011-04-20,28
2011-04-21,28
2011-04-22,30
2011-04-23,26
2011-04-24,27
2011-04-25,27
2011-04-26,28
2011-04-27,38
2011-04-28,76
2011-04-29,36
2011-04-30,30
2011-05-01,30
2011-05-02,32
2011-05-03,35
2011-05-04,30
2011-05-05,27
2011-05-06,29
2011-05-07,26
2011-05-08,28
2011-05-09,29
2011-05-10,27
2011-05-11,29
