date,ORLY
2011-01-01,33
2011-01-02,38
2011-01-03,40
2011-01-04,37
2011-01-05,37
2011-01-06,37
2011-01-07,34
2011-01-08,31
2011-01-09,37
2011-01-10,43
2011-01-11,37
2011-01-12,33
2011-01-13,32
2011-01-14,33
2011-01-15,32
2011-01-16,34
2011-01-17,39
2011-01-18,31
2011-01-19,33
2011-01-20,31
2011-01-21,32
2011-01-22,34
2011-01-23,35
2011-01-24,35
2011-01-25,28
2011-01-26,34
2011-01-27,31
2011-01-28,35
2011-01-29,30
2011-01-30,35
2011-01-31,35
2011-02-01,34
2011-02-02,33
2011-02-03,32
2011-02-04,33
2011-02-05,31
2011-02-06,34
2011-02-07,31
2011-02-08,37
2011-02-09,34
2011-02-10,36
2011-02-11,38
2011-02-12,33
2011-02-13,39
2011-02-14,37
2011-02-15,33
2011-02-16,34
2011-02-17,37
2011-02-18,34
2011-02-19,33
2011-02-20,37
2011-02-21,44
2011-02-22,35
2011-02-23,36
2011-02-24,35
2011-02-25,38
2011-02-26,35
2011-02-27,39
2011-02-28,38
2011-03-01,35
2011-03-02,35
2011-03-03,37
2011-03-04,34
2011-03-05,38
2011-03-06,37
2011-03-07,40
2011-03-08,34
2011-03-09,34
2011-03-10,36
2011-03-11,34
2011-03-12,30
2011-03-13,37
2011-03-14,35
2011-03-15,37
2011-03-16,36
2011-03-17,36
2011-03-18,34
2011-03-19,33
2011-03-20,37
2011-03-21,34
2011-03-22,32
2011-03-23,31
2011-03-24,35
2011-03-25,31
2011-03-26,34
2011-03-27,34
2011-03-28,36
2011-03-29,33
2011-03-30,35
2011-03-31,34
2011-04-01,36
2011-04-02,36
2011-04-03,38
2011-04-04,34
2011-04-05,37
2011-04-06,36
2011-04-07,37
2011-04-08,33
2011-04-09,33
2011-04-10,38
2011-04-11,40
2011-04-12,34
2011-04-13,38
2011-04-14,35
2011-04-15,40
2011-04-16,42
2011-04-17,39
2011-04-18,43
2011-04-19,34
2011-04-20,38
2011-04-21,40
2011-04-22,36
2011-04-23,35
2011-04-24,35
2011-04-25,34
2011-04-26,37
2011-04-27,51
2011-04-28,100
2011-04-29,46
2011-04-30,38
2011-05-01,45
2011-05-02,42
2011-05-03,46
2011-05-04,41
2011-05-05,39
2011-05-06,39
2011-05-07,36
2011-05-08,40
2011-05-09,39
2011-05-10,36
2011-05-11,40
2011-05-12,34
2011-05-13,38
2011-05-14,35
2011-05-15,41
2011-05-16,37
2011-05-17,36
2011-05-18,35
2011-05-19,35
2011-05-20,39
2011-05-21,32
2011-05-22,40
2011-05-23,38
2011-05-24,39
2011-05-25,37
2011-05-26,36
2011-05-27,37
2011-05-28,37
2011-05-29,35
2011-05-30,39
2011-05-31,39
2011-06-01,38
2011-06-02,33
2011-06-03,33
2011-06-04,30
2011-06-05,42
2011-06-06,36
2011-06-07,40
2011-06-08,35
2011-06-09,39
2011-06-10,41
2011-06-11,35
2011-06-12,37
2011-06-13,38
2011-06-14,38
2011-06-15,40
2011-06-16,41
2011-06-17,42
2011-06-18,35
2011-06-19,42
2011-06-20,40
2011-06-21,39
2011-06-22,40
2011-06-23,41
2011-06-24,39
2011-06-25,37
2011-06-26,39
2011-06-27,41
2011-06-28,39
2011-06-29,45
2011-06-30,40
2011-07-01,41
2011-07-02,37
2011-07-03,47
2011-07-04,48
2011-07-05,38
2011-07-06,42
2011-07-07,41
2011-07-08,44
2011-07-09,40
2011-07-10,44
2011-07-11,43
2011-07-12,43
2011-07-13,45
2011-07-14,39
2011-07-15,37
2011-07-16,40
2011-07-17,46
2011-07-18,46
2011-07-19,41
2011-07-20,44
2011-07-21,41
2011-07-22,40
2011-07-23,40
2011-07-24,41
2011-07-25,40
2011-07-26,40
2011-07-27,41
2011-07-28,44
2011-07-29,43
2011-07-30,39
2011-07-31,47
2011-08-01,41
2011-08-02,42
2011-08-03,42
2011-08-04,42
2011-08-05,40
2011-08-06,42
2011-08-07,42
2011-08-08,46
2011-08-09,39
2011-08-10,36
2011-08-11,40
2011-08-12,42
2011-08-13,36
2011-08-14,35
2011-08-15,35
2011-08-16,37
2011-08-17,36
2011-08-18,37
2011-08-19,38
2011-08-20,37
2011-08-21,39
2011-08-22,37
2011-08-23,35
2011-08-24,35
2011-08-25,37
2011-08-26,37
2011-08-27,33
2011-08-28,40
2011-08-29,38
2011-08-30,41
2011-08-31,42
2011-09-01,39
2011-09-02,41
2011-09-03,38
2011-09-04,38
2011-09-05,38
2011-09-06,39
2011-09-07,38
2011-09-08,40
2011-09-09,39
2011-09-10,32
2011-09-11,37
2011-09-12,38
2011-09-13,35
2011-09-14,33
2011-09-15,38
2011-09-16,36
2011-09-17,32
2011-09-18,34
