date,ORLY
2011-05-11,77
2011-05-12,64
2011-05-13,73
2011-05-14,67
2011-05-15,80
2011-05-16,69
2011-05-17,69
2011-05-18,69
2011-05-19,62
2011-05-20,69
2011-05-21,62
2011-05-22,72
2011-05-23,77
2011-05-24,78
2011-05-25,80
2011-05-26,65
2011-05-27,74
2011-05-28,66
2011-05-29,66
2011-05-30,75
2011-05-31,71
2011-06-01,71
2011-06-02,61
2011-06-03,60
2011-06-04,57
2011-06-05,82
2011-06-06,67
2011-06-07,76
2011-06-08,63
2011-06-09,80
2011-06-10,71
2011-06-11,70
2011-06-12,64
2011-06-13,69
2011-06-14,74
2011-06-15,65
2011-06-16,69
2011-06-17,82
2011-06-18,73
2011-06-19,75
2011-06-20,73
2011-06-21,75
2011-06-22,77
2011-06-23,81
2011-06-24,75
2011-06-25,69
2011-06-26,80
2011-06-27,80
2011-06-28,74
2011-06-29,86
2011-06-30,74
2011-07-01,77
2011-07-02,71
2011-07-03,83
2011-07-04,95
2011-07-05,79
2011-07-06,75
2011-07-07,79
2011-07-08,80
2011-07-09,71
2011-07-10,83
2011-07-11,73
2011-07-12,85
2011-07-13,79
2011-07-14,67
2011-07-15,73
2011-07-16,72
2011-07-17,86
2011-07-18,84
2011-07-19,77
2011-07-20,77
2011-07-21,69
2011-07-22,71
2011-07-23,75
2011-07-24,80
2011-07-25,74
2011-07-26,68
2011-07-27,82
2011-07-28,85
2011-07-29,83
2011-07-30,81
2011-07-31,90
2011-08-01,78
2011-08-02,78
2011-08-03,82
2011-08-04,84
2011-08-05,76
2011-08-06,71
2011-08-07,73
2011-08-08,87
2011-08-09,82
2011-08-10,65
2011-08-11,70
2011-08-12,71
2011-08-13,71
2011-08-14,59
2011-08-15,66
2011-08-16,63
2011-08-17,67
2011-08-18,69
2011-08-19,65
2011-08-20,67
2011-08-21,76
2011-08-22,72
2011-08-23,76
2011-08-24,67
2011-08-25,72
2011-08-26,74
2011-08-27,69
2011-08-28,72
2011-08-29,75
2011-08-30,76
2011-08-31,76
2011-09-01,80
2011-09-02,69
2011-09-03,71
2011-09-04,72
2011-09-05,74
2011-09-06,76
2011-09-07,68
2011-09-08,74
2011-09-09,72
2011-09-10,56
2011-09-11,69
2011-09-12,70
2011-09-13,71
2011-09-14,71
2011-09-15,63
2011-09-16,69
2011-09-17,62
2011-09-18,66
2011-09-19,70
2011-09-20,64
2011-09-21,100
2011-09-22,91
2011-09-23,66
2011-09-24,61
2011-09-25,63
2011-09-26,68
2011-09-27,64
2011-09-28,65
2011-09-29,71
2011-09-30,67
2011-10-01,55
2011-10-02,78
2011-10-03,62
2011-10-04,64
2011-10-05,67
2011-10-06,83
2011-10-07,77
2011-10-08,62
2011-10-09,72
2011-10-10,66
2011-10-11,74
2011-10-12,66
2011-10-13,74
2011-10-14,66
2011-10-15,45
2011-10-16,66
2011-10-17,67
2011-10-18,64
2011-10-19,64
2011-10-20,68
2011-10-21,69
2011-10-22,63
2011-10-23,68
2011-10-24,70
2011-10-25,73
2011-10-26,59
2011-10-27,70
2011-10-28,77
2011-10-29,71
2011-10-30,68
2011-10-31,60
2011-11-01,60
2011-11-02,74
2011-11-03,68
2011-11-04,69
2011-11-05,61
2011-11-06,70
2011-11-07,69
2011-11-08,62
2011-11-09,64
2011-11-10,66
2011-11-11,56
2011-11-12,52
2011-11-13,61
2011-11-14,67
2011-11-15,60
2011-11-16,60
2011-11-17,59
2011-11-18,67
2011-11-19,52
2011-11-20,68
2011-11-21,67
2011-11-22,61
2011-11-23,59
2011-11-24,59
2011-11-25,60
2011-11-26,59
2011-11-27,60
2011-11-28,60
2011-11-29,57
2011-11-30,54
2011-12-01,56
2011-12-02,64
2011-12-03,54
2011-12-04,58
2011-12-05,56
2011-12-06,56
2011-12-07,54
2011-12-08,57
2011-12-09,60
2011-12-10,52
2011-12-11,63
2011-12-12,63
2011-12-13,60
2011-12-14,61
2011-12-15,75
2011-12-16,86
2011-12-17,76
2011-12-18,71
2011-12-19,82
2011-12-20,75
2011-12-21,70
2011-12-22,73
2011-12-23,67
2011-12-24,52
2011-12-25,54
2011-12-26,60
2011-12-27,61
2011-12-28,59
2011-12-29,67
2011-12-30,57
2011-12-31,54
2012-01-01,59
2012-01-02,78
2012-01-03,68
2012-01-04,65
2012-01-05,87
2012-01-06,77
2012-01-07,64
2012-01-08,68
2012-01-09,65
2012-01-10,59
2012-01-11,64
2012-01-12,58
2012-01-13,59
2012-01-14,51
2012-01-15,63
2012-01-16,64
2012-01-17,61
2012-01-18,61
2012-01-19,57
2012-01-20,60
2012-01-21,62
2012-01-22,62
2012-01-23,62
2012-01-24,68
2012-01-25,70
2012-01-26,69
