date,ORLY
2013-02-19,43
2013-02-20,44
2013-02-21,41
2013-02-22,41
2013-02-23,41
2013-02-24,45
2013-02-25,48
2013-02-26,45
2013-02-27,42
2013-02-28,44
2013-03-01,42
2013-03-02,39
2013-03-03,50
2013-03-04,44
2013-03-05,39
2013-03-06,39
2013-03-07,41
2013-03-08,46
2013-03-09,39
2013-03-10,43
2013-03-11,55
2013-03-12,100
2013-03-13,68
2013-03-14,49
2013-03-15,42
2013-03-16,39
2013-03-17,46
2013-03-18,44
2013-03-19,45
2013-03-20,44
2013-03-21,43
2013-03-22,40
2013-03-23,44
2013-03-24,44
2013-03-25,48
2013-03-26,46
2013-03-27,46
2013-03-28,44
2013-03-29,50
2013-03-30,42
2013-03-31,41
2013-04-01,43
2013-04-02,46
2013-04-03,46
2013-04-04,48
2013-04-05,48
2013-04-06,37
2013-04-07,47
2013-04-08,50
2013-04-09,47
2013-04-10,41
2013-04-11,41
2013-04-12,41
2013-04-13,41
2013-04-14,44
2013-04-15,42
2013-04-16,38
2013-04-17,40
2013-04-18,43
2013-04-19,42
2013-04-20,44
2013-04-21,50
2013-04-22,46
2013-04-23,42
2013-04-24,40
2013-04-25,47
2013-04-26,46
2013-04-27,38
2013-04-28,47
2013-04-29,46
2013-04-30,40
2013-05-01,46
2013-05-02,49
2013-05-03,49
2013-05-04,39
2013-05-05,49
2013-05-06,48
2013-05-07,48
2013-05-08,38
2013-05-09,41
2013-05-10,39
2013-05-11,39
2013-05-12,46
2013-05-13,48
2013-05-14,45
2013-05-15,43
2013-05-16,45
2013-05-17,42
2013-05-18,39
2013-05-19,43
2013-05-20,46
2013-05-21,41
2013-05-22,46
2013-05-23,50
2013-05-24,42
2013-05-25,39
2013-05-26,44
2013-05-27,47
2013-05-28,45
2013-05-29,49
2013-05-30,46
2013-05-31,46
2013-06-01,40
2013-06-02,39
2013-06-03,46
2013-06-04,43
2013-06-05,81
2013-06-06,52
2013-06-07,46
2013-06-08,44
2013-06-09,50
2013-06-10,54
2013-06-11,65
2013-06-12,61
2013-06-13,59
2013-06-14,55
2013-06-15,45
2013-06-16,47
2013-06-17,52
2013-06-18,46
2013-06-19,53
2013-06-20,48
2013-06-21,44
2013-06-22,44
2013-06-23,52
2013-06-24,48
2013-06-25,45
2013-06-26,45
2013-06-27,42
2013-06-28,50
2013-06-29,45
2013-06-30,47
2013-07-01,48
2013-07-02,46
2013-07-03,47
2013-07-04,45
2013-07-05,48
2013-07-06,40
2013-07-07,45
2013-07-08,53
2013-07-09,44
2013-07-10,49
2013-07-11,45
2013-07-12,48
2013-07-13,45
2013-07-14,49
2013-07-15,50
2013-07-16,46
2013-07-17,48
2013-07-18,43
2013-07-19,47
2013-07-20,43
2013-07-21,49
2013-07-22,49
2013-07-23,49
2013-07-24,44
2013-07-25,45
2013-07-26,47
2013-07-27,49
2013-07-28,51
2013-07-29,50
2013-07-30,50
2013-07-31,49
2013-08-01,46
2013-08-02,50
2013-08-03,49
2013-08-04,51
2013-08-05,49
2013-08-06,49
2013-08-07,53
2013-08-08,50
2013-08-09,46
2013-08-10,43
2013-08-11,43
2013-08-12,48
2013-08-13,47
2013-08-14,44
2013-08-15,44
2013-08-16,46
2013-08-17,41
2013-08-18,48
2013-08-19,42
2013-08-20,42
2013-08-21,42
2013-08-22,41
2013-08-23,37
2013-08-24,44
2013-08-25,50
2013-08-26,44
2013-08-27,43
2013-08-28,37
2013-08-29,44
2013-08-30,42
2013-08-31,43
2013-09-01,43
2013-09-02,47
2013-09-03,43
2013-09-04,52
2013-09-05,47
2013-09-06,47
2013-09-07,42
2013-09-08,41
2013-09-09,46
2013-09-10,40
2013-09-11,41
2013-09-12,47
2013-09-13,43
2013-09-14,38
2013-09-15,47
2013-09-16,45
2013-09-17,47
2013-09-18,43
2013-09-19,40
2013-09-20,46
2013-09-21,38
2013-09-22,41
2013-09-23,43
2013-09-24,39
2013-09-25,42
2013-09-26,43
2013-09-27,41
2013-09-28,43
2013-09-29,43
2013-09-30,42
2013-10-01,38
2013-10-02,48
2013-10-03,45
2013-10-04,44
2013-10-05,36
2013-10-06,40
2013-10-07,45
2013-10-08,39
2013-10-09,42
2013-10-10,53
2013-10-11,46
2013-10-12,37
2013-10-13,38
2013-10-14,51
2013-10-15,40
2013-10-16,41
2013-10-17,43
2013-10-18,51
2013-10-19,40
2013-10-20,44
2013-10-21,43
2013-10-22,39
2013-10-23,42
2013-10-24,44
2013-10-25,43
2013-10-26,38
2013-10-27,40
2013-10-28,48
2013-10-29,38
2013-10-30,38
2013-10-31,38
2013-11-01,38
2013-11-02,33
2013-11-03,44
2013-11-04,46
2013-11-05,38
2013-11-06,41
