date,ORLY
2012-01-26,65
2012-01-27,59
2012-01-28,52
2012-01-29,59
2012-01-30,61
2012-01-31,58
2012-02-01,55
2012-02-02,57
2012-02-03,63
2012-02-04,63
2012-02-05,100
2012-02-06,73
2012-02-07,68
2012-02-08,66
2012-02-09,61
2012-02-10,61
2012-02-11,54
2012-02-12,61
2012-02-13,53
2012-02-14,60
2012-02-15,59
2012-02-16,59
2012-02-17,60
2012-02-18,57
2012-02-19,67
2012-02-20,58
2012-02-21,54
2012-02-22,56
2012-02-23,58
2012-02-24,63
2012-02-25,55
2012-02-26,58
2012-02-27,58
2012-02-28,59
2012-02-29,65
2012-03-01,61
2012-03-02,59
2012-03-03,58
2012-03-04,67
2012-03-05,65
2012-03-06,62
2012-03-07,63
2012-03-08,56
2012-03-09,57
2012-03-10,50
2012-03-11,61
2012-03-12,61
2012-03-13,62
2012-03-14,62
2012-03-15,64
2012-03-16,57
2012-03-17,51
2012-03-18,68
2012-03-19,56
2012-03-20,64
2012-03-21,58
2012-03-22,57
2012-03-23,57
2012-03-24,62
2012-03-25,60
2012-03-26,66
2012-03-27,58
2012-03-28,69
2012-03-29,59
2012-03-30,66
2012-03-31,73
2012-04-01,79
2012-04-02,89
2012-04-03,86
2012-04-04,73
2012-04-05,60
2012-04-06,75
2012-04-07,62
2012-04-08,57
2012-04-09,63
2012-04-10,66
2012-04-11,68
2012-04-12,65
2012-04-13,61
2012-04-14,59
2012-04-15,62
2012-04-16,65
2012-04-17,63
2012-04-18,58
2012-04-19,64
2012-04-20,64
2012-04-21,57
2012-04-22,63
2012-04-23,67
2012-04-24,60
2012-04-25,66
2012-04-26,62
2012-04-27,62
2012-04-28,60
2012-04-29,57
2012-04-30,59
2012-05-01,59
2012-05-02,62
2012-05-03,59
2012-05-04,61
2012-05-05,61
2012-05-06,53
2012-05-07,57
2012-05-08,55
2012-05-09,66
2012-05-10,62
2012-05-11,64
2012-05-12,53
2012-05-13,57
2012-05-14,63
2012-05-15,64
2012-05-16,61
2012-05-17,64
2012-05-18,65
2012-05-19,59
2012-05-20,67
2012-05-21,68
2012-05-22,63
2012-05-23,60
2012-05-24,61
2012-05-25,63
2012-05-26,50
2012-05-27,57
2012-05-28,55
2012-05-29,61
2012-05-30,64
2012-05-31,67
2012-06-01,65
2012-06-02,57
2012-06-03,70
2012-06-04,69
2012-06-05,69
2012-06-06,70
2012-06-07,68
2012-06-08,63
2012-06-09,54
2012-06-10,62
2012-06-11,63
2012-06-12,61
2012-06-13,63
2012-06-14,70
2012-06-15,57
2012-06-16,59
2012-06-17,66
2012-06-18,63
2012-06-19,60
2012-06-20,62
2012-06-21,67
2012-06-22,65
2012-06-23,60
2012-06-24,64
2012-06-25,62
2012-06-26,63
2012-06-27,63
2012-06-28,62
2012-06-29,77
2012-06-30,63
2012-07-01,71
2012-07-02,67
2012-07-03,66
2012-07-04,65
2012-07-05,61
2012-07-06,70
2012-07-07,64
2012-07-08,68
2012-07-09,65
2012-07-10,66
2012-07-11,67
2012-07-12,70
2012-07-13,72
2012-07-14,68
2012-07-15,68
2012-07-16,71
2012-07-17,65
2012-07-18,61
2012-07-19,68
2012-07-20,70
2012-07-21,64
2012-07-22,68
2012-07-23,67
2012-07-24,66
2012-07-25,59
2012-07-26,66
2012-07-27,70
2012-07-28,62
2012-07-29,68
2012-07-30,70
2012-07-31,71
2012-08-01,67
2012-08-02,68
2012-08-03,59
2012-08-04,60
2012-08-05,68
2012-08-06,64
2012-08-07,68
2012-08-08,60
2012-08-09,58
2012-08-10,65
2012-08-11,60
2012-08-12,58
2012-08-13,62
2012-08-14,64
2012-08-15,62
2012-08-16,61
2012-08-17,59
2012-08-18,61
2012-08-19,62
2012-08-20,63
2012-08-21,58
2012-08-22,62
2012-08-23,63
2012-08-24,66
2012-08-25,61
2012-08-26,57
2012-08-27,61
2012-08-28,58
2012-08-29,63
2012-08-30,62
2012-08-31,64
2012-09-01,66
2012-09-02,71
2012-09-03,82
2012-09-04,89
2012-09-05,74
2012-09-06,64
2012-09-07,75
2012-09-08,63
2012-09-09,67
2012-09-10,67
2012-09-11,66
2012-09-12,61
2012-09-13,66
2012-09-14,65
2012-09-15,57
2012-09-16,58
2012-09-17,66
2012-09-18,63
2012-09-19,67
2012-09-20,64
2012-09-21,69
2012-09-22,57
2012-09-23,64
2012-09-24,74
2012-09-25,66
2012-09-26,63
2012-09-27,59
2012-09-28,59
2012-09-29,57
2012-09-30,61
2012-10-01,67
2012-10-02,61
2012-10-03,59
2012-10-04,58
2012-10-05,62
2012-10-06,50
2012-10-07,59
2012-10-08,61
2012-10-09,55
2012-10-10,57
2012-10-11,57
2012-10-12,59
