date,ORLY
2012-06-04,44
2012-06-05,43
2012-06-06,42
2012-06-07,40
2012-06-08,38
2012-06-09,36
2012-06-10,38
2012-06-11,37
2012-06-12,40
2012-06-13,38
2012-06-14,42
2012-06-15,39
2012-06-16,33
2012-06-17,40
2012-06-18,45
2012-06-19,40
2012-06-20,41
2012-06-21,42
2012-06-22,38
2012-06-23,36
2012-06-24,44
2012-06-25,42
2012-06-26,41
2012-06-27,42
2012-06-28,39
2012-06-29,43
2012-06-30,39
2012-07-01,42
2012-07-02,42
2012-07-03,40
2012-07-04,45
2012-07-05,40
2012-07-06,43
2012-07-07,41
2012-07-08,43
2012-07-09,44
2012-07-10,40
2012-07-11,44
2012-07-12,40
2012-07-13,45
2012-07-14,39
2012-07-15,42
2012-07-16,46
2012-07-17,40
2012-07-18,41
2012-07-19,39
2012-07-20,43
2012-07-21,39
2012-07-22,41
2012-07-23,42
2012-07-24,41
2012-07-25,39
2012-07-26,42
2012-07-27,43
2012-07-28,39
2012-07-29,38
2012-07-30,41
2012-07-31,43
2012-08-01,40
2012-08-02,42
2012-08-03,37
2012-08-04,40
2012-08-05,40
2012-08-06,41
2012-08-07,44
2012-08-08,38
2012-08-09,39
2012-08-10,37
2012-08-11,36
2012-08-12,36
2012-08-13,38
2012-08-14,40
2012-08-15,38
2012-08-16,39
2012-08-17,32
2012-08-18,40
2012-08-19,38
2012-08-20,42
2012-08-21,35
2012-08-22,36
2012-08-23,39
2012-08-24,39
2012-08-25,37
2012-08-26,35
2012-08-27,43
2012-08-28,38
2012-08-29,38
2012-08-30,40
2012-08-31,40
2012-09-01,39
2012-09-02,45
2012-09-03,49
2012-09-04,49
2012-09-05,45
2012-09-06,41
2012-09-07,41
2012-09-08,38
2012-09-09,40
2012-09-10,40
2012-09-11,40
2012-09-12,39
2012-09-13,40
2012-09-14,39
2012-09-15,33
2012-09-16,36
2012-09-17,38
2012-09-18,40
2012-09-19,40
2012-09-20,40
2012-09-21,43
2012-09-22,36
2012-09-23,42
2012-09-24,43
2012-09-25,41
2012-09-26,37
2012-09-27,36
2012-09-28,39
2012-09-29,34
2012-09-30,39
2012-10-01,43
2012-10-02,37
2012-10-03,38
2012-10-04,35
2012-10-05,35
2012-10-06,32
2012-10-07,39
2012-10-08,36
2012-10-09,34
2012-10-10,37
2012-10-11,36
2012-10-12,36
2012-10-13,34
2012-10-14,37
2012-10-15,35
2012-10-16,33
2012-10-17,33
2012-10-18,37
2012-10-19,34
2012-10-20,35
2012-10-21,37
2012-10-22,41
2012-10-23,39
2012-10-24,34
2012-10-25,35
2012-10-26,39
2012-10-27,37
2012-10-28,36
2012-10-29,33
2012-10-30,30
2012-10-31,33
2012-11-01,36
2012-11-02,34
2012-11-03,32
2012-11-04,35
2012-11-05,34
2012-11-06,32
2012-11-07,32
2012-11-08,34
2012-11-09,33
2012-11-10,30
2012-11-11,34
2012-11-12,35
2012-11-13,37
2012-11-14,31
2012-11-15,35
2012-11-16,33
2012-11-17,27
2012-11-18,31
2012-11-19,36
2012-11-20,30
2012-11-21,28
2012-11-22,29
2012-11-23,69
2012-11-24,35
2012-11-25,37
2012-11-26,34
2012-11-27,37
2012-11-28,31
2012-11-29,34
2012-11-30,31
2012-12-01,27
2012-12-02,33
2012-12-03,35
2012-12-04,33
2012-12-05,35
2012-12-06,32
2012-12-07,40
2012-12-08,27
2012-12-09,33
2012-12-10,33
2012-12-11,32
2012-12-12,31
2012-12-13,31
2012-12-14,31
2012-12-15,28
2012-12-16,28
2012-12-17,31
2012-12-18,35
2012-12-19,33
2012-12-20,38
2012-12-21,36
2012-12-22,33
2012-12-23,30
2012-12-24,27
2012-12-25,29
2012-12-26,31
2012-12-27,35
2012-12-28,37
2012-12-29,34
2012-12-30,33
2012-12-31,26
2013-01-01,35
2013-01-02,31
2013-01-03,38
2013-01-04,41
2013-01-05,33
2013-01-06,39
2013-01-07,41
2013-01-08,39
2013-01-09,37
2013-01-10,40
2013-01-11,37
2013-01-12,31
2013-01-13,36
2013-01-14,38
2013-01-15,38
2013-01-16,37
2013-01-17,35
2013-01-18,48
2013-01-19,56
2013-01-20,100
2013-01-21,58
2013-01-22,37
2013-01-23,40
2013-01-24,35
2013-01-25,36
2013-01-26,32
2013-01-27,36
2013-01-28,36
2013-01-29,36
2013-01-30,34
2013-01-31,38
2013-02-01,34
2013-02-02,31
2013-02-03,37
2013-02-04,37
2013-02-05,33
2013-02-06,35
2013-02-07,36
2013-02-08,38
2013-02-09,41
2013-02-10,55
2013-02-11,41
2013-02-12,36
2013-02-13,35
2013-02-14,33
2013-02-15,38
2013-02-16,38
2013-02-17,40
2013-02-18,37
2013-02-19,36
