date,ORLY
2015-04-10,59
2015-04-11,46
2015-04-12,53
2015-04-13,53
2015-04-14,51
2015-04-15,49
2015-04-16,49
2015-04-17,52
2015-04-18,50
2015-04-19,53
2015-04-20,47
2015-04-21,50
2015-04-22,49
2015-04-23,53
2015-04-24,50
2015-04-25,46
2015-04-26,55
2015-04-27,57
2015-04-28,50
2015-04-29,49
2015-04-30,54
2015-05-01,52
2015-05-02,45
2015-05-03,54
2015-05-04,57
2015-05-05,50
2015-05-06,51
2015-05-07,53
2015-05-08,48
2015-05-09,47
2015-05-10,53
2015-05-11,54
2015-05-12,51
2015-05-13,54
2015-05-14,52
2015-05-15,51
2015-05-16,45
2015-05-17,52
2015-05-18,50
2015-05-19,49
2015-05-20,51
2015-05-21,54
2015-05-22,50
2015-05-23,47
2015-05-24,49
2015-05-25,52
2015-05-26,57
2015-05-27,52
2015-05-28,52
2015-05-29,55
2015-05-30,45
2015-05-31,55
2015-06-01,51
2015-06-02,54
2015-06-03,52
2015-06-04,53
2015-06-05,57
2015-06-06,43
2015-06-07,52
2015-06-08,55
2015-06-09,51
2015-06-10,51
2015-06-11,54
2015-06-12,53
2015-06-13,46
2015-06-14,55
2015-06-15,56
2015-06-16,53
2015-06-17,53
2015-06-18,55
2015-06-19,55
2015-06-20,53
2015-06-21,52
2015-06-22,59
2015-06-23,60
2015-06-24,59
2015-06-25,77
2015-06-26,64
2015-06-27,55
2015-06-28,52
2015-06-29,57
2015-06-30,57
2015-07-01,65
2015-07-02,57
2015-07-03,63
2015-07-04,49
2015-07-05,61
2015-07-06,61
2015-07-07,55
2015-07-08,55
2015-07-09,60
2015-07-10,58
2015-07-11,56
2015-07-12,60
2015-07-13,58
2015-07-14,53
2015-07-15,57
2015-07-16,59
2015-07-17,59
2015-07-18,55
2015-07-19,60
2015-07-20,59
2015-07-21,60
2015-07-22,58
2015-07-23,59
2015-07-24,61
2015-07-25,54
2015-07-26,61
2015-07-27,61
2015-07-28,60
2015-07-29,55
2015-07-30,58
2015-07-31,61
2015-08-01,56
2015-08-02,62
2015-08-03,59
2015-08-04,60
2015-08-05,57
2015-08-06,57
2015-08-07,57
2015-08-08,51
2015-08-09,62
2015-08-10,56
2015-08-11,54
2015-08-12,54
2015-08-13,59
2015-08-14,57
2015-08-15,51
2015-08-16,59
2015-08-17,59
2015-08-18,54
2015-08-19,52
2015-08-20,56
2015-08-21,51
2015-08-22,53
2015-08-23,61
2015-08-24,55
2015-08-25,52
2015-08-26,57
2015-08-27,56
2015-08-28,53
2015-08-29,48
2015-08-30,57
2015-08-31,59
2015-09-01,57
2015-09-02,59
2015-09-03,60
2015-09-04,59
2015-09-05,55
2015-09-06,63
2015-09-07,61
2015-09-08,55
2015-09-09,55
2015-09-10,56
2015-09-11,54
2015-09-12,54
2015-09-13,56
2015-09-14,57
2015-09-15,53
2015-09-16,56
2015-09-17,55
2015-09-18,54
2015-09-19,53
2015-09-20,53
2015-09-21,52
2015-09-22,56
2015-09-23,51
2015-09-24,50
2015-09-25,53
2015-09-26,43
2015-09-27,49
2015-09-28,53
2015-09-29,50
2015-09-30,49
2015-10-01,54
2015-10-02,51
2015-10-03,52
2015-10-04,54
2015-10-05,57
2015-10-06,54
2015-10-07,53
2015-10-08,57
2015-10-09,53
2015-10-10,46
2015-10-11,54
2015-10-12,55
2015-10-13,52
2015-10-14,50
2015-10-15,56
2015-10-16,55
2015-10-17,48
2015-10-18,52
2015-10-19,56
2015-10-20,50
2015-10-21,49
2015-10-22,53
2015-10-23,50
2015-10-24,45
2015-10-25,53
2015-10-26,50
2015-10-27,46
2015-10-28,47
2015-10-29,49
2015-10-30,47
2015-10-31,41
2015-11-01,52
2015-11-02,54
2015-11-03,49
2015-11-04,52
2015-11-05,50
2015-11-06,49
2015-11-07,63
2015-11-08,52
2015-11-09,50
2015-11-10,47
2015-11-11,48
2015-11-12,52
2015-11-13,60
2015-11-14,100
2015-11-15,55
2015-11-16,46
2015-11-17,43
2015-11-18,46
2015-11-19,43
2015-11-20,44
2015-11-21,37
2015-11-22,39
2015-11-23,45
2015-11-24,40
2015-11-25,43
2015-11-26,46
2015-11-27,46
2015-11-28,42
2015-11-29,52
2015-11-30,46
2015-12-01,42
2015-12-02,39
2015-12-03,41
2015-12-04,41
2015-12-05,38
2015-12-06,51
2015-12-07,45
2015-12-08,44
2015-12-09,41
2015-12-10,43
2015-12-11,40
2015-12-12,40
2015-12-13,48
2015-12-14,47
2015-12-15,51
2015-12-16,48
2015-12-17,52
2015-12-18,52
2015-12-19,51
2015-12-20,53
2015-12-21,51
2015-12-22,53
2015-12-23,52
2015-12-24,50
2015-12-25,45
2015-12-26,49
