date,ORLY
2014-12-01,55
2014-12-02,55
2014-12-03,55
2014-12-04,63
2014-12-05,58
2014-12-06,49
2014-12-07,53
2014-12-08,59
2014-12-09,57
2014-12-10,53
2014-12-11,54
2014-12-12,65
2014-12-13,57
2014-12-14,68
2014-12-15,60
2014-12-16,61
2014-12-17,62
2014-12-18,64
2014-12-19,61
2014-12-20,63
2014-12-21,66
2014-12-22,60
2014-12-23,64
2014-12-24,51
2014-12-25,59
2014-12-26,66
2014-12-27,67
2014-12-28,68
2014-12-29,71
2014-12-30,63
2014-12-31,53
2015-01-01,53
2015-01-02,65
2015-01-03,62
2015-01-04,67
2015-01-05,71
2015-01-06,66
2015-01-07,64
2015-01-08,70
2015-01-09,66
2015-01-10,56
2015-01-11,57
2015-01-12,57
2015-01-13,56
2015-01-14,59
2015-01-15,59
2015-01-16,55
2015-01-17,57
2015-01-18,67
2015-01-19,55
2015-01-20,56
2015-01-21,54
2015-01-22,55
2015-01-23,54
2015-01-24,53
2015-01-25,67
2015-01-26,62
2015-01-27,55
2015-01-28,54
2015-01-29,58
2015-01-30,60
2015-01-31,56
2015-02-01,60
2015-02-02,56
2015-02-03,60
2015-02-04,57
2015-02-05,56
2015-02-06,62
2015-02-07,56
2015-02-08,63
2015-02-09,62
2015-02-10,59
2015-02-11,68
2015-02-12,64
2015-02-13,68
2015-02-14,54
2015-02-15,68
2015-02-16,66
2015-02-17,64
2015-02-18,61
2015-02-19,66
2015-02-20,65
2015-02-21,54
2015-02-22,65
2015-02-23,67
2015-02-24,62
2015-02-25,62
2015-02-26,59
2015-02-27,64
2015-02-28,56
2015-03-01,67
2015-03-02,66
2015-03-03,63
2015-03-04,62
2015-03-05,64
2015-03-06,60
2015-03-07,52
2015-03-08,70
2015-03-09,64
2015-03-10,64
2015-03-11,58
2015-03-12,57
2015-03-13,61
2015-03-14,56
2015-03-15,66
2015-03-16,63
2015-03-17,60
2015-03-18,60
2015-03-19,57
2015-03-20,60
2015-03-21,53
2015-03-22,62
2015-03-23,66
2015-03-24,61
2015-03-25,54
2015-03-26,64
2015-03-27,65
2015-03-28,56
2015-03-29,73
2015-03-30,66
2015-03-31,65
2015-04-01,70
2015-04-02,73
2015-04-03,72
2015-04-04,62
2015-04-05,60
2015-04-06,62
2015-04-07,73
2015-04-08,90
2015-04-09,81
2015-04-10,73
2015-04-11,67
2015-04-12,63
2015-04-13,65
2015-04-14,65
2015-04-15,60
2015-04-16,62
2015-04-17,71
2015-04-18,62
2015-04-19,66
2015-04-20,65
2015-04-21,63
2015-04-22,61
2015-04-23,68
2015-04-24,64
2015-04-25,57
2015-04-26,66
2015-04-27,70
2015-04-28,62
2015-04-29,61
2015-04-30,70
2015-05-01,67
2015-05-02,58
2015-05-03,70
2015-05-04,69
2015-05-05,66
2015-05-06,62
2015-05-07,67
2015-05-08,63
2015-05-09,58
2015-05-10,65
2015-05-11,68
2015-05-12,68
2015-05-13,64
2015-05-14,62
2015-05-15,65
2015-05-16,59
2015-05-17,69
2015-05-18,67
2015-05-19,66
2015-05-20,65
2015-05-21,67
2015-05-22,65
2015-05-23,59
2015-05-24,59
2015-05-25,68
2015-05-26,71
2015-05-27,61
2015-05-28,62
2015-05-29,70
2015-05-30,53
2015-05-31,65
2015-06-01,69
2015-06-02,69
2015-06-03,66
2015-06-04,65
2015-06-05,67
2015-06-06,58
2015-06-07,69
2015-06-08,69
2015-06-09,66
2015-06-10,64
2015-06-11,69
2015-06-12,66
2015-06-13,59
2015-06-14,66
2015-06-15,75
2015-06-16,68
2015-06-17,69
2015-06-18,69
2015-06-19,67
2015-06-20,63
2015-06-21,71
2015-06-22,74
2015-06-23,68
2015-06-24,71
2015-06-25,100
2015-06-26,78
2015-06-27,64
2015-06-28,65
2015-06-29,72
2015-06-30,72
2015-07-01,75
2015-07-02,74
2015-07-03,76
2015-07-04,63
2015-07-05,75
2015-07-06,77
2015-07-07,73
2015-07-08,70
2015-07-09,74
2015-07-10,70
2015-07-11,70
2015-07-12,81
2015-07-13,70
2015-07-14,62
2015-07-15,72
2015-07-16,77
2015-07-17,75
2015-07-18,73
2015-07-19,76
2015-07-20,74
2015-07-21,73
2015-07-22,73
2015-07-23,74
2015-07-24,79
2015-07-25,65
2015-07-26,80
2015-07-27,73
2015-07-28,73
2015-07-29,73
2015-07-30,72
2015-07-31,74
2015-08-01,69
2015-08-02,79
2015-08-03,79
2015-08-04,77
2015-08-05,78
2015-08-06,73
2015-08-07,75
2015-08-08,66
2015-08-09,81
2015-08-10,69
2015-08-11,73
2015-08-12,72
2015-08-13,73
2015-08-14,73
2015-08-15,69
2015-08-16,78
2015-08-17,77
2015-08-18,71
