date,GOOG,isPartial
2015-04-10,71,False
2015-04-11,68,False
2015-04-12,66,False
2015-04-13,73,False
2015-04-14,76,False
2015-04-15,75,False
2015-04-16,74,False
2015-04-17,75,False
2015-04-18,68,False
2015-04-19,64,False
2015-04-20,77,False
2015-04-21,75,False
2015-04-22,79,False
2015-04-23,80,False
2015-04-24,84,False
2015-04-25,68,False
2015-04-26,66,False
2015-04-27,78,False
2015-04-28,76,False
2015-04-29,72,False
2015-04-30,74,False
2015-05-01,70,False
2015-05-02,66,False
2015-05-03,66,False
2015-05-04,73,False
2015-05-05,74,False
2015-05-06,73,False
2015-05-07,73,False
2015-05-08,74,False
2015-05-09,68,False
2015-05-10,67,False
2015-05-11,72,False
2015-05-12,70,False
2015-05-13,74,False
2015-05-14,71,False
2015-05-15,72,False
2015-05-16,66,False
2015-05-17,65,False
2015-05-18,73,False
2015-05-19,74,False
2015-05-20,74,False
2015-05-21,74,False
2015-05-22,68,False
2015-05-23,64,False
2015-05-24,62,False
2015-05-25,69,False
2015-05-26,70,False
2015-05-27,71,False
2015-05-28,72,False
2015-05-29,67,False
2015-05-30,63,False
2015-05-31,62,False
2015-06-01,73,False
2015-06-02,72,False
2015-06-03,73,False
2015-06-04,67,False
2015-06-05,69,False
2015-06-06,65,False
2015-06-07,62,False
2015-06-08,73,False
2015-06-09,70,False
2015-06-10,70,False
2015-06-11,71,False
2015-06-12,70,False
2015-06-13,64,False
2015-06-14,63,False
2015-06-15,72,False
2015-06-16,69,False
2015-06-17,67,False
2015-06-18,67,False
2015-06-19,65,False
2015-06-20,61,False
2015-06-21,63,False
2015-06-22,71,False
2015-06-23,63,False
2015-06-24,65,False
2015-06-25,67,False
2015-06-26,61,False
2015-06-27,64,False
2015-06-28,62,False
2015-06-29,65,False
2015-06-30,64,False
2015-07-01,64,False
2015-07-02,66,False
2015-07-03,66,False
2015-07-04,60,False
2015-07-05,60,False
2015-07-06,66,False
2015-07-07,68,False
2015-07-08,67,False
2015-07-09,65,False
2015-07-10,63,False
2015-07-11,65,False
2015-07-12,59,False
2015-07-13,69,False
2015-07-14,65,False
2015-07-15,67,False
2015-07-16,74,False
2015-07-17,100,False
2015-07-18,78,False
2015-07-19,66,False
