date,GOOG,isPartial
2014-12-01,81,False
2014-12-02,81,False
2014-12-03,81,False
2014-12-04,77,False
2014-12-05,79,False
2014-12-06,75,False
2014-12-07,71,False
2014-12-08,82,False
2014-12-09,81,False
2014-12-10,86,False
2014-12-11,83,False
2014-12-12,81,False
2014-12-13,77,False
2014-12-14,79,False
2014-12-15,83,False
2014-12-16,81,False
2014-12-17,82,False
2014-12-18,83,False
2014-12-19,78,False
2014-12-20,77,False
2014-12-21,77,False
2014-12-22,76,False
2014-12-23,81,False
2014-12-24,75,False
2014-12-25,79,False
2014-12-26,79,False
2014-12-27,74,False
2014-12-28,70,False
2014-12-29,74,False
2014-12-30,72,False
2014-12-31,74,False
2015-01-01,68,False
2015-01-02,71,False
2015-01-03,75,False
2015-01-04,73,False
2015-01-05,82,False
2015-01-06,79,False
2015-01-07,80,False
2015-01-08,79,False
2015-01-09,75,False
2015-01-10,72,False
2015-01-11,71,False
2015-01-12,82,False
2015-01-13,81,False
2015-01-14,79,False
2015-01-15,78,False
2015-01-16,82,False
2015-01-17,73,False
2015-01-18,72,False
2015-01-19,77,False
2015-01-20,81,False
2015-01-21,78,False
2015-01-22,80,False
2015-01-23,79,False
2015-01-24,70,False
2015-01-25,72,False
2015-01-26,76,False
2015-01-27,80,False
2015-01-28,82,False
2015-01-29,82,False
2015-01-30,83,False
2015-01-31,71,False
2015-02-01,71,False
2015-02-02,79,False
2015-02-03,75,False
2015-02-04,78,False
2015-02-05,81,False
2015-02-06,81,False
2015-02-07,73,False
2015-02-08,66,False
2015-02-09,78,False
2015-02-10,78,False
2015-02-11,76,False
2015-02-12,78,False
2015-02-13,80,False
2015-02-14,73,False
2015-02-15,70,False
2015-02-16,73,False
2015-02-17,75,False
2015-02-18,76,False
2015-02-19,75,False
2015-02-20,78,False
2015-02-21,70,False
2015-02-22,68,False
2015-02-23,77,False
2015-02-24,76,False
2015-02-25,76,False
2015-02-26,77,False
2015-02-27,79,False
2015-02-28,72,False
2015-03-01,70,False
2015-03-02,83,False
2015-03-03,79,False
2015-03-04,78,False
2015-03-05,76,False
2015-03-06,76,False
2015-03-07,72,False
2015-03-08,71,False
2015-03-09,79,False
2015-03-10,79,False
2015-03-11,80,False
2015-03-12,78,False
2015-03-13,78,False
2015-03-14,72,False
2015-03-15,72,False
2015-03-16,78,False
2015-03-17,74,False
2015-03-18,77,False
2015-03-19,78,False
2015-03-20,75,False
2015-03-21,71,False
2015-03-22,67,False
2015-03-23,81,False
2015-03-24,77,False
2015-03-25,60,False
2015-03-26,76,False
2015-03-27,77,False
2015-03-28,65,False
2015-03-29,69,False
2015-03-30,76,False
2015-03-31,74,False
2015-04-01,78,False
2015-04-02,79,False
2015-04-03,72,False
2015-04-04,65,False
2015-04-05,68,False
2015-04-06,72,False
2015-04-07,75,False
2015-04-08,74,False
2015-04-09,75,False
2015-04-10,70,False
2015-04-11,66,False
2015-04-12,67,False
2015-04-13,74,False
2015-04-14,76,False
2015-04-15,74,False
2015-04-16,75,False
2015-04-17,76,False
2015-04-18,69,False
2015-04-19,67,False
2015-04-20,74,False
2015-04-21,77,False
2015-04-22,81,False
2015-04-23,81,False
2015-04-24,83,False
2015-04-25,69,False
2015-04-26,64,False
2015-04-27,80,False
2015-04-28,78,False
2015-04-29,73,False
2015-04-30,74,False
2015-05-01,71,False
2015-05-02,66,False
2015-05-03,67,False
2015-05-04,73,False
2015-05-05,70,False
2015-05-06,73,False
2015-05-07,74,False
2015-05-08,74,False
2015-05-09,67,False
2015-05-10,67,False
2015-05-11,70,False
2015-05-12,72,False
2015-05-13,74,False
2015-05-14,73,False
2015-05-15,73,False
2015-05-16,67,False
2015-05-17,67,False
2015-05-18,74,False
2015-05-19,71,False
2015-05-20,74,False
2015-05-21,74,False
2015-05-22,67,False
2015-05-23,65,False
2015-05-24,62,False
2015-05-25,69,False
2015-05-26,71,False
2015-05-27,70,False
2015-05-28,72,False
2015-05-29,66,False
2015-05-30,63,False
2015-05-31,63,False
2015-06-01,73,False
2015-06-02,71,False
2015-06-03,74,False
2015-06-04,67,False
2015-06-05,70,False
2015-06-06,67,False
2015-06-07,64,False
2015-06-08,72,False
2015-06-09,71,False
2015-06-10,70,False
2015-06-11,72,False
2015-06-12,70,False
2015-06-13,64,False
2015-06-14,65,False
2015-06-15,72,False
2015-06-16,71,False
2015-06-17,68,False
2015-06-18,69,False
2015-06-19,67,False
2015-06-20,63,False
2015-06-21,64,False
2015-06-22,70,False
2015-06-23,64,False
2015-06-24,65,False
2015-06-25,66,False
2015-06-26,65,False
2015-06-27,64,False
2015-06-28,60,False
2015-06-29,66,False
2015-06-30,67,False
2015-07-01,68,False
2015-07-02,67,False
2015-07-03,64,False
2015-07-04,62,False
2015-07-05,61,False
2015-07-06,69,False
2015-07-07,65,False
2015-07-08,66,False
2015-07-09,65,False
2015-07-10,61,False
2015-07-11,64,False
2015-07-12,62,False
2015-07-13,72,False
2015-07-14,67,False
2015-07-15,66,False
2015-07-16,77,False
2015-07-17,100,False
2015-07-18,78,False
2015-07-19,68,False
2015-07-20,81,False
2015-07-21,72,False
2015-07-22,72,False
2015-07-23,68,False
2015-07-24,68,False
2015-07-25,63,False
2015-07-26,59,False
2015-07-27,68,False
2015-07-28,69,False
2015-07-29,68,False
2015-07-30,67,False
2015-07-31,66,False
2015-08-01,60,False
2015-08-02,63,False
2015-08-03,67,False
2015-08-04,70,False
2015-08-05,67,False
2015-08-06,69,False
2015-08-07,67,False
2015-08-08,61,False
2015-08-09,61,False
2015-08-10,78,False
2015-08-11,92,False
2015-08-12,77,False
2015-08-13,73,False
2015-08-14,71,False
2015-08-15,64,False
2015-08-16,64,False
2015-08-17,69,False
2015-08-18,70,False
