date,GOOG,isPartial
2013-11-06,77,False
2013-11-07,86,False
2013-11-08,89,False
2013-11-09,76,False
2013-11-10,72,False
2013-11-11,83,False
2013-11-12,81,False
2013-11-13,84,False
2013-11-14,87,False
2013-11-15,82,False
2013-11-16,75,False
2013-11-17,77,False
2013-11-18,86,False
2013-11-19,83,False
2013-11-20,79,False
2013-11-21,91,False
2013-11-22,85,False
2013-11-23,72,False
2013-11-24,81,False
2013-11-25,84,False
2013-11-26,83,False
2013-11-27,77,False
2013-11-28,77,False
2013-11-29,74,False
2013-11-30,77,False
2013-12-01,78,False
2013-12-02,84,False
2013-12-03,84,False
2013-12-04,85,False
2013-12-05,81,False
2013-12-06,81,False
2013-12-07,74,False
2013-12-08,74,False
2013-12-09,82,False
2013-12-10,83,False
2013-12-11,86,False
2013-12-12,77,False
2013-12-13,84,False
2013-12-14,75,False
2013-12-15,77,False
2013-12-16,84,False
2013-12-17,80,False
2013-12-18,77,False
2013-12-19,79,False
2013-12-20,77,False
2013-12-21,80,False
2013-12-22,77,False
2013-12-23,86,False
2013-12-24,79,False
2013-12-25,78,False
2013-12-26,80,False
2013-12-27,79,False
2013-12-28,76,False
2013-12-29,75,False
2013-12-30,77,False
2013-12-31,77,False
2014-01-01,73,False
2014-01-02,78,False
2014-01-03,79,False
2014-01-04,72,False
2014-01-05,75,False
2014-01-06,78,False
2014-01-07,78,False
2014-01-08,79,False
2014-01-09,81,False
2014-01-10,79,False
2014-01-11,73,False
2014-01-12,74,False
2014-01-13,82,False
2014-01-14,82,False
2014-01-15,85,False
2014-01-16,88,False
2014-01-17,87,False
2014-01-18,77,False
2014-01-19,74,False
2014-01-20,75,False
2014-01-21,80,False
2014-01-22,80,False
2014-01-23,79,False
2014-01-24,80,False
2014-01-25,74,False
2014-01-26,78,False
2014-01-27,86,False
2014-01-28,81,False
2014-01-29,83,False
2014-01-30,100,False
2014-01-31,98,False
2014-02-01,78,False
2014-02-02,71,False
2014-02-03,86,False
2014-02-04,90,False
2014-02-05,85,False
2014-02-06,80,False
2014-02-07,82,False
2014-02-08,74,False
2014-02-09,74,False
2014-02-10,82,False
2014-02-11,85,False
2014-02-12,85,False
2014-02-13,85,False
2014-02-14,85,False
2014-02-15,77,False
2014-02-16,77,False
2014-02-17,79,False
2014-02-18,80,False
2014-02-19,83,False
2014-02-20,83,False
2014-02-21,83,False
2014-02-22,72,False
2014-02-23,71,False
2014-02-24,89,False
2014-02-25,86,False
2014-02-26,90,False
2014-02-27,83,False
2014-02-28,88,False
2014-03-01,80,False
2014-03-02,78,False
2014-03-03,83,False
2014-03-04,87,False
2014-03-05,80,False
2014-03-06,82,False
2014-03-07,85,False
2014-03-08,74,False
2014-03-09,76,False
2014-03-10,85,False
2014-03-11,86,False
2014-03-12,91,False
2014-03-13,84,False
2014-03-14,89,False
2014-03-15,75,False
2014-03-16,72,False
2014-03-17,82,False
2014-03-18,89,False
2014-03-19,79,False
2014-03-20,90,False
2014-03-21,81,False
2014-03-22,77,False
2014-03-23,74,False
2014-03-24,88,False
2014-03-25,84,False
2014-03-26,86,False
2014-03-27,86,False
2014-03-28,86,False
2014-03-29,74,False
2014-03-30,72,False
2014-03-31,81,False
2014-04-01,89,False
2014-04-02,86,False
2014-04-03,95,False
2014-04-04,90,False
2014-04-05,73,False
2014-04-06,70,False
2014-04-07,93,False
2014-04-08,85,False
2014-04-09,83,False
2014-04-10,83,False
2014-04-11,86,False
2014-04-12,70,False
2014-04-13,76,False
2014-04-14,84,False
2014-04-15,86,False
2014-04-16,94,False
2014-04-17,92,False
2014-04-18,79,False
2014-04-19,74,False
2014-04-20,77,False
2014-04-21,89,False
2014-04-22,86,False
2014-04-23,87,False
2014-04-24,86,False
2014-04-25,85,False
2014-04-26,68,False
2014-04-27,75,False
2014-04-28,89,False
2014-04-29,89,False
2014-04-30,83,False
2014-05-01,91,False
2014-05-02,83,False
2014-05-03,75,False
2014-05-04,71,False
2014-05-05,84,False
2014-05-06,80,False
2014-05-07,84,False
2014-05-08,85,False
2014-05-09,84,False
2014-05-10,73,False
2014-05-11,71,False
2014-05-12,87,False
2014-05-13,89,False
2014-05-14,85,False
2014-05-15,85,False
2014-05-16,81,False
2014-05-17,71,False
2014-05-18,77,False
2014-05-19,92,False
2014-05-20,82,False
2014-05-21,88,False
2014-05-22,88,False
2014-05-23,89,False
2014-05-24,76,False
2014-05-25,72,False
2014-05-26,79,False
2014-05-27,85,False
2014-05-28,89,False
2014-05-29,85,False
2014-05-30,81,False
2014-05-31,76,False
2014-06-01,73,False
2014-06-02,83,False
2014-06-03,84,False
2014-06-04,85,False
2014-06-05,82,False
2014-06-06,81,False
2014-06-07,76,False
2014-06-08,70,False
2014-06-09,79,False
2014-06-10,78,False
2014-06-11,81,False
2014-06-12,80,False
2014-06-13,80,False
2014-06-14,71,False
2014-06-15,72,False
2014-06-16,79,False
2014-06-17,81,False
2014-06-18,79,False
2014-06-19,79,False
2014-06-20,73,False
2014-06-21,72,False
2014-06-22,74,False
2014-06-23,84,False
2014-06-24,76,False
2014-06-25,75,False
2014-06-26,79,False
2014-06-27,76,False
2014-06-28,71,False
2014-06-29,68,False
2014-06-30,74,False
2014-07-01,76,False
2014-07-02,80,False
2014-07-03,73,False
2014-07-04,72,False
2014-07-05,66,False
2014-07-06,68,False
2014-07-07,76,False
2014-07-08,74,False
2014-07-09,74,False
2014-07-10,74,False
2014-07-11,67,False
2014-07-12,71,False
2014-07-13,66,False
2014-07-14,76,False
2014-07-15,76,False
2014-07-16,73,False
2014-07-17,79,False
2014-07-18,75,False
2014-07-19,67,False
2014-07-20,69,False
2014-07-21,70,False
2014-07-22,72,False
2014-07-23,73,False
2014-07-24,74,False
