date,GOOG,isPartial
2015-08-18,75,False
2015-08-19,78,False
2015-08-20,75,False
2015-08-21,78,False
2015-08-22,68,False
2015-08-23,65,False
2015-08-24,86,False
2015-08-25,88,False
2015-08-26,76,False
2015-08-27,84,False
2015-08-28,80,False
2015-08-29,67,False
2015-08-30,69,False
2015-08-31,78,False
2015-09-01,79,False
2015-09-02,81,False
2015-09-03,75,False
2015-09-04,77,False
2015-09-05,68,False
2015-09-06,69,False
2015-09-07,74,False
2015-09-08,83,False
2015-09-09,74,False
2015-09-10,75,False
2015-09-11,81,False
2015-09-12,69,False
2015-09-13,70,False
2015-09-14,77,False
2015-09-15,80,False
2015-09-16,80,False
2015-09-17,82,False
2015-09-18,75,False
2015-09-19,70,False
2015-09-20,64,False
2015-09-21,82,False
2015-09-22,82,False
2015-09-23,76,False
2015-09-24,78,False
2015-09-25,74,False
2015-09-26,67,False
2015-09-27,68,False
2015-09-28,73,False
2015-09-29,81,False
2015-09-30,76,False
2015-10-01,78,False
2015-10-02,81,False
2015-10-03,70,False
2015-10-04,67,False
2015-10-05,82,False
2015-10-06,82,False
2015-10-07,83,False
2015-10-08,77,False
2015-10-09,80,False
2015-10-10,65,False
2015-10-11,68,False
2015-10-12,76,False
2015-10-13,78,False
2015-10-14,68,False
2015-10-15,79,False
2015-10-16,76,False
2015-10-17,65,False
2015-10-18,70,False
2015-10-19,79,False
2015-10-20,77,False
2015-10-21,79,False
2015-10-22,86,False
2015-10-23,88,False
2015-10-24,67,False
2015-10-25,63,False
2015-10-26,84,False
2015-10-27,83,False
2015-10-28,77,False
2015-10-29,80,False
2015-10-30,83,False
2015-10-31,82,False
2015-11-01,71,False
2015-11-02,91,False
2015-11-03,74,False
2015-11-04,77,False
2015-11-05,79,False
2015-11-06,80,False
2015-11-07,69,False
2015-11-08,65,False
2015-11-09,80,False
2015-11-10,83,False
2015-11-11,77,False
2015-11-12,82,False
2015-11-13,75,False
2015-11-14,64,False
2015-11-15,66,False
2015-11-16,81,False
2015-11-17,79,False
2015-11-18,74,False
2015-11-19,77,False
2015-11-20,80,False
2015-11-21,65,False
2015-11-22,68,False
2015-11-23,84,False
2015-11-24,77,False
2015-11-25,76,False
2015-11-26,77,False
2015-11-27,70,False
2015-11-28,65,False
2015-11-29,68,False
2015-11-30,77,False
2015-12-01,77,False
2015-12-02,73,False
2015-12-03,76,False
2015-12-04,76,False
2015-12-05,74,False
2015-12-06,64,False
2015-12-07,74,False
2015-12-08,78,False
2015-12-09,76,False
2015-12-10,80,False
2015-12-11,73,False
2015-12-12,63,False
2015-12-13,67,False
2015-12-14,72,False
2015-12-15,75,False
2015-12-16,77,False
2015-12-17,81,False
2015-12-18,74,False
2015-12-19,66,False
2015-12-20,61,False
2015-12-21,72,False
2015-12-22,71,False
2015-12-23,71,False
2015-12-24,69,False
2015-12-25,71,False
2015-12-26,69,False
2015-12-27,67,False
2015-12-28,69,False
2015-12-29,72,False
2015-12-30,70,False
2015-12-31,70,False
2016-01-01,61,False
2016-01-02,62,False
2016-01-03,62,False
2016-01-04,74,False
2016-01-05,72,False
2016-01-06,67,False
2016-01-07,73,False
2016-01-08,67,False
2016-01-09,60,False
2016-01-10,53,False
2016-01-11,75,False
2016-01-12,72,False
2016-01-13,72,False
2016-01-14,69,False
2016-01-15,69,False
2016-01-16,57,False
2016-01-17,58,False
2016-01-18,68,False
2016-01-19,70,False
2016-01-20,71,False
2016-01-21,72,False
2016-01-22,66,False
2016-01-23,57,False
2016-01-24,62,False
2016-01-25,65,False
2016-01-26,74,False
2016-01-27,71,False
2016-01-28,70,False
2016-01-29,67,False
2016-01-30,58,False
2016-01-31,59,False
2016-02-01,87,False
2016-02-02,100,False
2016-02-03,76,False
2016-02-04,78,False
2016-02-05,75,False
2016-02-06,62,False
2016-02-07,57,False
2016-02-08,75,False
2016-02-09,70,False
2016-02-10,71,False
2016-02-11,69,False
2016-02-12,69,False
2016-02-13,59,False
2016-02-14,55,False
2016-02-15,64,False
2016-02-16,73,False
2016-02-17,74,False
2016-02-18,71,False
2016-02-19,65,False
2016-02-20,60,False
2016-02-21,55,False
2016-02-22,72,False
2016-02-23,71,False
2016-02-24,70,False
2016-02-25,69,False
2016-02-26,70,False
2016-02-27,58,False
2016-02-28,58,False
2016-02-29,72,False
2016-03-01,68,False
2016-03-02,72,False
2016-03-03,66,False
2016-03-04,67,False
2016-03-05,54,False
2016-03-06,55,False
2016-03-07,71,False
2016-03-08,66,False
2016-03-09,68,False
2016-03-10,68,False
2016-03-11,62,False
2016-03-12,62,False
2016-03-13,53,False
2016-03-14,72,False
2016-03-15,69,False
2016-03-16,70,False
2016-03-17,64,False
2016-03-18,68,False
2016-03-19,58,False
2016-03-20,58,False
2016-03-21,68,False
2016-03-22,70,False
2016-03-23,68,False
2016-03-24,61,False
2016-03-25,60,False
2016-03-26,53,False
2016-03-27,55,False
2016-03-28,65,False
2016-03-29,69,False
2016-03-30,63,False
2016-03-31,67,False
2016-04-01,66,False
2016-04-02,56,False
2016-04-03,57,False
2016-04-04,69,False
2016-04-05,68,False
2016-04-06,70,False
2016-04-07,70,False
2016-04-08,63,False
2016-04-09,58,False
2016-04-10,58,False
2016-04-11,67,False
2016-04-12,68,False
2016-04-13,73,False
2016-04-14,65,False
2016-04-15,62,False
2016-04-16,56,False
2016-04-17,56,False
2016-04-18,67,False
2016-04-19,65,False
2016-04-20,67,False
2016-04-21,86,False
2016-04-22,84,False
2016-04-23,56,False
2016-04-24,60,False
2016-04-25,68,False
2016-04-26,68,False
2016-04-27,71,False
2016-04-28,69,False
2016-04-29,66,False
