date,GOOG,isPartial
2011-05-11,79,False
2011-05-12,71,False
2011-05-13,69,False
2011-05-14,73,False
2011-05-15,68,False
2011-05-16,74,False
2011-05-17,69,False
2011-05-18,72,False
2011-05-19,71,False
2011-05-20,70,False
2011-05-21,78,False
2011-05-22,71,False
2011-05-23,66,False
2011-05-24,70,False
2011-05-25,74,False
2011-05-26,72,False
2011-05-27,71,False
2011-05-28,77,False
2011-05-29,79,False
2011-05-30,71,False
2011-05-31,68,False
2011-06-01,70,False
2011-06-02,72,False
2011-06-03,75,False
2011-06-04,76,False
2011-06-05,67,False
2011-06-06,69,False
2011-06-07,68,False
2011-06-08,67,False
2011-06-09,79,False
2011-06-10,71,False
2011-06-11,75,False
2011-06-12,79,False
2011-06-13,78,False
2011-06-14,71,False
2011-06-15,72,False
2011-06-16,78,False
2011-06-17,77,False
2011-06-18,70,False
2011-06-19,73,False
2011-06-20,65,False
2011-06-21,71,False
2011-06-22,71,False
2011-06-23,77,False
2011-06-24,72,False
2011-06-25,76,False
2011-06-26,75,False
2011-06-27,76,False
2011-06-28,76,False
2011-06-29,76,False
2011-06-30,76,False
2011-07-01,71,False
2011-07-02,80,False
2011-07-03,87,False
2011-07-04,76,False
2011-07-05,80,False
2011-07-06,76,False
2011-07-07,75,False
2011-07-08,75,False
2011-07-09,76,False
2011-07-10,73,False
2011-07-11,75,False
2011-07-12,77,False
2011-07-13,77,False
2011-07-14,84,False
2011-07-15,95,False
2011-07-16,84,False
2011-07-17,78,False
2011-07-18,82,False
2011-07-19,86,False
2011-07-20,82,False
2011-07-21,79,False
2011-07-22,78,False
2011-07-23,79,False
2011-07-24,79,False
2011-07-25,81,False
2011-07-26,76,False
2011-07-27,79,False
2011-07-28,75,False
2011-07-29,81,False
2011-07-30,76,False
2011-07-31,81,False
2011-08-01,74,False
2011-08-02,77,False
2011-08-03,77,False
2011-08-04,87,False
2011-08-05,75,False
2011-08-06,86,False
2011-08-07,86,False
2011-08-08,91,False
2011-08-09,84,False
2011-08-10,78,False
2011-08-11,85,False
2011-08-12,76,False
2011-08-13,82,False
2011-08-14,81,False
2011-08-15,96,False
2011-08-16,93,False
2011-08-17,93,False
2011-08-18,81,False
2011-08-19,80,False
2011-08-20,82,False
2011-08-21,81,False
2011-08-22,82,False
2011-08-23,76,False
2011-08-24,77,False
2011-08-25,87,False
2011-08-26,80,False
2011-08-27,82,False
2011-08-28,77,False
2011-08-29,81,False
2011-08-30,82,False
2011-08-31,70,False
2011-09-01,79,False
2011-09-02,73,False
2011-09-03,81,False
2011-09-04,76,False
2011-09-05,76,False
2011-09-06,82,False
2011-09-07,80,False
2011-09-08,74,False
2011-09-09,79,False
2011-09-10,78,False
2011-09-11,84,False
2011-09-12,81,False
2011-09-13,77,False
2011-09-14,80,False
2011-09-15,77,False
2011-09-16,78,False
2011-09-17,80,False
2011-09-18,86,False
2011-09-19,79,False
2011-09-20,80,False
2011-09-21,80,False
2011-09-22,79,False
2011-09-23,85,False
2011-09-24,85,False
2011-09-25,88,False
2011-09-26,80,False
2011-09-27,88,False
2011-09-28,81,False
2011-09-29,86,False
2011-09-30,76,False
2011-10-01,82,False
2011-10-02,80,False
2011-10-03,84,False
2011-10-04,82,False
2011-10-05,83,False
2011-10-06,84,False
2011-10-07,84,False
2011-10-08,81,False
2011-10-09,71,False
2011-10-10,79,False
2011-10-11,86,False
2011-10-12,89,False
2011-10-13,91,False
2011-10-14,95,False
2011-10-15,84,False
2011-10-16,75,False
2011-10-17,84,False
2011-10-18,87,False
2011-10-19,81,False
2011-10-20,76,False
2011-10-21,82,False
2011-10-22,86,False
2011-10-23,88,False
2011-10-24,81,False
2011-10-25,81,False
2011-10-26,85,False
2011-10-27,90,False
2011-10-28,81,False
2011-10-29,88,False
2011-10-30,92,False
2011-10-31,92,False
2011-11-01,89,False
2011-11-02,84,False
2011-11-03,86,False
2011-11-04,89,False
2011-11-05,87,False
2011-11-06,84,False
2011-11-07,85,False
2011-11-08,85,False
2011-11-09,83,False
2011-11-10,83,False
2011-11-11,90,False
2011-11-12,84,False
2011-11-13,79,False
2011-11-14,81,False
2011-11-15,83,False
2011-11-16,83,False
2011-11-17,85,False
2011-11-18,90,False
2011-11-19,80,False
2011-11-20,81,False
2011-11-21,81,False
2011-11-22,85,False
2011-11-23,87,False
2011-11-24,83,False
2011-11-25,81,False
2011-11-26,84,False
2011-11-27,86,False
2011-11-28,89,False
2011-11-29,84,False
2011-11-30,86,False
2011-12-01,89,False
2011-12-02,92,False
2011-12-03,88,False
2011-12-04,85,False
2011-12-05,84,False
2011-12-06,82,False
2011-12-07,82,False
2011-12-08,90,False
2011-12-09,88,False
2011-12-10,85,False
2011-12-11,90,False
2011-12-12,89,False
2011-12-13,81,False
2011-12-14,78,False
2011-12-15,81,False
2011-12-16,88,False
2011-12-17,90,False
2011-12-18,85,False
2011-12-19,84,False
2011-12-20,94,False
2011-12-21,87,False
2011-12-22,81,False
2011-12-23,89,False
2011-12-24,97,False
2011-12-25,100,False
2011-12-26,91,False
2011-12-27,84,False
2011-12-28,84,False
2011-12-29,88,False
2011-12-30,89,False
2011-12-31,99,False
2012-01-01,94,False
