date,GOOG,isPartial
2015-12-26,69,False
2015-12-27,65,False
2015-12-28,75,False
2015-12-29,73,False
2015-12-30,71,False
2015-12-31,72,False
2016-01-01,64,False
2016-01-02,62,False
2016-01-03,62,False
2016-01-04,72,False
2016-01-05,75,False
2016-01-06,70,False
2016-01-07,74,False
2016-01-08,73,False
2016-01-09,63,False
2016-01-10,59,False
2016-01-11,73,False
2016-01-12,76,False
2016-01-13,77,False
2016-01-14,70,False
2016-01-15,74,False
2016-01-16,64,False
2016-01-17,60,False
2016-01-18,71,False
2016-01-19,74,False
2016-01-20,70,False
2016-01-21,79,False
2016-01-22,74,False
2016-01-23,61,False
2016-01-24,63,False
2016-01-25,71,False
2016-01-26,74,False
2016-01-27,75,False
2016-01-28,75,False
2016-01-29,74,False
2016-01-30,64,False
2016-01-31,59,False
2016-02-01,88,False
2016-02-02,100,False
2016-02-03,83,False
2016-02-04,82,False
2016-02-05,77,False
2016-02-06,65,False
2016-02-07,58,False
2016-02-08,77,False
2016-02-09,76,False
2016-02-10,74,False
2016-02-11,77,False
2016-02-12,76,False
2016-02-13,60,False
2016-02-14,59,False
2016-02-15,65,False
2016-02-16,74,False
2016-02-17,73,False
2016-02-18,74,False
2016-02-19,70,False
2016-02-20,64,False
2016-02-21,63,False
2016-02-22,74,False
2016-02-23,71,False
2016-02-24,74,False
2016-02-25,74,False
2016-02-26,72,False
2016-02-27,60,False
2016-02-28,60,False
2016-02-29,72,False
2016-03-01,70,False
2016-03-02,70,False
2016-03-03,69,False
2016-03-04,71,False
2016-03-05,61,False
2016-03-06,57,False
2016-03-07,75,False
2016-03-08,72,False
2016-03-09,74,False
2016-03-10,75,False
2016-03-11,69,False
2016-03-12,65,False
2016-03-13,59,False
2016-03-14,71,False
2016-03-15,72,False
2016-03-16,71,False
2016-03-17,70,False
2016-03-18,69,False
2016-03-19,62,False
2016-03-20,61,False
2016-03-21,71,False
2016-03-22,73,False
2016-03-23,69,False
2016-03-24,67,False
2016-03-25,63,False
2016-03-26,55,False
2016-03-27,57,False
2016-03-28,67,False
2016-03-29,71,False
2016-03-30,70,False
2016-03-31,71,False
2016-04-01,70,False
2016-04-02,58,False
2016-04-03,61,False
2016-04-04,70,False
2016-04-05,69,False
2016-04-06,73,False
2016-04-07,71,False
2016-04-08,67,False
2016-04-09,61,False
2016-04-10,57,False
2016-04-11,69,False
2016-04-12,70,False
2016-04-13,74,False
2016-04-14,70,False
2016-04-15,65,False
