date,VRTX
2017-01-19,31
2017-01-20,15
2017-01-21,10
2017-01-22,10
2017-01-23,24
2017-01-24,30
2017-01-25,28
2017-01-26,35
2017-01-27,21
2017-01-28,9
2017-01-29,7
2017-01-30,18
2017-01-31,23
2017-02-01,27
2017-02-02,19
2017-02-03,13
2017-02-04,7
2017-02-05,8
2017-02-06,17
2017-02-07,23
2017-02-08,18
2017-02-09,16
2017-02-10,19
2017-02-11,11
2017-02-12,10
2017-02-13,19
2017-02-14,27
2017-02-15,19
2017-02-16,26
2017-02-17,23
2017-02-18,8
2017-02-19,8
2017-02-20,23
2017-02-21,19
2017-02-22,19
2017-02-23,21
2017-02-24,24
2017-02-25,4
2017-02-26,8
2017-02-27,20
2017-02-28,23
2017-03-01,33
2017-03-02,18
2017-03-03,21
2017-03-04,9
2017-03-05,6
2017-03-06,11
2017-03-07,21
2017-03-08,35
2017-03-09,12
2017-03-10,19
2017-03-11,4
2017-03-12,3
2017-03-13,15
2017-03-14,17
2017-03-15,28
2017-03-16,21
2017-03-17,11
2017-03-18,3
2017-03-19,3
2017-03-20,16
2017-03-21,21
2017-03-22,13
2017-03-23,14
2017-03-24,14
2017-03-25,13
2017-03-26,8
2017-03-27,17
2017-03-28,43
2017-03-29,100
2017-03-30,55
2017-03-31,34
2017-04-01,8
