date,VRTX
2013-06-29,9
2013-06-30,19
2013-07-01,63
2013-07-02,76
2013-07-03,61
2013-07-04,56
2013-07-05,47
2013-07-06,16
2013-07-07,0
2013-07-08,35
2013-07-09,66
2013-07-10,31
2013-07-11,36
2013-07-12,57
2013-07-13,19
2013-07-14,0
2013-07-15,43
2013-07-16,58
2013-07-17,54
2013-07-18,73
2013-07-19,91
2013-07-20,16
2013-07-21,13
2013-07-22,71
2013-07-23,63
2013-07-24,36
2013-07-25,75
2013-07-26,83
2013-07-27,19
2013-07-28,14
2013-07-29,100
2013-07-30,78
2013-07-31,76
2013-08-01,70
2013-08-02,51
2013-08-03,24
2013-08-04,28
2013-08-05,18
2013-08-06,36
2013-08-07,57
2013-08-08,45
2013-08-09,68
2013-08-10,14
2013-08-11,18
2013-08-12,36
2013-08-13,60
2013-08-14,56
2013-08-15,40
2013-08-16,41
2013-08-17,18
2013-08-18,14
2013-08-19,42
2013-08-20,65
2013-08-21,58
2013-08-22,59
2013-08-23,58
2013-08-24,15
2013-08-25,18
2013-08-26,64
2013-08-27,44
2013-08-28,54
2013-08-29,55
2013-08-30,44
2013-08-31,9
2013-09-01,12
2013-09-02,60
2013-09-03,48
2013-09-04,56
2013-09-05,59
2013-09-06,54
2013-09-07,13
2013-09-08,17
2013-09-09,50
2013-09-10,64
2013-09-11,48
2013-09-12,51
2013-09-13,57
2013-09-14,34
2013-09-15,17
2013-09-16,47
2013-09-17,85
2013-09-18,50
2013-09-19,61
2013-09-20,48
2013-09-21,9
2013-09-22,11
2013-09-23,71
2013-09-24,36
2013-09-25,50
2013-09-26,61
2013-09-27,53
2013-09-28,26
2013-09-29,17
2013-09-30,54
2013-10-01,68
2013-10-02,50
2013-10-03,46
2013-10-04,50
2013-10-05,25
2013-10-06,17
2013-10-07,33
2013-10-08,71
2013-10-09,62
2013-10-10,63
2013-10-11,60
2013-10-12,12
2013-10-13,13
2013-10-14,41
2013-10-15,45
2013-10-16,60
2013-10-17,66
2013-10-18,67
2013-10-19,20
2013-10-20,22
2013-10-21,68
2013-10-22,46
2013-10-23,61
2013-10-24,61
2013-10-25,62
2013-10-26,20
2013-10-27,16
2013-10-28,60
2013-10-29,58
2013-10-30,78
2013-10-31,44
2013-11-01,72
2013-11-02,8
2013-11-03,14
2013-11-04,56
2013-11-05,49
2013-11-06,58
2013-11-07,65
2013-11-08,58
2013-11-09,14
2013-11-10,16
2013-11-11,26
2013-11-12,62
2013-11-13,68
2013-11-14,66
2013-11-15,54
2013-11-16,17
2013-11-17,8
2013-11-18,64
2013-11-19,78
2013-11-20,55
2013-11-21,63
2013-11-22,48
2013-11-23,24
2013-11-24,8
2013-11-25,55
2013-11-26,48
2013-11-27,51
2013-11-28,34
2013-11-29,25
2013-11-30,14
2013-12-01,13
2013-12-02,49
2013-12-03,61
2013-12-04,69
2013-12-05,63
2013-12-06,53
2013-12-07,25
2013-12-08,16
2013-12-09,41
2013-12-10,89
2013-12-11,49
2013-12-12,69
2013-12-13,47
2013-12-14,21
2013-12-15,24
2013-12-16,44
2013-12-17,54
2013-12-18,67
2013-12-19,76
2013-12-20,44
2013-12-21,26
2013-12-22,23
2013-12-23,21
2013-12-24,26
2013-12-25,23
2013-12-26,28
2013-12-27,34
2013-12-28,25
2013-12-29,8
2013-12-30,43
2013-12-31,28
2014-01-01,9
2014-01-02,19
2014-01-03,41
2014-01-04,19
2014-01-05,13
2014-01-06,54
2014-01-07,52
2014-01-08,68
2014-01-09,61
2014-01-10,79
2014-01-11,29
2014-01-12,21
2014-01-13,42
2014-01-14,69
2014-01-15,47
2014-01-16,51
2014-01-17,40
2014-01-18,16
2014-01-19,10
2014-01-20,49
2014-01-21,50
2014-01-22,64
2014-01-23,69
2014-01-24,44
2014-01-25,26
2014-01-26,13
2014-01-27,50
2014-01-28,44
2014-01-29,54
2014-01-30,51
2014-01-31,65
2014-02-01,23
2014-02-02,8
2014-02-03,46
2014-02-04,74
2014-02-05,59
2014-02-06,69
2014-02-07,53
2014-02-08,12
2014-02-09,11
2014-02-10,52
2014-02-11,50
2014-02-12,41
2014-02-13,67
2014-02-14,44
2014-02-15,21
2014-02-16,19
2014-02-17,46
2014-02-18,42
2014-02-19,33
2014-02-20,47
2014-02-21,78
2014-02-22,21
2014-02-23,8
2014-02-24,58
2014-02-25,52
2014-02-26,39
2014-02-27,44
2014-02-28,44
2014-03-01,10
2014-03-02,12
2014-03-03,64
2014-03-04,56
2014-03-05,53
2014-03-06,49
2014-03-07,51
2014-03-08,10
2014-03-09,19
2014-03-10,38
2014-03-11,50
2014-03-12,39
2014-03-13,47
2014-03-14,46
2014-03-15,31
2014-03-16,15
