date,VRTX
2011-01-01,15
2011-01-02,0
2011-01-03,14
2011-01-04,10
2011-01-05,15
2011-01-06,14
2011-01-07,18
2011-01-08,12
2011-01-09,0
2011-01-10,13
2011-01-11,13
2011-01-12,10
2011-01-13,20
2011-01-14,27
2011-01-15,12
2011-01-16,12
2011-01-17,15
2011-01-18,13
2011-01-19,10
2011-01-20,15
2011-01-21,24
2011-01-22,24
2011-01-23,18
2011-01-24,19
2011-01-25,10
2011-01-26,14
2011-01-27,15
2011-01-28,26
2011-01-29,12
2011-01-30,11
2011-01-31,9
2011-02-01,14
2011-02-02,14
2011-02-03,13
2011-02-04,17
2011-02-05,12
2011-02-06,11
2011-02-07,9
2011-02-08,13
2011-02-09,13
2011-02-10,14
2011-02-11,20
2011-02-12,0
2011-02-13,12
2011-02-14,19
2011-02-15,12
2011-02-16,19
2011-02-17,10
2011-02-18,10
2011-02-19,0
2011-02-20,0
2011-02-21,13
2011-02-22,9
2011-02-23,66
2011-02-24,22
2011-02-25,23
2011-02-26,18
2011-02-27,23
2011-02-28,25
2011-03-01,14
2011-03-02,24
2011-03-03,29
2011-03-04,20
2011-03-05,20
2011-03-06,12
2011-03-07,22
2011-03-08,29
2011-03-09,13
2011-03-10,31
2011-03-11,10
2011-03-12,18
2011-03-13,23
2011-03-14,30
2011-03-15,14
2011-03-16,19
2011-03-17,10
2011-03-18,25
2011-03-19,12
2011-03-20,34
2011-03-21,19
2011-03-22,23
2011-03-23,19
2011-03-24,16
2011-03-25,20
2011-03-26,23
2011-03-27,0
2011-03-28,15
2011-03-29,34
2011-03-30,14
2011-03-31,19
2011-04-01,17
2011-04-02,24
2011-04-03,0
2011-04-04,9
2011-04-05,0
2011-04-06,0
2011-04-07,16
2011-04-08,10
2011-04-09,12
2011-04-10,0
2011-04-11,19
2011-04-12,15
2011-04-13,19
2011-04-14,13
2011-04-15,17
2011-04-16,24
2011-04-17,12
2011-04-18,13
2011-04-19,19
2011-04-20,26
2011-04-21,24
2011-04-22,17
2011-04-23,0
2011-04-24,13
2011-04-25,17
2011-04-26,52
2011-04-27,52
2011-04-28,100
2011-04-29,86
2011-04-30,30
2011-05-01,47
2011-05-02,19
2011-05-03,31
2011-05-04,19
2011-05-05,13
2011-05-06,35
2011-05-07,12
2011-05-08,12
2011-05-09,28
2011-05-10,37
2011-05-11,14
2011-05-12,12
2011-05-13,23
2011-05-14,16
2011-05-15,17
2011-05-16,27
2011-05-17,12
2011-05-18,22
2011-05-19,28
2011-05-20,34
2011-05-21,0
2011-05-22,12
2011-05-23,88
2011-05-24,64
2011-05-25,40
2011-05-26,28
2011-05-27,13
2011-05-28,36
2011-05-29,12
2011-05-30,10
2011-05-31,15
2011-06-01,9
2011-06-02,23
2011-06-03,17
2011-06-04,12
2011-06-05,12
2011-06-06,9
2011-06-07,23
2011-06-08,18
2011-06-09,43
2011-06-10,26
2011-06-11,0
2011-06-12,12
2011-06-13,23
2011-06-14,15
2011-06-15,14
2011-06-16,9
2011-06-17,10
2011-06-18,12
2011-06-19,12
2011-06-20,27
2011-06-21,9
2011-06-22,9
2011-06-23,29
2011-06-24,15
2011-06-25,0
2011-06-26,24
2011-06-27,14
2011-06-28,21
2011-06-29,12
2011-06-30,19
2011-07-01,25
2011-07-02,0
2011-07-03,0
2011-07-04,19
2011-07-05,19
2011-07-06,9
2011-07-07,19
2011-07-08,20
2011-07-09,12
2011-07-10,0
2011-07-11,14
2011-07-12,9
2011-07-13,19
2011-07-14,19
2011-07-15,13
2011-07-16,12
2011-07-17,0
2011-07-18,14
2011-07-19,9
2011-07-20,9
2011-07-21,24
2011-07-22,10
2011-07-23,12
2011-07-24,12
2011-07-25,18
2011-07-26,32
2011-07-27,14
2011-07-28,35
2011-07-29,34
2011-07-30,24
2011-07-31,0
2011-08-01,19
2011-08-02,14
2011-08-03,9
2011-08-04,19
2011-08-05,20
2011-08-06,12
2011-08-07,0
2011-08-08,30
2011-08-09,18
2011-08-10,24
2011-08-11,23
2011-08-12,19
2011-08-13,18
2011-08-14,0
2011-08-15,10
2011-08-16,18
2011-08-17,14
2011-08-18,12
2011-08-19,28
2011-08-20,15
2011-08-21,40
2011-08-22,12
2011-08-23,17
2011-08-24,13
2011-08-25,9
2011-08-26,9
2011-08-27,11
2011-08-28,11
2011-08-29,27
2011-08-30,9
2011-08-31,12
2011-09-01,14
2011-09-02,28
2011-09-03,0
2011-09-04,11
2011-09-05,9
2011-09-06,26
2011-09-07,22
2011-09-08,17
2011-09-09,23
2011-09-10,0
2011-09-11,10
2011-09-12,22
2011-09-13,14
2011-09-14,23
2011-09-15,9
2011-09-16,14
2011-09-17,16
2011-09-18,10
