date,VRTX
2012-01-26,18
2012-01-27,12
2012-01-28,14
2012-01-29,14
2012-01-30,8
2012-01-31,57
2012-02-01,34
2012-02-02,26
2012-02-03,12
2012-02-04,10
2012-02-05,13
2012-02-06,14
2012-02-07,11
2012-02-08,23
2012-02-09,6
2012-02-10,6
2012-02-11,0
2012-02-12,13
2012-02-13,17
2012-02-14,9
2012-02-15,11
2012-02-16,9
2012-02-17,12
2012-02-18,7
2012-02-19,0
2012-02-20,6
2012-02-21,15
2012-02-22,12
2012-02-23,14
2012-02-24,9
2012-02-25,7
2012-02-26,14
2012-02-27,20
2012-02-28,19
2012-02-29,11
2012-03-01,12
2012-03-02,12
2012-03-03,7
2012-03-04,0
2012-03-05,12
2012-03-06,14
2012-03-07,11
2012-03-08,12
2012-03-09,9
2012-03-10,7
2012-03-11,7
2012-03-12,11
2012-03-13,17
2012-03-14,6
2012-03-15,6
2012-03-16,12
2012-03-17,14
2012-03-18,7
2012-03-19,17
2012-03-20,20
2012-03-21,23
2012-03-22,9
2012-03-23,6
2012-03-24,7
2012-03-25,14
2012-03-26,11
2012-03-27,6
2012-03-28,17
2012-03-29,6
2012-03-30,12
2012-03-31,14
2012-04-01,7
2012-04-02,11
2012-04-03,11
2012-04-04,0
2012-04-05,21
2012-04-06,13
2012-04-07,0
2012-04-08,0
2012-04-09,13
2012-04-10,35
2012-04-11,11
2012-04-12,12
2012-04-13,9
2012-04-14,7
2012-04-15,0
2012-04-16,22
2012-04-17,0
2012-04-18,17
2012-04-19,11
2012-04-20,0
2012-04-21,7
2012-04-22,7
2012-04-23,0
2012-04-24,14
2012-04-25,8
2012-04-26,17
2012-04-27,15
2012-04-28,7
2012-04-29,7
2012-04-30,18
2012-05-01,18
2012-05-02,6
2012-05-03,11
2012-05-04,6
2012-05-05,0
2012-05-06,0
2012-05-07,100
2012-05-08,83
2012-05-09,53
2012-05-10,20
2012-05-11,29
2012-05-12,21
2012-05-13,7
2012-05-14,44
2012-05-15,16
2012-05-16,28
2012-05-17,26
2012-05-18,18
2012-05-19,7
2012-05-20,10
2012-05-21,11
2012-05-22,6
2012-05-23,8
2012-05-24,11
2012-05-25,12
2012-05-26,0
2012-05-27,7
2012-05-28,6
2012-05-29,52
2012-05-30,44
2012-05-31,6
2012-06-01,15
2012-06-02,14
2012-06-03,20
2012-06-04,14
2012-06-05,5
2012-06-06,11
2012-06-07,11
2012-06-08,9
2012-06-09,10
2012-06-10,7
2012-06-11,19
2012-06-12,19
2012-06-13,17
2012-06-14,6
2012-06-15,6
2012-06-16,0
2012-06-17,0
2012-06-18,11
2012-06-19,8
2012-06-20,14
2012-06-21,6
2012-06-22,6
2012-06-23,7
2012-06-24,0
2012-06-25,11
2012-06-26,11
2012-06-27,20
2012-06-28,40
2012-06-29,24
2012-06-30,0
2012-07-01,7
2012-07-02,11
2012-07-03,11
2012-07-04,12
2012-07-05,11
2012-07-06,12
2012-07-07,21
2012-07-08,7
2012-07-09,17
2012-07-10,11
2012-07-11,11
2012-07-12,11
2012-07-13,9
2012-07-14,7
2012-07-15,10
2012-07-16,17
2012-07-17,11
2012-07-18,14
2012-07-19,23
2012-07-20,9
2012-07-21,14
2012-07-22,7
2012-07-23,6
2012-07-24,6
2012-07-25,6
2012-07-26,6
2012-07-27,18
2012-07-28,7
2012-07-29,0
2012-07-30,22
2012-07-31,22
2012-08-01,6
2012-08-02,28
2012-08-03,15
2012-08-04,0
2012-08-05,0
2012-08-06,14
2012-08-07,20
2012-08-08,20
2012-08-09,9
2012-08-10,9
2012-08-11,14
2012-08-12,7
2012-08-13,11
2012-08-14,23
2012-08-15,6
2012-08-16,12
2012-08-17,9
2012-08-18,7
2012-08-19,14
2012-08-20,9
2012-08-21,11
2012-08-22,11
2012-08-23,9
2012-08-24,12
2012-08-25,0
2012-08-26,0
2012-08-27,11
2012-08-28,11
2012-08-29,11
2012-08-30,8
2012-08-31,6
2012-09-01,0
2012-09-02,0
2012-09-03,11
2012-09-04,11
2012-09-05,8
2012-09-06,6
2012-09-07,12
2012-09-08,13
2012-09-09,7
2012-09-10,16
2012-09-11,8
2012-09-12,11
2012-09-13,11
2012-09-14,6
2012-09-15,0
2012-09-16,0
2012-09-17,8
2012-09-18,26
2012-09-19,8
2012-09-20,5
2012-09-21,11
2012-09-22,7
2012-09-23,6
2012-09-24,11
2012-09-25,13
2012-09-26,5
2012-09-27,13
2012-09-28,14
2012-09-29,7
2012-09-30,6
2012-10-01,11
2012-10-02,5
2012-10-03,16
2012-10-04,16
2012-10-05,14
2012-10-06,19
2012-10-07,0
2012-10-08,15
2012-10-09,13
2012-10-10,15
2012-10-11,16
2012-10-12,25
