date,VRTX
2011-09-18,8
2011-09-19,0
2011-09-20,12
2011-09-21,25
2011-09-22,19
2011-09-23,7
2011-09-24,24
2011-09-25,0
2011-09-26,6
2011-09-27,9
2011-09-28,12
2011-09-29,6
2011-09-30,13
2011-10-01,8
2011-10-02,0
2011-10-03,13
2011-10-04,15
2011-10-05,19
2011-10-06,16
2011-10-07,7
2011-10-08,0
2011-10-09,7
2011-10-10,18
2011-10-11,0
2011-10-12,6
2011-10-13,16
2011-10-14,20
2011-10-15,8
2011-10-16,7
2011-10-17,6
2011-10-18,28
2011-10-19,12
2011-10-20,19
2011-10-21,7
2011-10-22,8
2011-10-23,0
2011-10-24,0
2011-10-25,15
2011-10-26,12
2011-10-27,19
2011-10-28,29
2011-10-29,15
2011-10-30,7
2011-10-31,22
2011-11-01,13
2011-11-02,6
2011-11-03,31
2011-11-04,13
2011-11-05,7
2011-11-06,15
2011-11-07,9
2011-11-08,30
2011-11-09,18
2011-11-10,9
2011-11-11,10
2011-11-12,7
2011-11-13,29
2011-11-14,12
2011-11-15,15
2011-11-16,12
2011-11-17,9
2011-11-18,9
2011-11-19,11
2011-11-20,0
2011-11-21,18
2011-11-22,12
2011-11-23,15
2011-11-24,0
2011-11-25,13
2011-11-26,7
2011-11-27,0
2011-11-28,12
2011-11-29,17
2011-11-30,15
2011-12-01,21
2011-12-02,6
2011-12-03,22
2011-12-04,7
2011-12-05,6
2011-12-06,12
2011-12-07,12
2011-12-08,12
2011-12-09,13
2011-12-10,0
2011-12-11,14
2011-12-12,6
2011-12-13,12
2011-12-14,15
2011-12-15,12
2011-12-16,19
2011-12-17,18
2011-12-18,7
2011-12-19,15
2011-12-20,24
2011-12-21,6
2011-12-22,10
2011-12-23,24
2011-12-24,8
2011-12-25,0
2011-12-26,14
2011-12-27,6
2011-12-28,13
2011-12-29,0
2011-12-30,7
2011-12-31,8
2012-01-01,0
2012-01-02,6
2012-01-03,9
2012-01-04,17
2012-01-05,12
2012-01-06,19
2012-01-07,0
2012-01-08,13
2012-01-09,17
2012-01-10,11
2012-01-11,11
2012-01-12,14
2012-01-13,26
2012-01-14,14
2012-01-15,7
2012-01-16,11
2012-01-17,6
2012-01-18,17
2012-01-19,20
2012-01-20,9
2012-01-21,0
2012-01-22,7
2012-01-23,11
2012-01-24,6
2012-01-25,6
2012-01-26,23
2012-01-27,9
2012-01-28,10
2012-01-29,7
2012-01-30,11
2012-01-31,49
2012-02-01,30
2012-02-02,28
2012-02-03,26
2012-02-04,13
2012-02-05,20
2012-02-06,16
2012-02-07,22
2012-02-08,16
2012-02-09,11
2012-02-10,6
2012-02-11,0
2012-02-12,19
2012-02-13,8
2012-02-14,6
2012-02-15,11
2012-02-16,11
2012-02-17,26
2012-02-18,24
2012-02-19,13
2012-02-20,6
2012-02-21,14
2012-02-22,11
2012-02-23,17
2012-02-24,11
2012-02-25,7
2012-02-26,0
2012-02-27,16
2012-02-28,16
2012-02-29,8
2012-03-01,11
2012-03-02,9
2012-03-03,0
2012-03-04,14
2012-03-05,14
2012-03-06,11
2012-03-07,0
2012-03-08,11
2012-03-09,6
2012-03-10,7
2012-03-11,7
2012-03-12,0
2012-03-13,11
2012-03-14,5
2012-03-15,8
2012-03-16,14
2012-03-17,0
2012-03-18,13
2012-03-19,11
2012-03-20,14
2012-03-21,11
2012-03-22,11
2012-03-23,0
2012-03-24,20
2012-03-25,7
2012-03-26,14
2012-03-27,5
2012-03-28,11
2012-03-29,6
2012-03-30,6
2012-03-31,13
2012-04-01,7
2012-04-02,6
2012-04-03,17
2012-04-04,0
2012-04-05,15
2012-04-06,6
2012-04-07,0
2012-04-08,0
2012-04-09,7
2012-04-10,29
2012-04-11,5
2012-04-12,11
2012-04-13,9
2012-04-14,0
2012-04-15,0
2012-04-16,5
2012-04-17,5
2012-04-18,5
2012-04-19,8
2012-04-20,6
2012-04-21,7
2012-04-22,0
2012-04-23,5
2012-04-24,13
2012-04-25,11
2012-04-26,8
2012-04-27,26
2012-04-28,7
2012-04-29,0
2012-04-30,17
2012-05-01,9
2012-05-02,11
2012-05-03,5
2012-05-04,11
2012-05-05,7
2012-05-06,0
2012-05-07,100
2012-05-08,86
2012-05-09,35
2012-05-10,28
2012-05-11,17
2012-05-12,10
2012-05-13,10
2012-05-14,37
2012-05-15,13
2012-05-16,22
2012-05-17,11
2012-05-18,14
2012-05-19,10
2012-05-20,7
2012-05-21,16
2012-05-22,8
2012-05-23,27
2012-05-24,14
2012-05-25,6
2012-05-26,0
2012-05-27,10
2012-05-28,6
2012-05-29,48
2012-05-30,37
2012-05-31,16
2012-06-01,6
2012-06-02,7
2012-06-03,13
2012-06-04,8
