date,VRTX
2016-08-02,26
2016-08-03,32
2016-08-04,31
2016-08-05,34
2016-08-06,9
2016-08-07,12
2016-08-08,19
2016-08-09,24
2016-08-10,17
2016-08-11,20
2016-08-12,17
2016-08-13,9
2016-08-14,15
2016-08-15,23
2016-08-16,27
2016-08-17,26
2016-08-18,23
2016-08-19,24
2016-08-20,6
2016-08-21,11
2016-08-22,18
2016-08-23,32
2016-08-24,26
2016-08-25,35
2016-08-26,18
2016-08-27,8
2016-08-28,4
2016-08-29,21
2016-08-30,17
2016-08-31,23
2016-09-01,16
2016-09-02,15
2016-09-03,8
2016-09-04,4
2016-09-05,11
2016-09-06,26
2016-09-07,25
2016-09-08,28
2016-09-09,24
2016-09-10,8
2016-09-11,8
2016-09-12,23
2016-09-13,34
2016-09-14,32
2016-09-15,34
2016-09-16,26
2016-09-17,6
2016-09-18,4
2016-09-19,17
2016-09-20,28
2016-09-21,28
2016-09-22,24
2016-09-23,27
2016-09-24,7
2016-09-25,8
2016-09-26,17
2016-09-27,25
2016-09-28,40
2016-09-29,24
2016-09-30,20
2016-10-01,9
2016-10-02,7
2016-10-03,16
2016-10-04,21
2016-10-05,17
2016-10-06,28
2016-10-07,13
2016-10-08,5
2016-10-09,4
2016-10-10,16
2016-10-11,21
2016-10-12,17
2016-10-13,22
2016-10-14,19
2016-10-15,12
2016-10-16,6
2016-10-17,20
2016-10-18,23
2016-10-19,25
2016-10-20,25
2016-10-21,21
2016-10-22,12
2016-10-23,7
2016-10-24,17
2016-10-25,37
2016-10-26,35
2016-10-27,25
2016-10-28,23
2016-10-29,4
2016-10-30,10
2016-10-31,22
2016-11-01,14
2016-11-02,14
2016-11-03,28
2016-11-04,15
2016-11-05,12
2016-11-06,4
2016-11-07,21
2016-11-08,25
2016-11-09,38
2016-11-10,26
2016-11-11,27
2016-11-12,13
2016-11-13,15
2016-11-14,24
2016-11-15,26
2016-11-16,24
2016-11-17,37
2016-11-18,21
2016-11-19,9
2016-11-20,10
2016-11-21,28
2016-11-22,17
2016-11-23,19
2016-11-24,20
2016-11-25,15
2016-11-26,8
2016-11-27,4
2016-11-28,13
2016-11-29,30
2016-11-30,25
2016-12-01,25
2016-12-02,35
2016-12-03,5
2016-12-04,10
2016-12-05,19
2016-12-06,25
2016-12-07,21
2016-12-08,28
2016-12-09,22
2016-12-10,11
2016-12-11,4
2016-12-12,16
2016-12-13,16
2016-12-14,19
2016-12-15,22
2016-12-16,18
2016-12-17,8
2016-12-18,6
2016-12-19,31
2016-12-20,19
2016-12-21,19
2016-12-22,28
2016-12-23,17
2016-12-24,9
2016-12-25,9
2016-12-26,6
2016-12-27,10
2016-12-28,8
2016-12-29,16
2016-12-30,9
2016-12-31,10
2017-01-01,4
2017-01-02,7
2017-01-03,7
2017-01-04,36
2017-01-05,23
2017-01-06,14
2017-01-07,10
2017-01-08,10
2017-01-09,23
2017-01-10,29
2017-01-11,30
2017-01-12,22
2017-01-13,21
2017-01-14,6
2017-01-15,7
2017-01-16,13
2017-01-17,27
2017-01-18,14
2017-01-19,25
2017-01-20,19
2017-01-21,10
2017-01-22,8
2017-01-23,21
2017-01-24,23
2017-01-25,28
2017-01-26,30
2017-01-27,19
2017-01-28,13
2017-01-29,8
2017-01-30,21
2017-01-31,27
2017-02-01,23
2017-02-02,23
2017-02-03,24
2017-02-04,4
2017-02-05,7
2017-02-06,27
2017-02-07,18
2017-02-08,19
2017-02-09,22
2017-02-10,18
2017-02-11,7
2017-02-12,13
2017-02-13,20
2017-02-14,24
2017-02-15,25
2017-02-16,30
2017-02-17,20
2017-02-18,9
2017-02-19,10
2017-02-20,25
2017-02-21,24
2017-02-22,19
2017-02-23,18
2017-02-24,22
2017-02-25,5
2017-02-26,11
2017-02-27,35
2017-02-28,31
2017-03-01,22
2017-03-02,22
2017-03-03,19
2017-03-04,7
2017-03-05,11
2017-03-06,22
2017-03-07,17
2017-03-08,31
2017-03-09,24
2017-03-10,17
2017-03-11,6
2017-03-12,4
2017-03-13,17
2017-03-14,17
2017-03-15,25
2017-03-16,22
2017-03-17,11
2017-03-18,4
2017-03-19,4
2017-03-20,25
2017-03-21,21
2017-03-22,20
2017-03-23,22
2017-03-24,20
2017-03-25,11
2017-03-26,6
2017-03-27,22
2017-03-28,50
2017-03-29,100
2017-03-30,57
2017-03-31,34
2017-04-01,10
2017-04-02,8
2017-04-03,29
2017-04-04,30
2017-04-05,24
2017-04-06,26
2017-04-07,32
2017-04-08,4
2017-04-09,7
2017-04-10,27
2017-04-11,19
2017-04-12,22
2017-04-13,24
2017-04-14,10
2017-04-15,10
2017-04-16,4
2017-04-17,12
2017-04-18,20
