date,VRTX
2016-07-30,11
2016-07-31,9
2016-08-01,18
2016-08-02,20
2016-08-03,33
2016-08-04,27
2016-08-05,26
2016-08-06,11
2016-08-07,18
2016-08-08,14
2016-08-09,17
2016-08-10,17
2016-08-11,25
2016-08-12,16
2016-08-13,7
2016-08-14,15
2016-08-15,16
2016-08-16,23
2016-08-17,23
2016-08-18,22
2016-08-19,17
2016-08-20,7
2016-08-21,7
2016-08-22,23
2016-08-23,23
2016-08-24,12
2016-08-25,25
2016-08-26,22
2016-08-27,4
2016-08-28,4
2016-08-29,27
2016-08-30,7
2016-08-31,27
2016-09-01,27
2016-09-02,17
2016-09-03,11
2016-09-04,7
2016-09-05,11
2016-09-06,19
2016-09-07,27
2016-09-08,19
2016-09-09,25
2016-09-10,3
2016-09-11,5
2016-09-12,12
2016-09-13,32
2016-09-14,33
2016-09-15,29
2016-09-16,34
2016-09-17,10
2016-09-18,0
2016-09-19,26
2016-09-20,28
2016-09-21,26
2016-09-22,22
2016-09-23,20
2016-09-24,9
2016-09-25,3
2016-09-26,19
2016-09-27,17
2016-09-28,31
2016-09-29,23
2016-09-30,32
2016-10-01,8
2016-10-02,5
2016-10-03,17
2016-10-04,24
2016-10-05,17
2016-10-06,20
2016-10-07,18
2016-10-08,5
2016-10-09,8
2016-10-10,16
2016-10-11,20
2016-10-12,10
2016-10-13,20
2016-10-14,15
2016-10-15,10
2016-10-16,7
2016-10-17,27
2016-10-18,16
2016-10-19,23
2016-10-20,22
2016-10-21,22
2016-10-22,3
2016-10-23,7
2016-10-24,19
2016-10-25,24
2016-10-26,27
2016-10-27,23
2016-10-28,27
2016-10-29,0
2016-10-30,7
2016-10-31,22
2016-11-01,19
2016-11-02,16
2016-11-03,24
2016-11-04,12
2016-11-05,6
2016-11-06,6
2016-11-07,26
2016-11-08,23
2016-11-09,30
2016-11-10,27
2016-11-11,24
2016-11-12,8
2016-11-13,10
2016-11-14,29
2016-11-15,32
2016-11-16,20
2016-11-17,22
2016-11-18,13
2016-11-19,3
2016-11-20,5
2016-11-21,25
2016-11-22,11
2016-11-23,20
2016-11-24,10
2016-11-25,10
2016-11-26,3
2016-11-27,10
2016-11-28,14
2016-11-29,28
2016-11-30,18
2016-12-01,26
2016-12-02,17
2016-12-03,6
2016-12-04,0
2016-12-05,17
2016-12-06,21
2016-12-07,23
2016-12-08,31
2016-12-09,20
2016-12-10,4
2016-12-11,5
2016-12-12,14
2016-12-13,13
2016-12-14,17
2016-12-15,23
2016-12-16,21
2016-12-17,7
2016-12-18,7
2016-12-19,29
2016-12-20,18
2016-12-21,21
2016-12-22,14
2016-12-23,8
2016-12-24,5
2016-12-25,4
2016-12-26,6
2016-12-27,15
2016-12-28,11
2016-12-29,6
2016-12-30,16
2016-12-31,7
2017-01-01,4
2017-01-02,9
2017-01-03,10
2017-01-04,24
2017-01-05,24
2017-01-06,21
2017-01-07,6
2017-01-08,13
2017-01-09,15
2017-01-10,18
2017-01-11,19
2017-01-12,28
2017-01-13,28
2017-01-14,5
2017-01-15,3
2017-01-16,12
2017-01-17,14
2017-01-18,8
2017-01-19,25
2017-01-20,25
2017-01-21,3
2017-01-22,6
2017-01-23,18
2017-01-24,23
2017-01-25,40
2017-01-26,23
2017-01-27,14
2017-01-28,3
2017-01-29,5
2017-01-30,11
2017-01-31,18
2017-02-01,26
2017-02-02,26
2017-02-03,24
2017-02-04,6
2017-02-05,8
2017-02-06,25
2017-02-07,16
2017-02-08,24
2017-02-09,15
2017-02-10,13
2017-02-11,9
2017-02-12,9
2017-02-13,20
2017-02-14,26
2017-02-15,19
2017-02-16,26
2017-02-17,21
2017-02-18,5
2017-02-19,11
2017-02-20,24
2017-02-21,16
2017-02-22,12
2017-02-23,18
2017-02-24,17
2017-02-25,6
2017-02-26,3
2017-02-27,26
2017-02-28,24
2017-03-01,27
2017-03-02,20
2017-03-03,29
2017-03-04,5
2017-03-05,3
2017-03-06,20
2017-03-07,20
2017-03-08,25
2017-03-09,16
2017-03-10,17
2017-03-11,11
2017-03-12,3
2017-03-13,12
2017-03-14,16
2017-03-15,24
2017-03-16,20
2017-03-17,6
2017-03-18,6
2017-03-19,3
2017-03-20,15
2017-03-21,24
2017-03-22,21
2017-03-23,22
2017-03-24,20
2017-03-25,10
2017-03-26,0
2017-03-27,17
2017-03-28,40
2017-03-29,100
2017-03-30,56
2017-03-31,27
2017-04-01,6
2017-04-02,13
2017-04-03,25
2017-04-04,33
2017-04-05,26
2017-04-06,19
2017-04-07,26
2017-04-08,3
2017-04-09,7
2017-04-10,17
2017-04-11,22
2017-04-12,20
2017-04-13,22
2017-04-14,17
