date,VRTX
2015-04-10,29
2015-04-11,9
2015-04-12,9
2015-04-13,27
2015-04-14,40
2015-04-15,33
2015-04-16,31
2015-04-17,34
2015-04-18,7
2015-04-19,7
2015-04-20,19
2015-04-21,44
2015-04-22,32
2015-04-23,31
2015-04-24,16
2015-04-25,9
2015-04-26,4
2015-04-27,26
2015-04-28,30
2015-04-29,40
2015-04-30,27
2015-05-01,35
2015-05-02,18
2015-05-03,13
2015-05-04,17
2015-05-05,24
2015-05-06,33
2015-05-07,39
2015-05-08,26
2015-05-09,16
2015-05-10,9
2015-05-11,42
2015-05-12,64
2015-05-13,84
2015-05-14,43
2015-05-15,30
2015-05-16,9
2015-05-17,11
2015-05-18,17
2015-05-19,19
2015-05-20,13
2015-05-21,25
2015-05-22,24
2015-05-23,7
2015-05-24,5
2015-05-25,26
2015-05-26,36
2015-05-27,41
2015-05-28,26
2015-05-29,36
2015-05-30,9
2015-05-31,0
2015-06-01,36
2015-06-02,17
2015-06-03,23
2015-06-04,30
2015-06-05,38
2015-06-06,9
2015-06-07,11
2015-06-08,30
2015-06-09,24
2015-06-10,25
2015-06-11,25
2015-06-12,22
2015-06-13,5
2015-06-14,5
2015-06-15,24
2015-06-16,42
2015-06-17,15
2015-06-18,45
2015-06-19,38
2015-06-20,7
2015-06-21,5
2015-06-22,29
2015-06-23,21
2015-06-24,30
2015-06-25,33
2015-06-26,32
2015-06-27,18
2015-06-28,14
2015-06-29,33
2015-06-30,40
2015-07-01,46
2015-07-02,100
2015-07-03,41
2015-07-04,9
2015-07-05,9
2015-07-06,29
2015-07-07,37
2015-07-08,36
2015-07-09,29
2015-07-10,28
2015-07-11,9
2015-07-12,9
2015-07-13,38
2015-07-14,17
2015-07-15,39
2015-07-16,51
2015-07-17,33
2015-07-18,5
2015-07-19,5
2015-07-20,36
2015-07-21,29
2015-07-22,33
2015-07-23,21
2015-07-24,16
2015-07-25,21
2015-07-26,18
2015-07-27,15
2015-07-28,30
2015-07-29,48
2015-07-30,46
2015-07-31,36
2015-08-01,9
2015-08-02,18
2015-08-03,33
2015-08-04,57
2015-08-05,37
2015-08-06,29
2015-08-07,40
2015-08-08,11
2015-08-09,5
2015-08-10,42
2015-08-11,27
2015-08-12,29
2015-08-13,23
2015-08-14,26
2015-08-15,23
2015-08-16,4
2015-08-17,26
2015-08-18,28
2015-08-19,34
2015-08-20,29
2015-08-21,12
2015-08-22,9
2015-08-23,7
2015-08-24,40
2015-08-25,29
2015-08-26,35
2015-08-27,47
2015-08-28,27
2015-08-29,23
2015-08-30,4
2015-08-31,35
2015-09-01,36
2015-09-02,24
2015-09-03,26
2015-09-04,19
2015-09-05,9
2015-09-06,0
2015-09-07,19
2015-09-08,27
2015-09-09,22
2015-09-10,24
2015-09-11,32
2015-09-12,13
2015-09-13,4
2015-09-14,25
2015-09-15,33
2015-09-16,33
2015-09-17,24
2015-09-18,32
2015-09-19,11
2015-09-20,13
2015-09-21,38
2015-09-22,47
2015-09-23,42
2015-09-24,24
2015-09-25,31
2015-09-26,11
2015-09-27,4
2015-09-28,25
2015-09-29,14
2015-09-30,34
2015-10-01,25
2015-10-02,30
2015-10-03,6
2015-10-04,8
2015-10-05,32
2015-10-06,28
2015-10-07,31
2015-10-08,43
2015-10-09,26
2015-10-10,8
2015-10-11,11
2015-10-12,4
2015-10-13,27
2015-10-14,28
2015-10-15,39
2015-10-16,24
2015-10-17,17
2015-10-18,14
2015-10-19,28
2015-10-20,38
2015-10-21,30
2015-10-22,48
2015-10-23,24
2015-10-24,10
2015-10-25,8
2015-10-26,18
2015-10-27,39
2015-10-28,40
2015-10-29,30
2015-10-30,32
2015-10-31,0
2015-11-01,6
2015-11-02,28
2015-11-03,19
2015-11-04,34
2015-11-05,20
2015-11-06,33
2015-11-07,15
2015-11-08,8
2015-11-09,21
2015-11-10,25
2015-11-11,22
2015-11-12,24
2015-11-13,24
2015-11-14,8
2015-11-15,10
2015-11-16,30
2015-11-17,25
2015-11-18,37
2015-11-19,13
2015-11-20,24
2015-11-21,10
2015-11-22,8
2015-11-23,25
2015-11-24,28
2015-11-25,20
2015-11-26,22
2015-11-27,11
2015-11-28,12
2015-11-29,4
2015-11-30,29
2015-12-01,29
2015-12-02,21
2015-12-03,35
2015-12-04,24
2015-12-05,10
2015-12-06,4
2015-12-07,18
2015-12-08,29
2015-12-09,25
2015-12-10,20
2015-12-11,22
2015-12-12,12
2015-12-13,10
2015-12-14,19
2015-12-15,18
2015-12-16,28
2015-12-17,17
2015-12-18,18
2015-12-19,13
2015-12-20,0
2015-12-21,19
2015-12-22,25
2015-12-23,14
2015-12-24,13
2015-12-25,9
2015-12-26,4
