date,VRTX
2016-05-04,52
2016-05-05,62
2016-05-06,44
2016-05-07,25
2016-05-08,15
2016-05-09,49
2016-05-10,65
2016-05-11,65
2016-05-12,83
2016-05-13,68
2016-05-14,10
2016-05-15,19
2016-05-16,57
2016-05-17,40
2016-05-18,49
2016-05-19,50
2016-05-20,97
2016-05-21,29
2016-05-22,14
2016-05-23,65
2016-05-24,90
2016-05-25,69
2016-05-26,85
2016-05-27,44
2016-05-28,25
2016-05-29,20
2016-05-30,39
2016-05-31,51
2016-06-01,74
2016-06-02,56
2016-06-03,69
2016-06-04,0
2016-06-05,19
2016-06-06,55
2016-06-07,38
2016-06-08,69
2016-06-09,76
2016-06-10,49
2016-06-11,26
2016-06-12,19
2016-06-13,73
2016-06-14,70
2016-06-15,30
2016-06-16,49
2016-06-17,54
2016-06-18,16
2016-06-19,23
2016-06-20,57
2016-06-21,72
2016-06-22,72
2016-06-23,70
2016-06-24,84
2016-06-25,19
2016-06-26,19
2016-06-27,63
2016-06-28,58
2016-06-29,47
2016-06-30,56
2016-07-01,52
2016-07-02,10
2016-07-03,20
2016-07-04,14
2016-07-05,71
2016-07-06,40
2016-07-07,37
2016-07-08,36
2016-07-09,0
2016-07-10,15
2016-07-11,64
2016-07-12,41
2016-07-13,42
2016-07-14,57
2016-07-15,48
2016-07-16,13
2016-07-17,15
2016-07-18,42
2016-07-19,59
2016-07-20,59
2016-07-21,31
2016-07-22,52
2016-07-23,13
2016-07-24,26
2016-07-25,78
2016-07-26,72
2016-07-27,93
2016-07-28,83
2016-07-29,50
2016-07-30,13
2016-07-31,20
2016-08-01,53
2016-08-02,58
2016-08-03,71
2016-08-04,79
2016-08-05,64
2016-08-06,34
2016-08-07,16
2016-08-08,50
2016-08-09,50
2016-08-10,59
2016-08-11,51
2016-08-12,41
2016-08-13,20
2016-08-14,23
2016-08-15,32
2016-08-16,64
2016-08-17,50
2016-08-18,51
2016-08-19,52
2016-08-20,13
2016-08-21,13
2016-08-22,58
2016-08-23,53
2016-08-24,58
2016-08-25,45
2016-08-26,38
2016-08-27,19
2016-08-28,19
2016-08-29,52
2016-08-30,54
2016-08-31,79
2016-09-01,47
2016-09-02,54
2016-09-03,19
2016-09-04,16
2016-09-05,25
2016-09-06,62
2016-09-07,62
2016-09-08,71
2016-09-09,67
2016-09-10,16
2016-09-11,13
2016-09-12,38
2016-09-13,75
2016-09-14,92
2016-09-15,82
2016-09-16,90
2016-09-17,38
2016-09-18,9
2016-09-19,45
2016-09-20,71
2016-09-21,72
2016-09-22,91
2016-09-23,61
2016-09-24,13
2016-09-25,19
2016-09-26,71
2016-09-27,50
2016-09-28,100
2016-09-29,61
2016-09-30,62
2016-10-01,15
2016-10-02,15
2016-10-03,62
2016-10-04,78
2016-10-05,55
2016-10-06,50
2016-10-07,46
2016-10-08,23
2016-10-09,18
2016-10-10,48
2016-10-11,61
2016-10-12,61
2016-10-13,74
2016-10-14,49
2016-10-15,18
2016-10-16,18
2016-10-17,46
2016-10-18,59
2016-10-19,70
2016-10-20,47
2016-10-21,61
2016-10-22,32
2016-10-23,9
2016-10-24,49
2016-10-25,93
2016-10-26,84
2016-10-27,89
2016-10-28,55
2016-10-29,9
2016-10-30,18
2016-10-31,59
2016-11-01,29
2016-11-02,47
2016-11-03,59
2016-11-04,37
2016-11-05,22
2016-11-06,15
2016-11-07,63
2016-11-08,63
2016-11-09,74
2016-11-10,99
2016-11-11,67
2016-11-12,36
2016-11-13,24
2016-11-14,43
2016-11-15,67
2016-11-16,56
2016-11-17,55
2016-11-18,53
2016-11-19,13
2016-11-20,15
2016-11-21,43
2016-11-22,46
2016-11-23,57
2016-11-24,32
2016-11-25,45
2016-11-26,18
2016-11-27,14
2016-11-28,45
2016-11-29,80
2016-11-30,66
2016-12-01,80
2016-12-02,63
2016-12-03,18
2016-12-04,22
2016-12-05,45
2016-12-06,65
2016-12-07,59
2016-12-08,55
2016-12-09,27
2016-12-10,15
2016-12-11,18
2016-12-12,53
2016-12-13,30
2016-12-14,46
2016-12-15,31
2016-12-16,38
2016-12-17,18
2016-12-18,18
2016-12-19,44
2016-12-20,50
2016-12-21,65
2016-12-22,44
2016-12-23,49
2016-12-24,19
2016-12-25,15
2016-12-26,20
2016-12-27,40
2016-12-28,33
2016-12-29,36
2016-12-30,11
2016-12-31,13
2017-01-01,10
2017-01-02,32
2017-01-03,28
2017-01-04,69
2017-01-05,67
2017-01-06,40
2017-01-07,26
2017-01-08,43
2017-01-09,67
2017-01-10,52
2017-01-11,69
2017-01-12,72
2017-01-13,67
2017-01-14,26
2017-01-15,8
2017-01-16,40
2017-01-17,52
2017-01-18,30
2017-01-19,67
