date,VRTX
2011-05-11,22
2011-05-12,26
2011-05-13,38
2011-05-14,14
2011-05-15,13
2011-05-16,21
2011-05-17,22
2011-05-18,16
2011-05-19,22
2011-05-20,35
2011-05-21,14
2011-05-22,14
2011-05-23,100
2011-05-24,57
2011-05-25,54
2011-05-26,15
2011-05-27,23
2011-05-28,14
2011-05-29,14
2011-05-30,23
2011-05-31,14
2011-06-01,33
2011-06-02,23
2011-06-03,27
2011-06-04,0
2011-06-05,0
2011-06-06,22
2011-06-07,18
2011-06-08,43
2011-06-09,58
2011-06-10,23
2011-06-11,0
2011-06-12,35
2011-06-13,26
2011-06-14,25
2011-06-15,22
2011-06-16,11
2011-06-17,23
2011-06-18,28
2011-06-19,14
2011-06-20,11
2011-06-21,11
2011-06-22,11
2011-06-23,28
2011-06-24,12
2011-06-25,28
2011-06-26,28
2011-06-27,22
2011-06-28,18
2011-06-29,11
2011-06-30,17
2011-07-01,47
2011-07-02,0
2011-07-03,0
2011-07-04,0
2011-07-05,22
2011-07-06,15
2011-07-07,17
2011-07-08,35
2011-07-09,22
2011-07-10,14
2011-07-11,0
2011-07-12,15
2011-07-13,18
2011-07-14,11
2011-07-15,24
2011-07-16,14
2011-07-17,14
2011-07-18,11
2011-07-19,11
2011-07-20,18
2011-07-21,22
2011-07-22,12
2011-07-23,0
2011-07-24,14
2011-07-25,11
2011-07-26,33
2011-07-27,27
2011-07-28,45
2011-07-29,23
2011-07-30,0
2011-07-31,14
2011-08-01,30
2011-08-02,33
2011-08-03,18
2011-08-04,16
2011-08-05,29
2011-08-06,14
2011-08-07,14
2011-08-08,26
2011-08-09,27
2011-08-10,14
2011-08-11,22
2011-08-12,11
2011-08-13,23
2011-08-14,20
2011-08-15,11
2011-08-16,32
2011-08-17,25
2011-08-18,22
2011-08-19,28
2011-08-20,14
2011-08-21,20
2011-08-22,10
2011-08-23,16
2011-08-24,21
2011-08-25,11
2011-08-26,11
2011-08-27,13
2011-08-28,0
2011-08-29,28
2011-08-30,0
2011-08-31,14
2011-09-01,11
2011-09-02,11
2011-09-03,13
2011-09-04,13
2011-09-05,14
2011-09-06,20
2011-09-07,17
2011-09-08,20
2011-09-09,11
2011-09-10,13
2011-09-11,25
2011-09-12,17
2011-09-13,16
2011-09-14,30
2011-09-15,10
2011-09-16,21
2011-09-17,13
2011-09-18,12
2011-09-19,20
2011-09-20,10
2011-09-21,34
2011-09-22,23
2011-09-23,16
2011-09-24,12
2011-09-25,12
2011-09-26,13
2011-09-27,16
2011-09-28,17
2011-09-29,20
2011-09-30,16
2011-10-01,25
2011-10-02,0
2011-10-03,27
2011-10-04,15
2011-10-05,20
2011-10-06,13
2011-10-07,21
2011-10-08,12
2011-10-09,12
2011-10-10,30
2011-10-11,9
2011-10-12,43
2011-10-13,23
2011-10-14,20
2011-10-15,18
2011-10-16,12
2011-10-17,16
2011-10-18,32
2011-10-19,26
2011-10-20,20
2011-10-21,26
2011-10-22,12
2011-10-23,0
2011-10-24,48
2011-10-25,29
2011-10-26,10
2011-10-27,42
2011-10-28,41
2011-10-29,24
2011-10-30,12
2011-10-31,20
2011-11-01,30
2011-11-02,23
2011-11-03,29
2011-11-04,40
2011-11-05,12
2011-11-06,35
2011-11-07,26
2011-11-08,44
2011-11-09,22
2011-11-10,34
2011-11-11,13
2011-11-12,23
2011-11-13,11
2011-11-14,19
2011-11-15,35
2011-11-16,33
2011-11-17,16
2011-11-18,25
2011-11-19,23
2011-11-20,23
2011-11-21,56
2011-11-22,22
2011-11-23,29
2011-11-24,10
2011-11-25,14
2011-11-26,23
2011-11-27,11
2011-11-28,9
2011-11-29,12
2011-11-30,16
2011-12-01,28
2011-12-02,23
2011-12-03,23
2011-12-04,17
2011-12-05,9
2011-12-06,28
2011-12-07,19
2011-12-08,15
2011-12-09,25
2011-12-10,12
2011-12-11,11
2011-12-12,9
2011-12-13,9
2011-12-14,19
2011-12-15,16
2011-12-16,45
2011-12-17,23
2011-12-18,11
2011-12-19,14
2011-12-20,16
2011-12-21,39
2011-12-22,20
2011-12-23,25
2011-12-24,19
2011-12-25,14
2011-12-26,11
2011-12-27,10
2011-12-28,14
2011-12-29,0
2011-12-30,18
2011-12-31,12
2012-01-01,0
2012-01-02,20
2012-01-03,34
2012-01-04,0
2012-01-05,14
2012-01-06,19
2012-01-07,11
2012-01-08,21
2012-01-09,24
2012-01-10,15
2012-01-11,18
2012-01-12,21
2012-01-13,31
2012-01-14,11
2012-01-15,11
2012-01-16,18
2012-01-17,27
2012-01-18,9
2012-01-19,36
2012-01-20,14
2012-01-21,11
2012-01-22,21
2012-01-23,22
2012-01-24,12
2012-01-25,15
2012-01-26,18
