stock,OPEN,average,Weighted Ave,Ind average,Self,Ind Self,ranked average,ranked Ind average,ranked 2 weeks,1 week,2 weeks,4 weeks,8 weeks,price
ACN,1.51872812776265,1.0031252954539642,0.9943465678444967,1.015848395851571,64,18,51.06896551724138,12.434782608695652,76,1.01313155608747,0.974537592574116,0,0,124.889999
AVP,0.312643911981151,1.0391768417172411,1.0307994245135728,1.0357765357808943,80,3,26.666666666666668,1.6,24,0.995433789589041,1.01598173479452,0,0,4.38
AMGN,1.56978722199726,0.9954252098828695,0.9864925357433635,1.0181624712437862,30,5,56.632183908045974,7,87,0.924999947426465,0.909801737454238,0,0,181.600006
AMZN,2.19738898366878,0.9896807991170585,0.9807859530566089,1.0029742795356344,48,3,60.839080459770116,6.8,17,0.993066768023336,1.02471649088054,0,0,855.299988
ATVI,2.26461203683116,1.0002773276423027,0.9917487744568401,1.0195801403800488,5,1,50.40229885057471,11.956521739130435,21,0.988235334482664,1.02068967588422,0,0,49.299999
AVGO,2.7474530772102,0.9964108711276382,0.9875658683056846,0.9893588673228674,55,13,57.793103448275865,14.35,68,0.968467264364837,0.981683564036753,0,0,225.479996
BIDU,1.11395839728956,1.0175040998530358,1.008950786323027,1.0159614724474721,23,4,33.02298850574713,10.782608695652174,50,0.978564099630913,0.991702275336614,0,0,173.539993
BIIB,1.21467123348651,1.0102481581236074,1.0014753638423823,1.0163866601454579,13,3,42.08045977011494,7.666666666666667,83,0.977299039851226,0.961053978419916,0,0,285.01001
BMRN,1.35476435404609,1.0179301067951023,1.0092871769823692,1.0407221009219811,36,4,36.98850574712644,3.6666666666666665,79,0.948582546472117,0.968524317287665,0,0,92.769997
CA,1.16840528750389,1.0083659090639305,0.9995966433243965,1.0174120188780338,35,9,43.229885057471265,11.695652173913043,75,0.980146549662895,0.97525956178964,0,0,32.740002
CELG,1.67281830583085,1.0112285126367886,1.0024144664635801,1.013371242943126,31,3,39.05747126436781,6.083333333333333,63,0.980716214866085,0.984336836767869,0,0,253.4258364
