date,AMGN,isPartial
2016-05-04,17,False
2016-05-05,27,False
2016-05-06,28,False
2016-05-07,7,False
2016-05-08,13,False
2016-05-09,22,False
2016-05-10,22,False
2016-05-11,25,False
2016-05-12,11,False
2016-05-13,29,False
2016-05-14,9,False
2016-05-15,4,False
2016-05-16,16,False
2016-05-17,24,False
2016-05-18,18,False
2016-05-19,30,False
2016-05-20,10,False
2016-05-21,6,False
2016-05-22,9,False
2016-05-23,11,False
2016-05-24,26,False
2016-05-25,15,False
2016-05-26,21,False
2016-05-27,22,False
2016-05-28,9,False
2016-05-29,7,False
2016-05-30,4,False
2016-05-31,9,False
2016-06-01,21,False
2016-06-02,13,False
2016-06-03,16,False
2016-06-04,0,False
2016-06-05,4,False
2016-06-06,22,False
2016-06-07,24,False
2016-06-08,24,False
2016-06-09,17,False
2016-06-10,20,False
2016-06-11,7,False
2016-06-12,9,False
2016-06-13,15,False
2016-06-14,22,False
2016-06-15,19,False
2016-06-16,20,False
2016-06-17,8,False
2016-06-18,7,False
2016-06-19,9,False
2016-06-20,17,False
2016-06-21,35,False
2016-06-22,19,False
2016-06-23,21,False
2016-06-24,39,False
2016-06-25,11,False
2016-06-26,4,False
2016-06-27,24,False
2016-06-28,21,False
2016-06-29,19,False
2016-06-30,29,False
2016-07-01,24,False
2016-07-02,5,False
2016-07-03,0,False
2016-07-04,6,False
2016-07-05,18,False
2016-07-06,28,False
2016-07-07,16,False
2016-07-08,31,False
2016-07-09,9,False
2016-07-10,7,False
2016-07-11,32,False
2016-07-12,29,False
2016-07-13,28,False
2016-07-14,34,False
2016-07-15,22,False
2016-07-16,7,False
2016-07-17,5,False
2016-07-18,24,False
2016-07-19,24,False
2016-07-20,28,False
2016-07-21,26,False
2016-07-22,24,False
2016-07-23,12,False
2016-07-24,9,False
2016-07-25,27,False
2016-07-26,39,False
2016-07-27,90,False
2016-07-28,65,False
2016-07-29,33,False
2016-07-30,18,False
2016-07-31,5,False
2016-08-01,25,False
2016-08-02,35,False
2016-08-03,26,False
2016-08-04,32,False
2016-08-05,17,False
2016-08-06,7,False
2016-08-07,14,False
2016-08-08,26,False
2016-08-09,28,False
2016-08-10,26,False
2016-08-11,21,False
2016-08-12,24,False
2016-08-13,5,False
2016-08-14,5,False
2016-08-15,21,False
2016-08-16,19,False
2016-08-17,17,False
2016-08-18,19,False
2016-08-19,22,False
2016-08-20,0,False
2016-08-21,5,False
2016-08-22,20,False
2016-08-23,19,False
2016-08-24,22,False
2016-08-25,18,False
2016-08-26,10,False
2016-08-27,5,False
2016-08-28,9,False
2016-08-29,11,False
2016-08-30,17,False
2016-08-31,17,False
2016-09-01,14,False
2016-09-02,12,False
2016-09-03,9,False
2016-09-04,7,False
2016-09-05,4,False
2016-09-06,25,False
2016-09-07,23,False
2016-09-08,14,False
2016-09-09,14,False
2016-09-10,5,False
2016-09-11,4,False
2016-09-12,24,False
2016-09-13,25,False
2016-09-14,17,False
2016-09-15,16,False
2016-09-16,18,False
2016-09-17,13,False
2016-09-18,6,False
2016-09-19,32,False
2016-09-20,15,False
2016-09-21,19,False
2016-09-22,17,False
2016-09-23,10,False
2016-09-24,13,False
2016-09-25,7,False
2016-09-26,24,False
2016-09-27,15,False
2016-09-28,15,False
2016-09-29,15,False
2016-09-30,24,False
2016-10-01,6,False
2016-10-02,6,False
2016-10-03,9,False
2016-10-04,17,False
2016-10-05,26,False
2016-10-06,21,False
2016-10-07,17,False
2016-10-08,0,False
2016-10-09,0,False
2016-10-10,15,False
2016-10-11,19,False
2016-10-12,27,False
2016-10-13,15,False
2016-10-14,18,False
2016-10-15,9,False
2016-10-16,4,False
2016-10-17,30,False
2016-10-18,24,False
2016-10-19,22,False
2016-10-20,22,False
2016-10-21,18,False
2016-10-22,7,False
2016-10-23,9,False
2016-10-24,24,False
2016-10-25,19,False
2016-10-26,17,False
2016-10-27,51,False
2016-10-28,100,False
2016-10-29,35,False
2016-10-30,15,False
2016-10-31,38,False
2016-11-01,42,False
2016-11-02,30,False
2016-11-03,31,False
2016-11-04,29,False
2016-11-05,6,False
2016-11-06,8,False
2016-11-07,26,False
2016-11-08,35,False
2016-11-09,69,False
2016-11-10,51,False
2016-11-11,39,False
2016-11-12,6,False
2016-11-13,4,False
2016-11-14,16,False
2016-11-15,39,False
2016-11-16,20,False
2016-11-17,37,False
2016-11-18,27,False
2016-11-19,8,False
2016-11-20,4,False
2016-11-21,20,False
2016-11-22,15,False
2016-11-23,15,False
2016-11-24,4,False
2016-11-25,11,False
2016-11-26,8,False
2016-11-27,6,False
2016-11-28,12,False
2016-11-29,18,False
2016-11-30,18,False
2016-12-01,13,False
2016-12-02,17,False
2016-12-03,4,False
2016-12-04,10,False
2016-12-05,20,False
2016-12-06,21,False
2016-12-07,46,False
2016-12-08,36,False
2016-12-09,24,False
2016-12-10,21,False
2016-12-11,8,False
2016-12-12,26,False
2016-12-13,37,False
2016-12-14,28,False
2016-12-15,29,False
2016-12-16,21,False
2016-12-17,0,False
2016-12-18,0,False
2016-12-19,15,False
2016-12-20,22,False
2016-12-21,25,False
2016-12-22,19,False
2016-12-23,14,False
2016-12-24,9,False
2016-12-25,9,False
2016-12-26,8,False
2016-12-27,11,False
2016-12-28,11,False
2016-12-29,21,False
2016-12-30,20,False
2016-12-31,4,False
2017-01-01,14,False
2017-01-02,9,False
2017-01-03,20,False
2017-01-04,29,False
2017-01-05,59,False
2017-01-06,76,False
2017-01-07,22,False
2017-01-08,12,False
2017-01-09,31,False
2017-01-10,29,False
2017-01-11,54,False
2017-01-12,35,False
2017-01-13,42,False
2017-01-14,16,False
2017-01-15,12,False
2017-01-16,7,False
2017-01-17,16,False
2017-01-18,14,False
2017-01-19,16,False
