date,AMGN,isPartial
2013-06-29,21,False
2013-06-30,0,False
2013-07-01,39,False
2013-07-02,19,False
2013-07-03,20,False
2013-07-04,9,False
2013-07-05,28,False
2013-07-06,14,False
2013-07-07,14,False
2013-07-08,25,False
2013-07-09,28,False
2013-07-10,20,False
2013-07-11,34,False
2013-07-12,36,False
2013-07-13,21,False
2013-07-14,7,False
2013-07-15,28,False
2013-07-16,17,False
2013-07-17,20,False
2013-07-18,29,False
2013-07-19,45,False
2013-07-20,17,False
2013-07-21,7,False
2013-07-22,31,False
2013-07-23,28,False
2013-07-24,23,False
2013-07-25,43,False
2013-07-26,24,False
2013-07-27,14,False
2013-07-28,7,False
2013-07-29,25,False
2013-07-30,64,False
2013-07-31,42,False
2013-08-01,29,False
2013-08-02,30,False
2013-08-03,7,False
2013-08-04,10,False
2013-08-05,23,False
2013-08-06,31,False
2013-08-07,57,False
2013-08-08,52,False
2013-08-09,24,False
2013-08-10,14,False
2013-08-11,7,False
2013-08-12,11,False
2013-08-13,28,False
2013-08-14,20,False
2013-08-15,30,False
2013-08-16,30,False
2013-08-17,7,False
2013-08-18,13,False
2013-08-19,25,False
2013-08-20,36,False
2013-08-21,22,False
2013-08-22,31,False
2013-08-23,20,False
2013-08-24,10,False
2013-08-25,13,False
2013-08-26,100,False
2013-08-27,35,False
2013-08-28,27,False
2013-08-29,33,False
2013-08-30,23,False
2013-08-31,0,False
2013-09-01,0,False
2013-09-02,14,False
2013-09-03,32,False
2013-09-04,27,False
2013-09-05,44,False
2013-09-06,37,False
2013-09-07,7,False
2013-09-08,6,False
2013-09-09,21,False
2013-09-10,29,False
2013-09-11,24,False
2013-09-12,27,False
2013-09-13,11,False
2013-09-14,10,False
2013-09-15,0,False
2013-09-16,24,False
2013-09-17,29,False
2013-09-18,24,False
2013-09-19,16,False
2013-09-20,14,False
2013-09-21,6,False
2013-09-22,12,False
2013-09-23,16,False
2013-09-24,26,False
2013-09-25,11,False
2013-09-26,16,False
2013-09-27,14,False
2013-09-28,10,False
2013-09-29,0,False
2013-09-30,21,False
2013-10-01,18,False
2013-10-02,27,False
2013-10-03,16,False
2013-10-04,19,False
2013-10-05,6,False
2013-10-06,12,False
2013-10-07,18,False
2013-10-08,16,False
2013-10-09,13,False
2013-10-10,27,False
2013-10-11,14,False
2013-10-12,6,False
2013-10-13,0,False
2013-10-14,22,False
2013-10-15,24,False
2013-10-16,13,False
2013-10-17,16,False
2013-10-18,17,False
2013-10-19,13,False
2013-10-20,6,False
2013-10-21,15,False
2013-10-22,52,False
2013-10-23,50,False
2013-10-24,37,False
2013-10-25,25,False
2013-10-26,6,False
2013-10-27,12,False
2013-10-28,31,False
2013-10-29,18,False
2013-10-30,21,False
2013-10-31,14,False
2013-11-01,20,False
2013-11-02,0,False
2013-11-03,18,False
2013-11-04,18,False
2013-11-05,15,False
2013-11-06,38,False
2013-11-07,18,False
2013-11-08,19,False
2013-11-09,12,False
2013-11-10,0,False
2013-11-11,10,False
2013-11-12,8,False
2013-11-13,21,False
2013-11-14,24,False
2013-11-15,25,False
2013-11-16,6,False
2013-11-17,6,False
2013-11-18,23,False
2013-11-19,15,False
2013-11-20,21,False
2013-11-21,39,False
2013-11-22,35,False
2013-11-23,6,False
2013-11-24,18,False
2013-11-25,28,False
2013-11-26,8,False
2013-11-27,18,False
2013-11-28,11,False
2013-11-29,14,False
2013-11-30,18,False
2013-12-01,6,False
2013-12-02,5,False
2013-12-03,13,False
2013-12-04,18,False
2013-12-05,31,False
2013-12-06,11,False
2013-12-07,12,False
2013-12-08,0,False
2013-12-09,0,False
2013-12-10,15,False
2013-12-11,15,False
2013-12-12,16,False
2013-12-13,19,False
2013-12-14,12,False
2013-12-15,9,False
2013-12-16,16,False
2013-12-17,16,False
2013-12-18,16,False
2013-12-19,16,False
2013-12-20,14,False
2013-12-21,0,False
2013-12-22,10,False
2013-12-23,11,False
2013-12-24,25,False
2013-12-25,7,False
2013-12-26,18,False
2013-12-27,14,False
2013-12-28,19,False
2013-12-29,6,False
2013-12-30,22,False
2013-12-31,19,False
2014-01-01,7,False
2014-01-02,16,False
2014-01-03,13,False
2014-01-04,6,False
2014-01-05,12,False
2014-01-06,18,False
2014-01-07,23,False
2014-01-08,15,False
2014-01-09,20,False
2014-01-10,23,False
2014-01-11,17,False
2014-01-12,9,False
2014-01-13,25,False
2014-01-14,22,False
2014-01-15,12,False
2014-01-16,20,False
2014-01-17,8,False
2014-01-18,6,False
2014-01-19,12,False
2014-01-20,5,False
2014-01-21,10,False
2014-01-22,49,False
2014-01-23,44,False
2014-01-24,38,False
2014-01-25,11,False
2014-01-26,9,False
2014-01-27,17,False
2014-01-28,34,False
2014-01-29,27,False
2014-01-30,22,False
2014-01-31,26,False
2014-02-01,17,False
2014-02-02,11,False
2014-02-03,12,False
2014-02-04,17,False
2014-02-05,22,False
2014-02-06,13,False
2014-02-07,19,False
2014-02-08,6,False
