date,AMGN,isPartial
2012-10-12,28,False
2012-10-13,0,False
2012-10-14,10,False
2012-10-15,22,False
2012-10-16,13,False
2012-10-17,36,False
2012-10-18,36,False
2012-10-19,33,False
2012-10-20,22,False
2012-10-21,32,False
2012-10-22,13,False
2012-10-23,82,False
2012-10-24,40,False
2012-10-25,59,False
2012-10-26,28,False
2012-10-27,11,False
2012-10-28,21,False
2012-10-29,17,False
2012-10-30,13,False
2012-10-31,13,False
2012-11-01,28,False
2012-11-02,28,False
2012-11-03,11,False
2012-11-04,21,False
2012-11-05,17,False
2012-11-06,9,False
2012-11-07,13,False
2012-11-08,22,False
2012-11-09,23,False
2012-11-10,21,False
2012-11-11,21,False
2012-11-12,13,False
2012-11-13,26,False
2012-11-14,13,False
2012-11-15,27,False
2012-11-16,32,False
2012-11-17,10,False
2012-11-18,21,False
2012-11-19,34,False
2012-11-20,9,False
2012-11-21,31,False
2012-11-22,9,False
2012-11-23,9,False
2012-11-24,15,False
2012-11-25,10,False
2012-11-26,17,False
2012-11-27,34,False
2012-11-28,30,False
2012-11-29,17,False
2012-11-30,18,False
2012-12-01,10,False
2012-12-02,20,False
2012-12-03,42,False
2012-12-04,21,False
2012-12-05,25,False
2012-12-06,39,False
2012-12-07,32,False
2012-12-08,21,False
2012-12-09,0,False
2012-12-10,17,False
2012-12-11,21,False
2012-12-12,22,False
2012-12-13,13,False
2012-12-14,13,False
2012-12-15,31,False
2012-12-16,10,False
2012-12-17,17,False
2012-12-18,13,False
2012-12-19,31,False
2012-12-20,31,False
2012-12-21,24,False
2012-12-22,0,False
2012-12-23,11,False
2012-12-24,27,False
2012-12-25,11,False
2012-12-26,19,False
2012-12-27,18,False
2012-12-28,23,False
2012-12-29,21,False
2012-12-30,11,False
2012-12-31,21,False
2013-01-01,0,False
2013-01-02,13,False
2013-01-03,38,False
2013-01-04,35,False
2013-01-05,10,False
2013-01-06,10,False
2013-01-07,21,False
2013-01-08,25,False
2013-01-09,17,False
2013-01-10,45,False
2013-01-11,34,False
2013-01-12,15,False
2013-01-13,10,False
2013-01-14,12,False
2013-01-15,8,False
2013-01-16,20,False
2013-01-17,8,False
2013-01-18,46,False
2013-01-19,10,False
2013-01-20,9,False
2013-01-21,12,False
2013-01-22,8,False
2013-01-23,61,False
2013-01-24,41,False
2013-01-25,34,False
2013-01-26,10,False
2013-01-27,9,False
2013-01-28,20,False
2013-01-29,16,False
2013-01-30,8,False
2013-01-31,8,False
2013-02-01,25,False
2013-02-02,14,False
2013-02-03,9,False
2013-02-04,28,False
2013-02-05,20,False
2013-02-06,20,False
2013-02-07,17,False
2013-02-08,21,False
2013-02-09,10,False
2013-02-10,15,False
2013-02-11,16,False
2013-02-12,12,False
2013-02-13,41,False
2013-02-14,21,False
2013-02-15,25,False
2013-02-16,14,False
2013-02-17,0,False
2013-02-18,8,False
2013-02-19,16,False
2013-02-20,16,False
2013-02-21,16,False
2013-02-22,21,False
2013-02-23,14,False
2013-02-24,9,False
2013-02-25,86,False
2013-02-26,55,False
2013-02-27,16,False
2013-02-28,24,False
