date,AMGN,isPartial
2011-09-18,0,False
2011-09-19,72,False
2011-09-20,29,False
2011-09-21,14,False
2011-09-22,22,False
2011-09-23,30,False
2011-09-24,0,False
2011-09-25,18,False
2011-09-26,21,False
2011-09-27,43,False
2011-09-28,36,False
2011-09-29,29,False
2011-09-30,23,False
2011-10-01,0,False
2011-10-02,0,False
2011-10-03,15,False
2011-10-04,35,False
2011-10-05,21,False
2011-10-06,43,False
2011-10-07,75,False
2011-10-08,17,False
2011-10-09,0,False
2011-10-10,21,False
2011-10-11,33,False
2011-10-12,41,False
2011-10-13,14,False
2011-10-14,15,False
2011-10-15,17,False
2011-10-16,0,False
2011-10-17,42,False
2011-10-18,14,False
2011-10-19,21,False
2011-10-20,43,False
2011-10-21,45,False
2011-10-22,0,False
2011-10-23,17,False
2011-10-24,69,False
2011-10-25,41,False
2011-10-26,14,False
2011-10-27,14,False
2011-10-28,22,False
2011-10-29,17,False
2011-10-30,0,False
2011-10-31,44,False
2011-11-01,14,False
2011-11-02,28,False
2011-11-03,28,False
2011-11-04,43,False
2011-11-05,0,False
2011-11-06,17,False
2011-11-07,42,False
2011-11-08,42,False
2011-11-09,28,False
2011-11-10,56,False
2011-11-11,30,False
2011-11-12,51,False
2011-11-13,33,False
2011-11-14,14,False
2011-11-15,34,False
2011-11-16,0,False
2011-11-17,14,False
2011-11-18,43,False
2011-11-19,25,False
2011-11-20,25,False
2011-11-21,27,False
2011-11-22,20,False
2011-11-23,42,False
2011-11-24,15,False
2011-11-25,23,False
2011-11-26,0,False
2011-11-27,25,False
2011-11-28,47,False
2011-11-29,54,False
2011-11-30,40,False
2011-12-01,21,False
2011-12-02,65,False
2011-12-03,17,False
2011-12-04,16,False
2011-12-05,41,False
2011-12-06,47,False
2011-12-07,27,False
2011-12-08,84,False
2011-12-09,43,False
2011-12-10,25,False
2011-12-11,0,False
2011-12-12,14,False
2011-12-13,40,False
2011-12-14,40,False
2011-12-15,14,False
2011-12-16,43,False
2011-12-17,17,False
2011-12-18,0,False
2011-12-19,28,False
2011-12-20,28,False
2011-12-21,100,False
2011-12-22,51,False
2011-12-23,40,False
2011-12-24,37,False
2011-12-25,40,False
2011-12-26,0,False
2011-12-27,59,False
2011-12-28,29,False
2011-12-29,52,False
2011-12-30,39,False
2011-12-31,18,False
2012-01-01,0,False
2012-01-02,15,False
2012-01-03,40,False
2012-01-04,13,False
2012-01-05,48,False
2012-01-06,35,False
2012-01-07,24,False
2012-01-08,0,False
2012-01-09,72,False
2012-01-10,26,False
2012-01-11,13,False
2012-01-12,65,False
2012-01-13,20,False
2012-01-14,16,False
2012-01-15,15,False
2012-01-16,13,False
2012-01-17,51,False
2012-01-18,58,False
2012-01-19,39,False
2012-01-20,34,False
2012-01-21,15,False
2012-01-22,15,False
2012-01-23,19,False
2012-01-24,45,False
2012-01-25,51,False
2012-01-26,78,False
2012-01-27,47,False
2012-01-28,15,False
2012-01-29,0,False
2012-01-30,32,False
2012-01-31,44,False
2012-02-01,38,False
2012-02-02,39,False
2012-02-03,40,False
2012-02-04,31,False
2012-02-05,30,False
2012-02-06,32,False
2012-02-07,44,False
2012-02-08,57,False
2012-02-09,63,False
2012-02-10,26,False
2012-02-11,15,False
2012-02-12,29,False
2012-02-13,81,False
2012-02-14,38,False
2012-02-15,32,False
2012-02-16,71,False
2012-02-17,33,False
2012-02-18,15,False
2012-02-19,16,False
2012-02-20,13,False
2012-02-21,39,False
2012-02-22,13,False
2012-02-23,25,False
2012-02-24,40,False
2012-02-25,15,False
2012-02-26,15,False
2012-02-27,19,False
2012-02-28,12,False
2012-02-29,50,False
2012-03-01,20,False
2012-03-02,21,False
2012-03-03,16,False
2012-03-04,0,False
2012-03-05,39,False
2012-03-06,12,False
2012-03-07,25,False
2012-03-08,13,False
2012-03-09,53,False
2012-03-10,30,False
2012-03-11,0,False
2012-03-12,31,False
2012-03-13,37,False
2012-03-14,31,False
2012-03-15,44,False
2012-03-16,13,False
2012-03-17,31,False
2012-03-18,15,False
2012-03-19,13,False
2012-03-20,32,False
2012-03-21,19,False
2012-03-22,13,False
2012-03-23,13,False
2012-03-24,15,False
2012-03-25,0,False
2012-03-26,12,False
2012-03-27,19,False
2012-03-28,25,False
2012-03-29,39,False
2012-03-30,20,False
2012-03-31,15,False
2012-04-01,0,False
2012-04-02,38,False
2012-04-03,44,False
2012-04-04,13,False
2012-04-05,13,False
2012-04-06,29,False
2012-04-07,0,False
2012-04-08,33,False
2012-04-09,45,False
2012-04-10,39,False
2012-04-11,25,False
2012-04-12,13,False
2012-04-13,13,False
2012-04-14,15,False
2012-04-15,0,False
2012-04-16,25,False
2012-04-17,0,False
2012-04-18,44,False
2012-04-19,12,False
2012-04-20,39,False
2012-04-21,0,False
2012-04-22,15,False
2012-04-23,24,False
2012-04-24,12,False
2012-04-25,31,False
2012-04-26,32,False
2012-04-27,40,False
2012-04-28,46,False
2012-04-29,0,False
2012-04-30,26,False
2012-05-01,48,False
2012-05-02,31,False
2012-05-03,19,False
2012-05-04,33,False
2012-05-05,0,False
2012-05-06,15,False
2012-05-07,12,False
2012-05-08,12,False
2012-05-09,18,False
2012-05-10,13,False
2012-05-11,40,False
2012-05-12,15,False
2012-05-13,0,False
2012-05-14,37,False
2012-05-15,18,False
2012-05-16,31,False
2012-05-17,26,False
2012-05-18,27,False
2012-05-19,0,False
2012-05-20,15,False
2012-05-21,24,False
2012-05-22,12,False
2012-05-23,25,False
2012-05-24,13,False
2012-05-25,27,False
2012-05-26,32,False
2012-05-27,16,False
2012-05-28,0,False
2012-05-29,24,False
2012-05-30,37,False
2012-05-31,12,False
2012-06-01,19,False
2012-06-02,0,False
2012-06-03,0,False
2012-06-04,43,False
