date,AMGN,isPartial
2013-11-06,23,False
2013-11-07,32,False
2013-11-08,25,False
2013-11-09,9,False
2013-11-10,9,False
2013-11-11,16,False
2013-11-12,16,False
2013-11-13,23,False
2013-11-14,40,False
2013-11-15,33,False
2013-11-16,19,False
2013-11-17,0,False
2013-11-18,23,False
2013-11-19,31,False
2013-11-20,31,False
2013-11-21,55,False
2013-11-22,73,False
2013-11-23,19,False
2013-11-24,0,False
2013-11-25,54,False
2013-11-26,23,False
2013-11-27,31,False
2013-11-28,17,False
2013-11-29,25,False
2013-11-30,28,False
2013-12-01,0,False
2013-12-02,15,False
2013-12-03,16,False
2013-12-04,0,False
2013-12-05,31,False
2013-12-06,0,False
2013-12-07,0,False
2013-12-08,9,False
2013-12-09,8,False
2013-12-10,16,False
2013-12-11,16,False
2013-12-12,40,False
2013-12-13,25,False
2013-12-14,10,False
2013-12-15,0,False
2013-12-16,24,False
2013-12-17,16,False
2013-12-18,16,False
2013-12-19,49,False
2013-12-20,35,False
2013-12-21,10,False
2013-12-22,10,False
2013-12-23,9,False
2013-12-24,48,False
2013-12-25,11,False
2013-12-26,18,False
2013-12-27,44,False
2013-12-28,10,False
2013-12-29,9,False
2013-12-30,25,False
2013-12-31,19,False
2014-01-01,10,False
2014-01-02,25,False
2014-01-03,16,False
2014-01-04,0,False
2014-01-05,27,False
2014-01-06,8,False
2014-01-07,0,False
2014-01-08,46,False
2014-01-09,47,False
2014-01-10,56,False
2014-01-11,9,False
2014-01-12,18,False
2014-01-13,30,False
2014-01-14,53,False
2014-01-15,23,False
2014-01-16,15,False
2014-01-17,39,False
2014-01-18,18,False
2014-01-19,0,False
2014-01-20,0,False
2014-01-21,7,False
2014-01-22,89,False
2014-01-23,45,False
2014-01-24,55,False
2014-01-25,18,False
2014-01-26,35,False
2014-01-27,37,False
2014-01-28,96,False
2014-01-29,37,False
2014-01-30,68,False
2014-01-31,39,False
2014-02-01,18,False
2014-02-02,17,False
2014-02-03,37,False
2014-02-04,30,False
2014-02-05,22,False
2014-02-06,31,False
2014-02-07,34,False
2014-02-08,17,False
2014-02-09,9,False
2014-02-10,15,False
2014-02-11,44,False
2014-02-12,29,False
2014-02-13,38,False
2014-02-14,71,False
2014-02-15,18,False
2014-02-16,0,False
2014-02-17,7,False
2014-02-18,22,False
2014-02-19,30,False
2014-02-20,91,False
2014-02-21,39,False
2014-02-22,17,False
2014-02-23,9,False
2014-02-24,37,False
2014-02-25,51,False
2014-02-26,51,False
2014-02-27,15,False
2014-02-28,55,False
2014-03-01,18,False
2014-03-02,9,False
2014-03-03,30,False
2014-03-04,15,False
2014-03-05,45,False
2014-03-06,38,False
2014-03-07,23,False
2014-03-08,26,False
2014-03-09,9,False
2014-03-10,68,False
2014-03-11,15,False
2014-03-12,15,False
2014-03-13,30,False
2014-03-14,71,False
2014-03-15,17,False
2014-03-16,9,False
2014-03-17,45,False
2014-03-18,30,False
2014-03-19,37,False
2014-03-20,30,False
2014-03-21,47,False
2014-03-22,18,False
2014-03-23,0,False
2014-03-24,29,False
2014-03-25,51,False
2014-03-26,29,False
2014-03-27,15,False
2014-03-28,39,False
2014-03-29,26,False
2014-03-30,9,False
2014-03-31,59,False
2014-04-01,44,False
2014-04-02,52,False
2014-04-03,45,False
2014-04-04,31,False
2014-04-05,0,False
2014-04-06,9,False
2014-04-07,51,False
2014-04-08,59,False
2014-04-09,8,False
2014-04-10,83,False
2014-04-11,71,False
2014-04-12,9,False
2014-04-13,9,False
2014-04-14,53,False
2014-04-15,30,False
2014-04-16,54,False
2014-04-17,8,False
2014-04-18,26,False
2014-04-19,9,False
2014-04-20,0,False
2014-04-21,40,False
2014-04-22,67,False
2014-04-23,81,False
2014-04-24,45,False
2014-04-25,48,False
2014-04-26,18,False
2014-04-27,9,False
2014-04-28,52,False
2014-04-29,37,False
2014-04-30,60,False
2014-05-01,57,False
2014-05-02,24,False
2014-05-03,9,False
2014-05-04,9,False
2014-05-05,30,False
2014-05-06,45,False
2014-05-07,30,False
2014-05-08,30,False
2014-05-09,23,False
2014-05-10,18,False
2014-05-11,9,False
2014-05-12,36,False
2014-05-13,22,False
2014-05-14,38,False
2014-05-15,22,False
2014-05-16,8,False
2014-05-17,0,False
2014-05-18,0,False
2014-05-19,0,False
2014-05-20,15,False
2014-05-21,33,False
2014-05-22,74,False
2014-05-23,34,False
2014-05-24,0,False
2014-05-25,0,False
2014-05-26,17,False
2014-05-27,40,False
2014-05-28,24,False
2014-05-29,8,False
2014-05-30,52,False
2014-05-31,0,False
2014-06-01,0,False
2014-06-02,0,False
2014-06-03,32,False
2014-06-04,65,False
2014-06-05,42,False
2014-06-06,35,False
2014-06-07,10,False
2014-06-08,0,False
2014-06-09,25,False
2014-06-10,8,False
2014-06-11,17,False
2014-06-12,17,False
2014-06-13,0,False
2014-06-14,0,False
2014-06-15,0,False
2014-06-16,41,False
2014-06-17,33,False
2014-06-18,34,False
2014-06-19,17,False
2014-06-20,35,False
