date,AMGN,isPartial
2011-01-01,19,False
2011-01-02,0,False
2011-01-03,40,False
2011-01-04,13,False
2011-01-05,13,False
2011-01-06,40,False
2011-01-07,67,False
2011-01-08,16,False
2011-01-09,0,False
2011-01-10,12,False
2011-01-11,12,False
2011-01-12,25,False
2011-01-13,25,False
2011-01-14,26,False
2011-01-15,0,False
2011-01-16,0,False
2011-01-17,12,False
2011-01-18,12,False
2011-01-19,12,False
2011-01-20,49,False
2011-01-21,38,False
2011-01-22,0,False
2011-01-23,0,False
2011-01-24,36,False
2011-01-25,24,False
2011-01-26,62,False
2011-01-27,25,False
2011-01-28,0,False
2011-01-29,0,False
2011-01-30,0,False
2011-01-31,23,False
2011-02-01,12,False
2011-02-02,23,False
2011-02-03,24,False
2011-02-04,25,False
2011-02-05,29,False
2011-02-06,0,False
2011-02-07,12,False
2011-02-08,12,False
2011-02-09,0,False
2011-02-10,0,False
2011-02-11,0,False
2011-02-12,0,False
2011-02-13,0,False
2011-02-14,12,False
2011-02-15,35,False
2011-02-16,71,False
2011-02-17,36,False
2011-02-18,13,False
2011-02-19,15,False
2011-02-20,0,False
2011-02-21,24,False
2011-02-22,35,False
2011-02-23,12,False
2011-02-24,12,False
2011-02-25,50,False
2011-02-26,29,False
2011-02-27,14,False
2011-02-28,23,False
2011-03-01,35,False
2011-03-02,24,False
2011-03-03,36,False
2011-03-04,13,False
2011-03-05,0,False
2011-03-06,15,False
2011-03-07,24,False
2011-03-08,12,False
2011-03-09,0,False
2011-03-10,24,False
2011-03-11,0,False
2011-03-12,0,False
2011-03-13,0,False
2011-03-14,12,False
2011-03-15,47,False
2011-03-16,47,False
2011-03-17,24,False
2011-03-18,0,False
2011-03-19,0,False
2011-03-20,29,False
2011-03-21,23,False
2011-03-22,35,False
2011-03-23,23,False
2011-03-24,48,False
2011-03-25,13,False
2011-03-26,15,False
2011-03-27,29,False
2011-03-28,35,False
2011-03-29,0,False
2011-03-30,0,False
2011-03-31,12,False
2011-04-01,25,False
2011-04-02,15,False
2011-04-03,0,False
2011-04-04,35,False
2011-04-05,23,False
2011-04-06,24,False
2011-04-07,12,False
2011-04-08,0,False
2011-04-09,0,False
2011-04-10,15,False
2011-04-11,23,False
2011-04-12,0,False
2011-04-13,0,False
2011-04-14,24,False
2011-04-15,25,False
2011-04-16,0,False
2011-04-17,0,False
2011-04-18,12,False
2011-04-19,36,False
2011-04-20,100,False
2011-04-21,52,False
2011-04-22,29,False
2011-04-23,16,False
2011-04-24,0,False
2011-04-25,39,False
2011-04-26,35,False
2011-04-27,70,False
2011-04-28,47,False
2011-04-29,12,False
2011-04-30,0,False
2011-05-01,44,False
2011-05-02,23,False
2011-05-03,23,False
2011-05-04,12,False
2011-05-05,12,False
2011-05-06,13,False
2011-05-07,0,False
2011-05-08,0,False
2011-05-09,23,False
2011-05-10,47,False
2011-05-11,35,False
2011-05-12,35,False
2011-05-13,62,False
2011-05-14,0,False
2011-05-15,14,False
2011-05-16,34,False
2011-05-17,23,False
2011-05-18,47,False
2011-05-19,48,False
2011-05-20,0,False
2011-05-21,0,False
2011-05-22,0,False
2011-05-23,11,False
2011-05-24,0,False
2011-05-25,12,False
2011-05-26,35,False
2011-05-27,25,False
2011-05-28,15,False
2011-05-29,0,False
2011-05-30,12,False
2011-05-31,12,False
2011-06-01,47,False
2011-06-02,12,False
2011-06-03,25,False
2011-06-04,15,False
2011-06-05,15,False
