date,AMGN,isPartial
2010-08-24,60,False
2010-08-25,31,False
2010-08-26,0,False
2010-08-27,48,False
2010-08-28,20,False
2010-08-29,0,False
2010-08-30,15,False
2010-08-31,15,False
2010-09-01,30,False
2010-09-02,45,False
2010-09-03,0,False
2010-09-04,20,False
2010-09-05,20,False
2010-09-06,15,False
2010-09-07,15,False
2010-09-08,15,False
2010-09-09,15,False
2010-09-10,63,False
2010-09-11,0,False
2010-09-12,18,False
2010-09-13,14,False
2010-09-14,42,False
2010-09-15,44,False
2010-09-16,15,False
2010-09-17,31,False
2010-09-18,19,False
2010-09-19,0,False
2010-09-20,58,False
2010-09-21,14,False
2010-09-22,14,False
2010-09-23,14,False
2010-09-24,61,False
2010-09-25,0,False
2010-09-26,0,False
2010-09-27,14,False
2010-09-28,42,False
2010-09-29,28,False
2010-09-30,86,False
2010-10-01,15,False
2010-10-02,0,False
2010-10-03,0,False
2010-10-04,14,False
2010-10-05,42,False
2010-10-06,14,False
2010-10-07,46,False
2010-10-08,30,False
2010-10-09,0,False
2010-10-10,0,False
2010-10-11,44,False
2010-10-12,14,False
2010-10-13,14,False
2010-10-14,28,False
2010-10-15,29,False
2010-10-16,0,False
2010-10-17,0,False
2010-10-18,96,False
2010-10-19,82,False
2010-10-20,42,False
2010-10-21,42,False
2010-10-22,15,False
2010-10-23,0,False
2010-10-24,17,False
2010-10-25,82,False
2010-10-26,27,False
2010-10-27,28,False
2010-10-28,14,False
2010-10-29,60,False
2010-10-30,18,False
2010-10-31,0,False
2010-11-01,0,False
2010-11-02,13,False
2010-11-03,40,False
2010-11-04,68,False
2010-11-05,44,False
2010-11-06,0,False
2010-11-07,0,False
2010-11-08,27,False
2010-11-09,40,False
2010-11-10,0,False
2010-11-11,14,False
2010-11-12,14,False
2010-11-13,0,False
2010-11-14,0,False
2010-11-15,41,False
2010-11-16,27,False
2010-11-17,41,False
2010-11-18,14,False
2010-11-19,72,False
2010-11-20,17,False
2010-11-21,17,False
2010-11-22,40,False
2010-11-23,13,False
2010-11-24,41,False
2010-11-25,0,False
2010-11-26,15,False
2010-11-27,0,False
2010-11-28,17,False
2010-11-29,0,False
2010-11-30,13,False
2010-12-01,27,False
2010-12-02,0,False
2010-12-03,0,False
2010-12-04,17,False
2010-12-05,33,False
2010-12-06,13,False
2010-12-07,67,False
2010-12-08,28,False
2010-12-09,0,False
2010-12-10,14,False
2010-12-11,0,False
2010-12-12,17,False
2010-12-13,27,False
2010-12-14,81,False
2010-12-15,42,False
2010-12-16,56,False
2010-12-17,0,False
2010-12-18,18,False
2010-12-19,0,False
2010-12-20,42,False
2010-12-21,0,False
2010-12-22,44,False
2010-12-23,0,False
2010-12-24,18,False
2010-12-25,0,False
2010-12-26,0,False
2010-12-27,45,False
2010-12-28,30,False
2010-12-29,15,False
2010-12-30,15,False
2010-12-31,36,False
2011-01-01,20,False
2011-01-02,0,False
2011-01-03,14,False
2011-01-04,26,False
2011-01-05,40,False
2011-01-06,0,False
2011-01-07,0,False
2011-01-08,0,False
2011-01-09,0,False
2011-01-10,26,False
2011-01-11,26,False
2011-01-12,26,False
2011-01-13,39,False
2011-01-14,0,False
2011-01-15,16,False
2011-01-16,16,False
2011-01-17,0,False
2011-01-18,25,False
2011-01-19,25,False
2011-01-20,0,False
2011-01-21,13,False
2011-01-22,0,False
2011-01-23,0,False
2011-01-24,100,False
2011-01-25,38,False
2011-01-26,25,False
2011-01-27,38,False
2011-01-28,27,False
2011-01-29,31,False
2011-01-30,15,False
2011-01-31,12,False
2011-02-01,48,False
2011-02-02,24,False
2011-02-03,25,False
2011-02-04,0,False
2011-02-05,15,False
2011-02-06,0,False
2011-02-07,0,False
2011-02-08,25,False
2011-02-09,25,False
2011-02-10,25,False
2011-02-11,13,False
2011-02-12,16,False
2011-02-13,15,False
2011-02-14,25,False
2011-02-15,12,False
2011-02-16,37,False
2011-02-17,25,False
2011-02-18,40,False
2011-02-19,0,False
2011-02-20,0,False
2011-02-21,12,False
2011-02-22,0,False
2011-02-23,25,False
2011-02-24,12,False
2011-02-25,26,False
2011-02-26,0,False
2011-02-27,0,False
2011-02-28,12,False
2011-03-01,0,False
2011-03-02,24,False
2011-03-03,13,False
2011-03-04,26,False
2011-03-05,16,False
2011-03-06,0,False
2011-03-07,13,False
2011-03-08,63,False
2011-03-09,25,False
2011-03-10,12,False
2011-03-11,50,False
2011-03-12,0,False
2011-03-13,0,False
2011-03-14,51,False
2011-03-15,12,False
2011-03-16,0,False
2011-03-17,49,False
2011-03-18,13,False
2011-03-19,0,False
2011-03-20,0,False
2011-03-21,24,False
2011-03-22,24,False
2011-03-23,37,False
2011-03-24,25,False
2011-03-25,26,False
2011-03-26,15,False
2011-03-27,15,False
2011-03-28,36,False
2011-03-29,0,False
2011-03-30,24,False
2011-03-31,37,False
2011-04-01,0,False
2011-04-02,0,False
2011-04-03,0,False
2011-04-04,24,False
2011-04-05,12,False
2011-04-06,37,False
2011-04-07,25,False
2011-04-08,13,False
2011-04-09,16,False
2011-04-10,0,False
2011-04-11,24,False
2011-04-12,48,False
2011-04-13,12,False
2011-04-14,12,False
2011-04-15,13,False
2011-04-16,0,False
2011-04-17,0,False
2011-04-18,12,False
2011-04-19,50,False
2011-04-20,52,False
2011-04-21,41,False
2011-04-22,30,False
2011-04-23,0,False
2011-04-24,0,False
2011-04-25,14,False
2011-04-26,24,False
2011-04-27,48,False
2011-04-28,25,False
2011-04-29,26,False
2011-04-30,0,False
2011-05-01,0,False
2011-05-02,37,False
2011-05-03,24,False
2011-05-04,49,False
2011-05-05,25,False
2011-05-06,26,False
2011-05-07,16,False
2011-05-08,0,False
2011-05-09,24,False
2011-05-10,12,False
2011-05-11,36,False
