date,EBAY,isPartial
2013-02-19,78,False
2013-02-20,81,False
2013-02-21,79,False
2013-02-22,79,False
2013-02-23,87,False
2013-02-24,100,False
2013-02-25,80,False
2013-02-26,81,False
2013-02-27,78,False
2013-02-28,79,False
2013-03-01,79,False
2013-03-02,85,False
2013-03-03,98,False
2013-03-04,79,False
2013-03-05,78,False
2013-03-06,77,False
2013-03-07,78,False
2013-03-08,77,False
2013-03-09,87,False
2013-03-10,94,False
2013-03-11,82,False
2013-03-12,78,False
2013-03-13,80,False
2013-03-14,77,False
2013-03-15,76,False
2013-03-16,87,False
2013-03-17,97,False
2013-03-18,79,False
2013-03-19,79,False
2013-03-20,78,False
2013-03-21,78,False
2013-03-22,78,False
2013-03-23,85,False
2013-03-24,98,False
2013-03-25,78,False
2013-03-26,79,False
2013-03-27,77,False
2013-03-28,77,False
2013-03-29,82,False
2013-03-30,84,False
2013-03-31,88,False
2013-04-01,83,False
2013-04-02,78,False
2013-04-03,79,False
2013-04-04,77,False
2013-04-05,77,False
2013-04-06,82,False
2013-04-07,92,False
2013-04-08,79,False
2013-04-09,80,False
2013-04-10,78,False
2013-04-11,77,False
2013-04-12,78,False
2013-04-13,83,False
2013-04-14,91,False
2013-04-15,78,False
2013-04-16,76,False
2013-04-17,74,False
2013-04-18,76,False
2013-04-19,76,False
2013-04-20,81,False
2013-04-21,93,False
2013-04-22,78,False
2013-04-23,76,False
2013-04-24,74,False
2013-04-25,75,False
2013-04-26,76,False
2013-04-27,84,False
2013-04-28,95,False
2013-04-29,82,False
2013-04-30,75,False
2013-05-01,78,False
2013-05-02,75,False
2013-05-03,72,False
2013-05-04,81,False
2013-05-05,83,False
2013-05-06,76,False
2013-05-07,76,False
2013-05-08,72,False
2013-05-09,76,False
2013-05-10,74,False
2013-05-11,81,False
2013-05-12,92,False
2013-05-13,77,False
2013-05-14,75,False
2013-05-15,74,False
2013-05-16,73,False
2013-05-17,73,False
2013-05-18,80,False
2013-05-19,84,False
2013-05-20,79,False
2013-05-21,72,False
2013-05-22,73,False
2013-05-23,71,False
2013-05-24,71,False
2013-05-25,78,False
2013-05-26,83,False
2013-05-27,78,False
2013-05-28,73,False
2013-05-29,75,False
2013-05-30,78,False
2013-05-31,73,False
2013-06-01,80,False
2013-06-02,92,False
2013-06-03,75,False
2013-06-04,70,False
2013-06-05,75,False
2013-06-06,70,False
2013-06-07,69,False
2013-06-08,71,False
2013-06-09,86,False
2013-06-10,74,False
2013-06-11,75,False
2013-06-12,73,False
2013-06-13,73,False
2013-06-14,72,False
2013-06-15,78,False
2013-06-16,86,False
2013-06-17,73,False
2013-06-18,71,False
2013-06-19,71,False
2013-06-20,73,False
2013-06-21,69,False
2013-06-22,77,False
2013-06-23,87,False
2013-06-24,74,False
2013-06-25,74,False
2013-06-26,73,False
2013-06-27,73,False
2013-06-28,74,False
2013-06-29,78,False
2013-06-30,86,False
2013-07-01,74,False
2013-07-02,74,False
2013-07-03,76,False
2013-07-04,74,False
2013-07-05,69,False
2013-07-06,72,False
2013-07-07,81,False
2013-07-08,74,False
2013-07-09,72,False
2013-07-10,74,False
2013-07-11,72,False
2013-07-12,67,False
2013-07-13,74,False
2013-07-14,84,False
2013-07-15,75,False
2013-07-16,72,False
2013-07-17,73,False
2013-07-18,74,False
2013-07-19,72,False
2013-07-20,78,False
2013-07-21,83,False
2013-07-22,74,False
2013-07-23,74,False
2013-07-24,73,False
2013-07-25,71,False
2013-07-26,71,False
2013-07-27,78,False
2013-07-28,86,False
2013-07-29,76,False
2013-07-30,77,False
2013-07-31,74,False
2013-08-01,73,False
2013-08-02,71,False
2013-08-03,79,False
2013-08-04,87,False
2013-08-05,77,False
2013-08-06,75,False
2013-08-07,76,False
2013-08-08,76,False
2013-08-09,72,False
2013-08-10,78,False
