date,EBAY,isPartial
2017-05-29,83,False
2017-05-30,79,False
2017-05-31,76,False
2017-06-01,76,False
2017-06-02,75,False
2017-06-03,78,False
2017-06-04,85,False
2017-06-05,85,False
2017-06-06,82,False
2017-06-07,77,False
2017-06-08,76,False
2017-06-09,74,False
2017-06-10,80,False
2017-06-11,88,False
2017-06-12,80,False
2017-06-13,77,False
2017-06-14,74,False
2017-06-15,75,False
2017-06-16,74,False
2017-06-17,78,False
2017-06-18,82,False
2017-06-19,77,False
2017-06-20,77,False
2017-06-21,75,False
2017-06-22,73,False
2017-06-23,73,False
2017-06-24,78,False
2017-06-25,90,False
2017-06-26,81,False
2017-06-27,79,False
2017-06-28,78,False
2017-06-29,77,False
2017-06-30,74,False
2017-07-01,79,False
2017-07-02,89,False
2017-07-03,78,False
2017-07-04,78,False
2017-07-05,76,False
2017-07-06,75,False
2017-07-07,72,False
2017-07-08,77,False
2017-07-09,87,False
2017-07-10,79,False
2017-07-11,81,False
2017-07-12,79,False
2017-07-13,75,False
2017-07-14,74,False
2017-07-15,81,False
2017-07-16,90,False
2017-07-17,80,False
2017-07-18,75,False
2017-07-19,77,False
2017-07-20,77,False
2017-07-21,74,False
2017-07-22,82,False
2017-07-23,89,False
2017-07-24,83,False
2017-07-25,78,False
2017-07-26,82,False
2017-07-27,82,False
2017-07-28,78,False
2017-07-29,83,False
2017-07-30,92,False
2017-07-31,82,False
2017-08-01,83,False
2017-08-02,82,False
2017-08-03,82,False
2017-08-04,81,False
2017-08-05,83,False
2017-08-06,92,False
2017-08-07,86,False
2017-08-08,83,False
2017-08-09,80,False
2017-08-10,80,False
2017-08-11,80,False
2017-08-12,83,False
2017-08-13,89,False
2017-08-14,80,False
2017-08-15,81,False
2017-08-16,80,False
2017-08-17,77,False
2017-08-18,77,False
2017-08-19,82,False
2017-08-20,89,False
2017-08-21,79,False
2017-08-22,80,False
2017-08-23,79,False
2017-08-24,78,False
2017-08-25,77,False
2017-08-26,79,False
2017-08-27,84,False
2017-08-28,80,False
2017-08-29,80,False
2017-08-30,81,False
2017-08-31,78,False
2017-09-01,79,False
2017-09-02,83,False
2017-09-03,94,False
2017-09-04,85,False
2017-09-05,80,False
2017-09-06,79,False
2017-09-07,78,False
2017-09-08,78,False
2017-09-09,85,False
2017-09-10,90,False
2017-09-11,80,False
2017-09-12,79,False
2017-09-13,79,False
2017-09-14,80,False
2017-09-15,77,False
2017-09-16,83,False
2017-09-17,91,False
2017-09-18,82,False
2017-09-19,78,False
2017-09-20,76,False
2017-09-21,77,False
2017-09-22,76,False
2017-09-23,80,False
2017-09-24,90,False
2017-09-25,80,False
2017-09-26,78,False
2017-09-27,78,False
2017-09-28,79,False
2017-09-29,78,False
2017-09-30,84,False
2017-10-01,91,False
2017-10-02,81,False
2017-10-03,82,False
2017-10-04,79,False
2017-10-05,79,False
2017-10-06,77,False
2017-10-07,85,False
2017-10-08,96,False
2017-10-09,84,False
2017-10-10,80,False
2017-10-11,81,False
2017-10-12,80,False
2017-10-13,76,False
2017-10-14,83,False
2017-10-15,90,False
2017-10-16,82,False
2017-10-17,79,False
2017-10-18,77,False
2017-10-19,78,False
2017-10-20,77,False
2017-10-21,84,False
2017-10-22,93,False
2017-10-23,84,False
2017-10-24,79,False
2017-10-25,78,False
2017-10-26,77,False
2017-10-27,75,False
2017-10-28,80,False
2017-10-29,90,False
