date,EBAY,isPartial
2011-01-01,89,False
2011-01-02,93,False
2011-01-03,83,False
2011-01-04,80,False
2011-01-05,78,False
2011-01-06,82,False
2011-01-07,80,False
2011-01-08,89,False
2011-01-09,97,False
2011-01-10,82,False
2011-01-11,78,False
2011-01-12,78,False
2011-01-13,79,False
2011-01-14,80,False
2011-01-15,89,False
2011-01-16,97,False
2011-01-17,82,False
2011-01-18,80,False
2011-01-19,79,False
2011-01-20,77,False
2011-01-21,79,False
2011-01-22,90,False
2011-01-23,99,False
2011-01-24,80,False
2011-01-25,81,False
2011-01-26,78,False
2011-01-27,79,False
2011-01-28,79,False
2011-01-29,94,False
2011-01-30,100,False
2011-01-31,83,False
2011-02-01,82,False
2011-02-02,79,False
2011-02-03,82,False
2011-02-04,81,False
2011-02-05,91,False
2011-02-06,99,False
2011-02-07,84,False
2011-02-08,82,False
2011-02-09,80,False
2011-02-10,80,False
2011-02-11,80,False
2011-02-12,87,False
2011-02-13,95,False
2011-02-14,79,False
2011-02-15,80,False
2011-02-16,78,False
2011-02-17,79,False
2011-02-18,80,False
2011-02-19,88,False
2011-02-20,97,False
2011-02-21,82,False
2011-02-22,80,False
2011-02-23,81,False
2011-02-24,78,False
2011-02-25,78,False
2011-02-26,90,False
2011-02-27,97,False
2011-02-28,80,False
2011-03-01,79,False
2011-03-02,79,False
2011-03-03,78,False
2011-03-04,80,False
2011-03-05,90,False
2011-03-06,97,False
2011-03-07,82,False
2011-03-08,80,False
2011-03-09,78,False
2011-03-10,78,False
2011-03-11,75,False
2011-03-12,76,False
2011-03-13,81,False
2011-03-14,72,False
2011-03-15,78,False
2011-03-16,78,False
2011-03-17,78,False
2011-03-18,77,False
2011-03-19,83,False
2011-03-20,96,False
2011-03-21,79,False
2011-03-22,79,False
2011-03-23,79,False
2011-03-24,78,False
2011-03-25,77,False
2011-03-26,88,False
2011-03-27,97,False
2011-03-28,82,False
2011-03-29,80,False
2011-03-30,80,False
2011-03-31,78,False
2011-04-01,79,False
2011-04-02,84,False
2011-04-03,95,False
2011-04-04,81,False
2011-04-05,79,False
2011-04-06,78,False
2011-04-07,77,False
2011-04-08,75,False
2011-04-09,80,False
2011-04-10,90,False
2011-04-11,79,False
2011-04-12,78,False
2011-04-13,79,False
2011-04-14,78,False
2011-04-15,78,False
2011-04-16,85,False
2011-04-17,90,False
2011-04-18,79,False
2011-04-19,78,False
2011-04-20,76,False
2011-04-21,75,False
2011-04-22,78,False
2011-04-23,82,False
2011-04-24,89,False
2011-04-25,82,False
2011-04-26,80,False
2011-04-27,76,False
2011-04-28,76,False
2011-04-29,72,False
2011-04-30,84,False
2011-05-01,88,False
2011-05-02,78,False
2011-05-03,78,False
2011-05-04,77,False
2011-05-05,76,False
2011-05-06,73,False
2011-05-07,83,False
2011-05-08,92,False
2011-05-09,80,False
2011-05-10,79,False
2011-05-11,79,False
2011-05-12,77,False
2011-05-13,76,False
2011-05-14,86,False
2011-05-15,94,False
2011-05-16,79,False
2011-05-17,80,False
2011-05-18,77,False
2011-05-19,74,False
2011-05-20,75,False
2011-05-21,81,False
2011-05-22,93,False
2011-05-23,80,False
2011-05-24,78,False
2011-05-25,77,False
2011-05-26,75,False
2011-05-27,76,False
2011-05-28,82,False
2011-05-29,91,False
2011-05-30,79,False
2011-05-31,76,False
2011-06-01,74,False
2011-06-02,75,False
2011-06-03,73,False
2011-06-04,82,False
2011-06-05,93,False
2011-06-06,78,False
2011-06-07,78,False
2011-06-08,77,False
2011-06-09,76,False
2011-06-10,76,False
2011-06-11,85,False
2011-06-12,91,False
2011-06-13,78,False
2011-06-14,77,False
2011-06-15,75,False
2011-06-16,79,False
2011-06-17,74,False
2011-06-18,86,False
2011-06-19,95,False
2011-06-20,78,False
2011-06-21,77,False
2011-06-22,77,False
2011-06-23,79,False
2011-06-24,77,False
2011-06-25,85,False
2011-06-26,88,False
2011-06-27,77,False
2011-06-28,76,False
2011-06-29,78,False
2011-06-30,76,False
2011-07-01,74,False
2011-07-02,80,False
2011-07-03,90,False
2011-07-04,80,False
2011-07-05,78,False
2011-07-06,76,False
2011-07-07,77,False
2011-07-08,77,False
2011-07-09,84,False
2011-07-10,93,False
2011-07-11,77,False
2011-07-12,76,False
2011-07-13,78,False
2011-07-14,78,False
2011-07-15,77,False
2011-07-16,85,False
2011-07-17,99,False
2011-07-18,81,False
2011-07-19,81,False
2011-07-20,79,False
2011-07-21,77,False
2011-07-22,75,False
2011-07-23,83,False
2011-07-24,92,False
2011-07-25,78,False
2011-07-26,79,False
2011-07-27,79,False
2011-07-28,78,False
2011-07-29,79,False
2011-07-30,84,False
2011-07-31,91,False
2011-08-01,80,False
2011-08-02,78,False
2011-08-03,79,False
2011-08-04,78,False
2011-08-05,75,False
2011-08-06,85,False
2011-08-07,95,False
2011-08-08,80,False
2011-08-09,78,False
2011-08-10,77,False
2011-08-11,77,False
2011-08-12,77,False
2011-08-13,87,False
2011-08-14,93,False
2011-08-15,82,False
2011-08-16,81,False
2011-08-17,79,False
2011-08-18,76,False
2011-08-19,75,False
2011-08-20,81,False
2011-08-21,91,False
2011-08-22,79,False
2011-08-23,78,False
2011-08-24,77,False
2011-08-25,74,False
2011-08-26,75,False
2011-08-27,85,False
2011-08-28,89,False
2011-08-29,80,False
2011-08-30,80,False
2011-08-31,79,False
2011-09-01,78,False
2011-09-02,76,False
2011-09-03,81,False
2011-09-04,93,False
2011-09-05,83,False
2011-09-06,78,False
2011-09-07,78,False
2011-09-08,76,False
2011-09-09,76,False
2011-09-10,83,False
2011-09-11,91,False
2011-09-12,80,False
2011-09-13,79,False
2011-09-14,77,False
2011-09-15,77,False
2011-09-16,76,False
2011-09-17,86,False
2011-09-18,97,False
