date,EBAY,isPartial
2014-07-24,63,False
2014-07-25,62,False
2014-07-26,67,False
2014-07-27,74,False
2014-07-28,69,False
2014-07-29,67,False
2014-07-30,66,False
2014-07-31,69,False
2014-08-01,63,False
2014-08-02,68,False
2014-08-03,77,False
2014-08-04,65,False
2014-08-05,67,False
2014-08-06,65,False
2014-08-07,64,False
2014-08-08,63,False
2014-08-09,68,False
2014-08-10,78,False
2014-08-11,67,False
2014-08-12,74,False
2014-08-13,65,False
2014-08-14,65,False
2014-08-15,64,False
2014-08-16,68,False
2014-08-17,77,False
2014-08-18,70,False
2014-08-19,68,False
2014-08-20,65,False
2014-08-21,64,False
2014-08-22,63,False
2014-08-23,69,False
2014-08-24,74,False
2014-08-25,68,False
2014-08-26,68,False
2014-08-27,63,False
2014-08-28,63,False
2014-08-29,63,False
2014-08-30,67,False
2014-08-31,76,False
2014-09-01,69,False
2014-09-02,64,False
2014-09-03,71,False
2014-09-04,62,False
2014-09-05,62,False
2014-09-06,70,False
2014-09-07,76,False
2014-09-08,65,False
2014-09-09,63,False
2014-09-10,62,False
2014-09-11,62,False
2014-09-12,64,False
2014-09-13,69,False
2014-09-14,100,False
2014-09-15,65,False
2014-09-16,65,False
2014-09-17,64,False
2014-09-18,63,False
2014-09-19,65,False
2014-09-20,70,False
2014-09-21,77,False
2014-09-22,66,False
2014-09-23,65,False
2014-09-24,66,False
2014-09-25,65,False
2014-09-26,64,False
2014-09-27,68,False
2014-09-28,73,False
2014-09-29,67,False
2014-09-30,66,False
2014-10-01,63,False
2014-10-02,62,False
2014-10-03,64,False
2014-10-04,69,False
2014-10-05,75,False
2014-10-06,66,False
2014-10-07,65,False
2014-10-08,64,False
2014-10-09,65,False
2014-10-10,63,False
2014-10-11,71,False
2014-10-12,76,False
2014-10-13,69,False
2014-10-14,66,False
2014-10-15,64,False
2014-10-16,63,False
2014-10-17,63,False
2014-10-18,68,False
2014-10-19,77,False
2014-10-20,68,False
2014-10-21,67,False
2014-10-22,64,False
2014-10-23,63,False
2014-10-24,63,False
2014-10-25,69,False
2014-10-26,74,False
2014-10-27,66,False
2014-10-28,64,False
2014-10-29,61,False
2014-10-30,62,False
2014-10-31,58,False
2014-11-01,68,False
2014-11-02,77,False
2014-11-03,67,False
2014-11-04,64,False
2014-11-05,63,False
2014-11-06,64,False
2014-11-07,64,False
2014-11-08,69,False
2014-11-09,77,False
2014-11-10,67,False
2014-11-11,67,False
2014-11-12,68,False
2014-11-13,64,False
2014-11-14,62,False
2014-11-15,70,False
2014-11-16,79,False
2014-11-17,70,False
2014-11-18,65,False
2014-11-19,65,False
2014-11-20,64,False
2014-11-21,65,False
2014-11-22,70,False
2014-11-23,78,False
2014-11-24,67,False
2014-11-25,66,False
2014-11-26,66,False
2014-11-27,67,False
2014-11-28,71,False
2014-11-29,72,False
2014-11-30,80,False
2014-12-01,70,False
2014-12-02,69,False
2014-12-03,67,False
2014-12-04,66,False
2014-12-05,64,False
2014-12-06,70,False
2014-12-07,78,False
2014-12-08,69,False
2014-12-09,69,False
2014-12-10,67,False
2014-12-11,66,False
2014-12-12,65,False
2014-12-13,68,False
2014-12-14,77,False
2014-12-15,67,False
2014-12-16,66,False
2014-12-17,64,False
2014-12-18,61,False
2014-12-19,58,False
2014-12-20,62,False
2014-12-21,67,False
2014-12-22,58,False
2014-12-23,55,False
2014-12-24,51,False
2014-12-25,60,False
2014-12-26,66,False
2014-12-27,67,False
2014-12-28,71,False
2014-12-29,65,False
2014-12-30,64,False
2014-12-31,55,False
