date,EBAY,isPartial
2013-11-06,78,False
2013-11-07,78,False
2013-11-08,77,False
2013-11-09,85,False
2013-11-10,95,False
2013-11-11,83,False
2013-11-12,79,False
2013-11-13,79,False
2013-11-14,79,False
2013-11-15,82,False
2013-11-16,88,False
2013-11-17,98,False
2013-11-18,84,False
2013-11-19,81,False
2013-11-20,82,False
2013-11-21,80,False
2013-11-22,79,False
2013-11-23,84,False
2013-11-24,98,False
2013-11-25,84,False
2013-11-26,81,False
2013-11-27,81,False
2013-11-28,81,False
2013-11-29,88,False
2013-11-30,92,False
2013-12-01,95,False
2013-12-02,87,False
2013-12-03,86,False
2013-12-04,81,False
2013-12-05,81,False
2013-12-06,80,False
2013-12-07,88,False
2013-12-08,100,False
2013-12-09,84,False
2013-12-10,82,False
2013-12-11,81,False
2013-12-12,79,False
2013-12-13,79,False
2013-12-14,86,False
2013-12-15,96,False
2013-12-16,81,False
2013-12-17,78,False
2013-12-18,77,False
2013-12-19,71,False
2013-12-20,69,False
2013-12-21,75,False
2013-12-22,78,False
2013-12-23,68,False
2013-12-24,63,False
2013-12-25,74,False
2013-12-26,79,False
2013-12-27,82,False
2013-12-28,83,False
2013-12-29,86,False
2013-12-30,77,False
2013-12-31,70,False
2014-01-01,81,False
2014-01-02,83,False
2014-01-03,81,False
2014-01-04,85,False
2014-01-05,91,False
2014-01-06,79,False
2014-01-07,77,False
2014-01-08,74,False
2014-01-09,75,False
2014-01-10,74,False
2014-01-11,80,False
2014-01-12,91,False
2014-01-13,77,False
2014-01-14,76,False
2014-01-15,75,False
2014-01-16,74,False
2014-01-17,74,False
2014-01-18,81,False
2014-01-19,90,False
2014-01-20,77,False
2014-01-21,76,False
2014-01-22,73,False
2014-01-23,73,False
2014-01-24,75,False
2014-01-25,81,False
2014-01-26,89,False
2014-01-27,75,False
2014-01-28,75,False
2014-01-29,74,False
2014-01-30,74,False
2014-01-31,72,False
2014-02-01,83,False
2014-02-02,90,False
2014-02-03,75,False
2014-02-04,74,False
2014-02-05,74,False
2014-02-06,75,False
2014-02-07,73,False
2014-02-08,82,False
2014-02-09,90,False
2014-02-10,81,False
2014-02-11,83,False
2014-02-12,77,False
2014-02-13,75,False
2014-02-14,70,False
2014-02-15,83,False
2014-02-16,92,False
2014-02-17,78,False
2014-02-18,75,False
2014-02-19,72,False
2014-02-20,73,False
2014-02-21,72,False
2014-02-22,77,False
2014-02-23,87,False
2014-02-24,75,False
2014-02-25,76,False
2014-02-26,72,False
2014-02-27,72,False
2014-02-28,73,False
2014-03-01,79,False
2014-03-02,87,False
2014-03-03,76,False
2014-03-04,76,False
2014-03-05,73,False
2014-03-06,71,False
2014-03-07,71,False
2014-03-08,77,False
2014-03-09,83,False
2014-03-10,76,False
2014-03-11,72,False
2014-03-12,72,False
2014-03-13,70,False
2014-03-14,71,False
2014-03-15,78,False
2014-03-16,87,False
2014-03-17,76,False
2014-03-18,74,False
2014-03-19,72,False
2014-03-20,70,False
2014-03-21,71,False
2014-03-22,80,False
2014-03-23,88,False
2014-03-24,74,False
2014-03-25,72,False
2014-03-26,75,False
2014-03-27,73,False
2014-03-28,72,False
2014-03-29,75,False
2014-03-30,84,False
2014-03-31,75,False
2014-04-01,72,False
2014-04-02,71,False
2014-04-03,72,False
2014-04-04,70,False
2014-04-05,77,False
2014-04-06,87,False
2014-04-07,73,False
2014-04-08,73,False
2014-04-09,70,False
2014-04-10,70,False
2014-04-11,70,False
2014-04-12,74,False
2014-04-13,84,False
2014-04-14,75,False
2014-04-15,71,False
2014-04-16,69,False
2014-04-17,68,False
2014-04-18,75,False
2014-04-19,73,False
2014-04-20,79,False
2014-04-21,78,False
2014-04-22,75,False
2014-04-23,71,False
2014-04-24,71,False
2014-04-25,70,False
2014-04-26,77,False
2014-04-27,86,False
2014-04-28,72,False
2014-04-29,72,False
2014-04-30,69,False
2014-05-01,76,False
2014-05-02,72,False
2014-05-03,76,False
2014-05-04,81,False
2014-05-05,73,False
2014-05-06,72,False
2014-05-07,72,False
2014-05-08,72,False
2014-05-09,74,False
2014-05-10,75,False
2014-05-11,84,False
2014-05-12,72,False
2014-05-13,74,False
2014-05-14,69,False
2014-05-15,66,False
2014-05-16,66,False
2014-05-17,70,False
2014-05-18,80,False
2014-05-19,73,False
2014-05-20,71,False
2014-05-21,90,False
2014-05-22,92,False
2014-05-23,77,False
2014-05-24,80,False
2014-05-25,86,False
2014-05-26,85,False
2014-05-27,83,False
2014-05-28,78,False
2014-05-29,78,False
2014-05-30,71,False
2014-05-31,73,False
2014-06-01,84,False
2014-06-02,74,False
2014-06-03,71,False
2014-06-04,71,False
2014-06-05,71,False
2014-06-06,66,False
2014-06-07,73,False
2014-06-08,77,False
2014-06-09,71,False
2014-06-10,70,False
2014-06-11,68,False
2014-06-12,66,False
2014-06-13,64,False
2014-06-14,71,False
2014-06-15,81,False
2014-06-16,69,False
2014-06-17,69,False
2014-06-18,67,False
2014-06-19,69,False
2014-06-20,67,False
2014-06-21,71,False
2014-06-22,80,False
2014-06-23,70,False
2014-06-24,69,False
2014-06-25,68,False
2014-06-26,67,False
2014-06-27,70,False
2014-06-28,76,False
2014-06-29,87,False
2014-06-30,71,False
2014-07-01,70,False
2014-07-02,70,False
2014-07-03,69,False
2014-07-04,67,False
2014-07-05,72,False
