date,EBAY,isPartial
2017-10-06,76,False
2017-10-07,84,False
2017-10-08,96,False
2017-10-09,82,False
2017-10-10,81,False
2017-10-11,81,False
2017-10-12,79,False
2017-10-13,75,False
2017-10-14,80,False
2017-10-15,90,False
2017-10-16,80,False
2017-10-17,78,False
2017-10-18,75,False
2017-10-19,77,False
2017-10-20,75,False
2017-10-21,83,False
2017-10-22,93,False
2017-10-23,82,False
2017-10-24,79,False
2017-10-25,77,False
2017-10-26,77,False
2017-10-27,74,False
2017-10-28,80,False
2017-10-29,92,False
2017-10-30,76,False
2017-10-31,74,False
2017-11-01,82,False
2017-11-02,80,False
2017-11-03,79,False
2017-11-04,85,False
2017-11-05,95,False
2017-11-06,80,False
2017-11-07,80,False
2017-11-08,86,False
2017-11-09,78,False
2017-11-10,80,False
2017-11-11,88,False
2017-11-12,100,False
2017-11-13,82,False
2017-11-14,83,False
2017-11-15,81,False
2017-11-16,77,False
2017-11-17,79,False
2017-11-18,84,False
2017-11-19,97,False
2017-11-20,82,False
2017-11-21,81,False
2017-11-22,85,False
2017-11-23,82,False
2017-11-24,92,False
2017-11-25,90,False
2017-11-26,98,False
2017-11-27,94,False
2017-11-28,84,False
2017-11-29,83,False
2017-11-30,79,False
2017-12-01,79,False
2017-12-02,85,False
2017-12-03,93,False
2017-12-04,84,False
2017-12-05,82,False
2017-12-06,82,False
2017-12-07,78,False
2017-12-08,77,False
2017-12-09,85,False
2017-12-10,93,False
2017-12-11,80,False
2017-12-12,78,False
2017-12-13,79,False
2017-12-14,77,False
2017-12-15,76,False
2017-12-16,79,False
2017-12-17,85,False
2017-12-18,78,False
2017-12-19,73,False
2017-12-20,70,False
2017-12-21,68,False
2017-12-22,65,False
2017-12-23,63,False
2017-12-24,59,False
2017-12-25,71,False
2017-12-26,76,False
2017-12-27,78,False
2017-12-28,82,False
2017-12-29,77,False
2017-12-30,77,False
2017-12-31,68,False
2018-01-01,76,False
2018-01-02,77,False
2018-01-03,77,False
2018-01-04,78,False
2018-01-05,73,False
2018-01-06,77,False
2018-01-07,84,False
2018-01-08,73,False
2018-01-09,72,False
2018-01-10,74,False
2018-01-11,72,False
2018-01-12,71,False
2018-01-13,79,False
2018-01-14,84,False
2018-01-15,75,False
2018-01-16,74,False
2018-01-17,71,False
2018-01-18,70,False
2018-01-19,71,False
2018-01-20,78,False
2018-01-21,86,False
2018-01-22,75,False
2018-01-23,72,False
2018-01-24,72,False
2018-01-25,68,False
2018-01-26,71,False
2018-01-27,78,False
2018-01-28,88,False
2018-01-29,77,False
2018-01-30,71,False
2018-01-31,72,False
2018-02-01,72,False
2018-02-02,71,False
2018-02-03,78,False
2018-02-04,85,False
2018-02-05,74,False
2018-02-06,72,False
2018-02-07,69,False
2018-02-08,70,False
2018-02-09,70,False
2018-02-10,75,False
2018-02-11,85,False
2018-02-12,73,False
2018-02-13,71,False
2018-02-14,66,False
2018-02-15,70,False
2018-02-16,69,False
2018-02-17,74,False
2018-02-18,81,False
2018-02-19,75,False
2018-02-20,72,False
2018-02-21,70,False
2018-02-22,69,False
2018-02-23,71,False
2018-02-24,78,False
2018-02-25,84,False
2018-02-26,71,False
2018-02-27,73,False
2018-02-28,69,False
2018-03-01,70,False
2018-03-02,70,False
2018-03-03,77,False
2018-03-04,85,False
2018-03-05,73,False
2018-03-06,74,False
2018-03-07,69,False
2018-03-08,69,False
2018-03-09,70,False
2018-03-10,78,False
2018-03-11,82,False
2018-03-12,73,False
2018-03-13,70,False
2018-03-14,68,False
2018-03-15,67,False
2018-03-16,69,False
2018-03-17,74,False
2018-03-18,84,False
2018-03-19,73,False
2018-03-20,71,False
2018-03-21,68,False
2018-03-22,71,False
2018-03-23,68,False
2018-03-24,75,False
2018-03-25,78,False
2018-03-26,72,False
2018-03-27,70,False
2018-03-28,70,False
2018-03-29,68,False
2018-03-30,73,False
2018-03-31,71,False
2018-04-01,75,False
2018-04-02,75,False
2018-04-03,70,False
2018-04-04,70,False
2018-04-05,68,False
2018-04-06,68,False
2018-04-07,71,False
2018-04-08,80,False
2018-04-09,71,False
2018-04-10,70,False
2018-04-11,69,False
2018-04-12,67,False
2018-04-13,68,False
2018-04-14,69,False
2018-04-15,79,False
2018-04-16,71,False
2018-04-17,67,False
2018-04-18,65,False
2018-04-19,63,False
2018-04-20,64,False
2018-04-21,68,False
2018-04-22,80,False
2018-04-23,73,False
2018-04-24,71,False
2018-04-25,70,False
2018-04-26,66,False
2018-04-27,65,False
2018-04-28,68,False
2018-04-29,77,False
2018-04-30,68,False
2018-05-01,74,False
2018-05-02,70,False
2018-05-03,66,False
2018-05-04,65,False
2018-05-05,67,False
2018-05-06,71,False
2018-05-07,65,False
2018-05-08,65,False
2018-05-09,63,False
2018-05-10,68,False
2018-05-11,63,False
2018-05-12,67,False
2018-05-13,74,False
2018-05-14,66,False
2018-05-15,63,False
2018-05-16,65,False
2018-05-17,63,False
2018-05-18,63,False
2018-05-19,61,False
2018-05-20,73,False
2018-05-21,68,False
2018-05-22,65,False
2018-05-23,64,False
2018-05-24,62,False
2018-05-25,62,False
2018-05-26,62,False
2018-05-27,71,False
2018-05-28,65,False
2018-05-29,65,False
2018-05-30,64,False
2018-05-31,66,False
2018-06-01,65,False
