date,SYMC
2014-07-24,45
2014-07-25,35
2014-07-26,10
2014-07-27,17
2014-07-28,48
2014-07-29,42
2014-07-30,31
2014-07-31,17
2014-08-01,41
2014-08-02,24
2014-08-03,21
2014-08-04,33
2014-08-05,25
2014-08-06,39
2014-08-07,100
2014-08-08,45
2014-08-09,24
2014-08-10,27
2014-08-11,45
2014-08-12,54
2014-08-13,30
2014-08-14,37
2014-08-15,24
2014-08-16,30
2014-08-17,23
2014-08-18,36
2014-08-19,47
2014-08-20,47
2014-08-21,28
2014-08-22,34
2014-08-23,13
2014-08-24,26
2014-08-25,43
2014-08-26,43
2014-08-27,30
2014-08-28,38
2014-08-29,34
2014-08-30,10
2014-08-31,10
2014-09-01,16
2014-09-02,34
2014-09-03,24
2014-09-04,43
2014-09-05,25
2014-09-06,10
2014-09-07,19
2014-09-08,37
2014-09-09,36
2014-09-10,26
2014-09-11,34
2014-09-12,33
2014-09-13,25
2014-09-14,31
2014-09-15,37
2014-09-16,34
2014-09-17,24
2014-09-18,42
2014-09-19,17
2014-09-20,9
2014-09-21,0
2014-09-22,18
2014-09-23,23
2014-09-24,29
2014-09-25,45
2014-09-26,44
2014-09-27,13
2014-09-28,13
2014-09-29,26
2014-09-30,26
2014-10-01,21
2014-10-02,29
2014-10-03,31
2014-10-04,22
2014-10-05,12
2014-10-06,21
2014-10-07,23
2014-10-08,52
2014-10-09,100
2014-10-10,98
2014-10-11,31
2014-10-12,6
2014-10-13,51
2014-10-14,28
2014-10-15,28
2014-10-16,47
2014-10-17,43
2014-10-18,19
2014-10-19,18
2014-10-20,25
2014-10-21,31
2014-10-22,48
2014-10-23,31
2014-10-24,38
2014-10-25,15
2014-10-26,6
2014-10-27,17
2014-10-28,51
2014-10-29,28
2014-10-30,36
2014-10-31,38
2014-11-01,9
2014-11-02,6
2014-11-03,28
2014-11-04,51
2014-11-05,58
2014-11-06,84
2014-11-07,53
2014-11-08,12
2014-11-09,9
2014-11-10,28
2014-11-11,35
2014-11-12,42
2014-11-13,46
2014-11-14,39
2014-11-15,24
2014-11-16,17
2014-11-17,22
2014-11-18,46
2014-11-19,29
2014-11-20,31
2014-11-21,18
2014-11-22,12
2014-11-23,12
2014-11-24,37
2014-11-25,40
2014-11-26,30
2014-11-27,18
2014-11-28,48
2014-11-29,12
2014-11-30,12
2014-12-01,56
2014-12-02,57
2014-12-03,35
2014-12-04,28
2014-12-05,32
2014-12-06,6
2014-12-07,9
2014-12-08,25
2014-12-09,20
2014-12-10,22
2014-12-11,31
2014-12-12,26
2014-12-13,24
2014-12-14,9
2014-12-15,25
2014-12-16,23
2014-12-17,26
2014-12-18,34
2014-12-19,22
2014-12-20,15
2014-12-21,9
2014-12-22,29
2014-12-23,28
2014-12-24,25
2014-12-25,20
2014-12-26,18
2014-12-27,12
2014-12-28,15
2014-12-29,22
2014-12-30,22
2014-12-31,27
2015-01-01,26
2015-01-02,8
2015-01-03,9
2015-01-04,11
2015-01-05,30
2015-01-06,23
2015-01-07,32
2015-01-08,39
2015-01-09,22
2015-01-10,14
2015-01-11,11
2015-01-12,27
2015-01-13,31
2015-01-14,29
2015-01-15,27
2015-01-16,22
2015-01-17,17
2015-01-18,17
2015-01-19,12
2015-01-20,38
2015-01-21,29
2015-01-22,24
2015-01-23,37
2015-01-24,8
2015-01-25,6
2015-01-26,45
2015-01-27,54
2015-01-28,31
2015-01-29,29
2015-01-30,20
2015-01-31,34
2015-02-01,8
2015-02-02,26
2015-02-03,43
2015-02-04,21
2015-02-05,62
2015-02-06,67
2015-02-07,17
2015-02-08,17
2015-02-09,35
2015-02-10,35
2015-02-11,40
2015-02-12,34
2015-02-13,45
2015-02-14,28
2015-02-15,6
2015-02-16,32
2015-02-17,29
2015-02-18,34
2015-02-19,22
2015-02-20,30
2015-02-21,28
2015-02-22,25
2015-02-23,23
2015-02-24,31
2015-02-25,38
2015-02-26,43
2015-02-27,52
2015-02-28,22
2015-03-01,11
2015-03-02,33
2015-03-03,40
2015-03-04,21
2015-03-05,22
2015-03-06,32
2015-03-07,28
2015-03-08,14
2015-03-09,33
2015-03-10,45
2015-03-11,51
2015-03-12,36
2015-03-13,24
2015-03-14,17
2015-03-15,8
2015-03-16,23
2015-03-17,38
2015-03-18,38
2015-03-19,26
2015-03-20,17
2015-03-21,8
2015-03-22,19
2015-03-23,16
2015-03-24,28
2015-03-25,27
2015-03-26,24
2015-03-27,25
2015-03-28,18
2015-03-29,26
2015-03-30,21
2015-03-31,21
2015-04-01,22
2015-04-02,20
2015-04-03,24
2015-04-04,9
2015-04-05,18
2015-04-06,30
2015-04-07,33
2015-04-08,26
2015-04-09,29
2015-04-10,33
