date,SYMC
2016-05-04,29
2016-05-05,37
2016-05-06,15
2016-05-07,22
2016-05-08,13
2016-05-09,23
2016-05-10,20
2016-05-11,27
2016-05-12,33
2016-05-13,30
2016-05-14,29
2016-05-15,21
2016-05-16,20
2016-05-17,28
2016-05-18,29
2016-05-19,13
2016-05-20,26
2016-05-21,15
2016-05-22,17
2016-05-23,16
2016-05-24,22
2016-05-25,31
2016-05-26,23
2016-05-27,27
2016-05-28,20
2016-05-29,13
2016-05-30,28
2016-05-31,23
2016-06-01,34
2016-06-02,26
2016-06-03,36
2016-06-04,11
2016-06-05,17
2016-06-06,33
2016-06-07,22
2016-06-08,18
2016-06-09,21
2016-06-10,29
2016-06-11,11
2016-06-12,8
2016-06-13,100
2016-06-14,84
2016-06-15,43
2016-06-16,58
2016-06-17,66
2016-06-18,17
2016-06-19,11
2016-06-20,65
2016-06-21,66
2016-06-22,49
2016-06-23,41
2016-06-24,71
2016-06-25,39
2016-06-26,19
2016-06-27,42
2016-06-28,35
2016-06-29,48
2016-06-30,34
2016-07-01,37
2016-07-02,11
2016-07-03,11
2016-07-04,23
2016-07-05,47
2016-07-06,29
2016-07-07,27
2016-07-08,37
2016-07-09,24
2016-07-10,11
2016-07-11,30
2016-07-12,40
2016-07-13,37
2016-07-14,38
2016-07-15,38
2016-07-16,18
2016-07-17,18
2016-07-18,28
2016-07-19,32
2016-07-20,32
2016-07-21,38
2016-07-22,31
2016-07-23,20
2016-07-24,15
2016-07-25,42
2016-07-26,29
2016-07-27,24
2016-07-28,25
2016-07-29,27
2016-07-30,13
2016-07-31,18
2016-08-01,35
2016-08-02,33
2016-08-03,15
2016-08-04,38
2016-08-05,60
2016-08-06,25
2016-08-07,15
2016-08-08,15
2016-08-09,48
2016-08-10,37
2016-08-11,28
2016-08-12,23
2016-08-13,15
2016-08-14,4
2016-08-15,39
2016-08-16,48
2016-08-17,37
2016-08-18,38
2016-08-19,48
2016-08-20,28
2016-08-21,13
2016-08-22,20
2016-08-23,57
2016-08-24,33
2016-08-25,39
2016-08-26,27
2016-08-27,11
2016-08-28,17
2016-08-29,29
2016-08-30,34
2016-08-31,41
2016-09-01,31
2016-09-02,38
2016-09-03,19
2016-09-04,13
2016-09-05,30
2016-09-06,34
2016-09-07,47
2016-09-08,54
2016-09-09,61
2016-09-10,25
2016-09-11,10
2016-09-12,25
2016-09-13,41
2016-09-14,52
2016-09-15,42
2016-09-16,41
2016-09-17,19
2016-09-18,6
2016-09-19,46
2016-09-20,33
2016-09-21,44
2016-09-22,32
2016-09-23,26
2016-09-24,21
2016-09-25,12
2016-09-26,35
2016-09-27,28
2016-09-28,26
2016-09-29,28
2016-09-30,20
2016-10-01,14
2016-10-02,8
2016-10-03,26
2016-10-04,26
2016-10-05,21
2016-10-06,35
2016-10-07,31
2016-10-08,10
2016-10-09,24
2016-10-10,23
2016-10-11,24
2016-10-12,25
2016-10-13,30
2016-10-14,23
2016-10-15,8
2016-10-16,12
2016-10-17,21
2016-10-18,14
2016-10-19,14
2016-10-20,21
2016-10-21,25
2016-10-22,14
2016-10-23,8
2016-10-24,26
2016-10-25,14
2016-10-26,22
2016-10-27,23
2016-10-28,11
2016-10-29,8
2016-10-30,10
2016-10-31,11
2016-11-01,16
2016-11-02,33
2016-11-03,50
2016-11-04,53
2016-11-05,18
2016-11-06,12
2016-11-07,33
2016-11-08,32
2016-11-09,47
2016-11-10,29
2016-11-11,27
2016-11-12,16
2016-11-13,8
2016-11-14,27
2016-11-15,31
2016-11-16,31
2016-11-17,31
2016-11-18,28
2016-11-19,10
2016-11-20,12
2016-11-21,65
2016-11-22,36
2016-11-23,31
2016-11-24,25
2016-11-25,21
2016-11-26,10
2016-11-27,13
2016-11-28,37
2016-11-29,30
2016-11-30,30
2016-12-01,24
2016-12-02,19
2016-12-03,14
2016-12-04,6
2016-12-05,38
2016-12-06,25
2016-12-07,19
2016-12-08,24
2016-12-09,31
2016-12-10,18
2016-12-11,10
2016-12-12,25
2016-12-13,22
2016-12-14,24
2016-12-15,29
2016-12-16,14
2016-12-17,20
2016-12-18,14
2016-12-19,24
2016-12-20,35
2016-12-21,21
2016-12-22,20
2016-12-23,15
2016-12-24,4
2016-12-25,16
2016-12-26,23
2016-12-27,20
2016-12-28,20
2016-12-29,11
2016-12-30,8
2016-12-31,17
2017-01-01,22
2017-01-02,20
2017-01-03,29
2017-01-04,34
2017-01-05,26
2017-01-06,30
2017-01-07,15
2017-01-08,9
2017-01-09,25
2017-01-10,26
2017-01-11,33
2017-01-12,13
2017-01-13,42
2017-01-14,10
2017-01-15,8
2017-01-16,17
2017-01-17,23
2017-01-18,25
2017-01-19,33
