date,SYMC
2012-01-26,43
2012-01-27,35
2012-01-28,22
2012-01-29,12
2012-01-30,18
2012-01-31,36
2012-02-01,25
2012-02-02,28
2012-02-03,38
2012-02-04,12
2012-02-05,30
2012-02-06,31
2012-02-07,25
2012-02-08,28
2012-02-09,31
2012-02-10,19
2012-02-11,18
2012-02-12,18
2012-02-13,25
2012-02-14,28
2012-02-15,28
2012-02-16,41
2012-02-17,38
2012-02-18,22
2012-02-19,6
2012-02-20,24
2012-02-21,47
2012-02-22,25
2012-02-23,23
2012-02-24,24
2012-02-25,12
2012-02-26,12
2012-02-27,15
2012-02-28,20
2012-02-29,30
2012-03-01,29
2012-03-02,30
2012-03-03,19
2012-03-04,16
2012-03-05,28
2012-03-06,28
2012-03-07,33
2012-03-08,36
2012-03-09,30
2012-03-10,21
2012-03-11,12
2012-03-12,23
2012-03-13,33
2012-03-14,33
2012-03-15,23
2012-03-16,24
2012-03-17,15
2012-03-18,15
2012-03-19,36
2012-03-20,38
2012-03-21,18
2012-03-22,13
2012-03-23,14
2012-03-24,19
2012-03-25,13
2012-03-26,15
2012-03-27,33
2012-03-28,23
2012-03-29,26
2012-03-30,27
2012-03-31,19
2012-04-01,19
2012-04-02,33
2012-04-03,10
2012-04-04,24
2012-04-05,24
2012-04-06,15
2012-04-07,20
2012-04-08,17
2012-04-09,6
2012-04-10,24
2012-04-11,25
2012-04-12,31
2012-04-13,22
2012-04-14,6
2012-04-15,6
2012-04-16,8
2012-04-17,15
2012-04-18,25
2012-04-19,20
2012-04-20,21
2012-04-21,9
2012-04-22,9
2012-04-23,12
2012-04-24,55
2012-04-25,45
2012-04-26,23
2012-04-27,11
2012-04-28,16
2012-04-29,22
2012-04-30,21
2012-05-01,25
2012-05-02,28
2012-05-03,23
2012-05-04,11
2012-05-05,12
2012-05-06,0
2012-05-07,8
2012-05-08,20
2012-05-09,48
2012-05-10,10
2012-05-11,32
2012-05-12,12
2012-05-13,0
2012-05-14,32
2012-05-15,17
2012-05-16,25
2012-05-17,10
2012-05-18,30
2012-05-19,6
2012-05-20,6
2012-05-21,35
2012-05-22,22
2012-05-23,25
2012-05-24,26
2012-05-25,16
2012-05-26,6
2012-05-27,19
2012-05-28,11
2012-05-29,32
2012-05-30,10
2012-05-31,18
2012-06-01,21
2012-06-02,6
2012-06-03,6
2012-06-04,25
2012-06-05,10
2012-06-06,15
2012-06-07,13
2012-06-08,11
2012-06-09,6
2012-06-10,9
2012-06-11,20
2012-06-12,20
2012-06-13,17
2012-06-14,15
2012-06-15,34
2012-06-16,16
2012-06-17,9
2012-06-18,15
2012-06-19,17
2012-06-20,12
2012-06-21,30
2012-06-22,13
2012-06-23,13
2012-06-24,6
2012-06-25,15
2012-06-26,15
2012-06-27,13
2012-06-28,23
2012-06-29,22
2012-06-30,19
2012-07-01,6
2012-07-02,38
2012-07-03,20
2012-07-04,24
2012-07-05,16
2012-07-06,16
2012-07-07,19
2012-07-08,13
2012-07-09,28
2012-07-10,20
2012-07-11,36
2012-07-12,36
2012-07-13,19
2012-07-14,19
2012-07-15,10
2012-07-16,25
2012-07-17,18
2012-07-18,20
2012-07-19,13
2012-07-20,13
2012-07-21,10
2012-07-22,0
2012-07-23,30
2012-07-24,23
2012-07-25,100
2012-07-26,72
2012-07-27,40
2012-07-28,22
2012-07-29,25
2012-07-30,33
2012-07-31,25
2012-08-01,23
2012-08-02,31
2012-08-03,48
2012-08-04,19
2012-08-05,28
2012-08-06,36
2012-08-07,25
2012-08-08,35
2012-08-09,26
2012-08-10,16
2012-08-11,28
2012-08-12,19
2012-08-13,33
2012-08-14,28
2012-08-15,24
2012-08-16,39
2012-08-17,35
2012-08-18,13
2012-08-19,13
2012-08-20,21
2012-08-21,38
2012-08-22,23
2012-08-23,29
2012-08-24,32
2012-08-25,30
2012-08-26,0
2012-08-27,39
2012-08-28,29
2012-08-29,30
2012-08-30,35
2012-08-31,18
2012-09-01,12
2012-09-02,15
2012-09-03,20
2012-09-04,14
2012-09-05,25
2012-09-06,42
2012-09-07,24
2012-09-08,21
2012-09-09,18
2012-09-10,29
2012-09-11,38
2012-09-12,29
2012-09-13,29
2012-09-14,33
2012-09-15,15
2012-09-16,9
2012-09-17,26
2012-09-18,26
2012-09-19,36
2012-09-20,27
2012-09-21,25
2012-09-22,18
2012-09-23,12
2012-09-24,24
2012-09-25,33
2012-09-26,29
2012-09-27,19
2012-09-28,15
2012-09-29,9
2012-09-30,23
2012-10-01,22
2012-10-02,24
2012-10-03,41
2012-10-04,26
2012-10-05,17
2012-10-06,17
2012-10-07,6
2012-10-08,32
2012-10-09,23
2012-10-10,14
2012-10-11,19
2012-10-12,40
