date,SYMC
2016-08-02,29
2016-08-03,25
2016-08-04,45
2016-08-05,100
2016-08-06,26
2016-08-07,16
2016-08-08,33
2016-08-09,41
2016-08-10,35
2016-08-11,30
2016-08-12,42
2016-08-13,30
2016-08-14,7
2016-08-15,55
2016-08-16,60
2016-08-17,27
2016-08-18,47
2016-08-19,59
2016-08-20,25
2016-08-21,13
2016-08-22,37
2016-08-23,56
2016-08-24,36
2016-08-25,49
2016-08-26,24
2016-08-27,13
2016-08-28,11
2016-08-29,49
2016-08-30,47
2016-08-31,35
2016-09-01,42
2016-09-02,45
2016-09-03,36
2016-09-04,18
2016-09-05,25
2016-09-06,22
2016-09-07,55
2016-09-08,47
2016-09-09,50
2016-09-10,22
2016-09-11,9
2016-09-12,45
2016-09-13,45
2016-09-14,30
2016-09-15,36
2016-09-16,53
2016-09-17,33
2016-09-18,17
2016-09-19,44
2016-09-20,36
2016-09-21,41
2016-09-22,39
2016-09-23,27
2016-09-24,7
2016-09-25,17
2016-09-26,40
2016-09-27,24
2016-09-28,22
2016-09-29,31
2016-09-30,25
2016-10-01,13
2016-10-02,10
2016-10-03,24
2016-10-04,36
2016-10-05,29
2016-10-06,29
2016-10-07,34
2016-10-08,19
2016-10-09,19
2016-10-10,26
2016-10-11,35
2016-10-12,19
2016-10-13,36
2016-10-14,28
2016-10-15,11
2016-10-16,21
2016-10-17,34
2016-10-18,39
2016-10-19,23
2016-10-20,20
2016-10-21,28
2016-10-22,10
2016-10-23,4
2016-10-24,20
2016-10-25,30
2016-10-26,29
2016-10-27,36
2016-10-28,17
2016-10-29,4
2016-10-30,23
2016-10-31,22
2016-11-01,15
2016-11-02,25
2016-11-03,50
2016-11-04,61
2016-11-05,20
2016-11-06,33
2016-11-07,35
2016-11-08,26
2016-11-09,41
2016-11-10,23
2016-11-11,30
2016-11-12,16
2016-11-13,14
2016-11-14,24
2016-11-15,26
2016-11-16,25
2016-11-17,29
2016-11-18,21
2016-11-19,12
2016-11-20,14
2016-11-21,75
2016-11-22,32
2016-11-23,25
2016-11-24,26
2016-11-25,24
2016-11-26,12
2016-11-27,20
2016-11-28,35
2016-11-29,21
2016-11-30,23
2016-12-01,23
2016-12-02,13
2016-12-03,18
2016-12-04,6
2016-12-05,30
2016-12-06,17
2016-12-07,18
2016-12-08,18
2016-12-09,25
2016-12-10,9
2016-12-11,11
2016-12-12,23
2016-12-13,19
2016-12-14,23
2016-12-15,18
2016-12-16,11
2016-12-17,13
2016-12-18,6
2016-12-19,33
2016-12-20,28
2016-12-21,21
2016-12-22,9
2016-12-23,12
2016-12-24,4
2016-12-25,19
2016-12-26,14
2016-12-27,26
2016-12-28,27
2016-12-29,13
2016-12-30,6
2016-12-31,18
2017-01-01,16
2017-01-02,15
2017-01-03,28
2017-01-04,28
2017-01-05,25
2017-01-06,22
2017-01-07,22
2017-01-08,12
2017-01-09,23
2017-01-10,21
2017-01-11,34
2017-01-12,19
2017-01-13,30
2017-01-14,16
2017-01-15,10
2017-01-16,19
2017-01-17,27
2017-01-18,31
2017-01-19,31
2017-01-20,27
2017-01-21,12
2017-01-22,12
2017-01-23,22
2017-01-24,34
2017-01-25,36
2017-01-26,43
2017-01-27,38
2017-01-28,24
2017-01-29,12
2017-01-30,20
2017-01-31,39
2017-02-01,68
2017-02-02,42
2017-02-03,27
2017-02-04,14
2017-02-05,15
2017-02-06,22
2017-02-07,40
2017-02-08,44
2017-02-09,68
2017-02-10,51
2017-02-11,16
2017-02-12,19
2017-02-13,37
2017-02-14,31
2017-02-15,31
2017-02-16,47
2017-02-17,18
2017-02-18,26
2017-02-19,16
2017-02-20,26
2017-02-21,37
2017-02-22,20
2017-02-23,27
2017-02-24,38
2017-02-25,8
2017-02-26,23
2017-02-27,29
2017-02-28,33
2017-03-01,39
2017-03-02,31
2017-03-03,35
2017-03-04,21
2017-03-05,17
2017-03-06,32
2017-03-07,40
2017-03-08,32
2017-03-09,35
2017-03-10,24
2017-03-11,21
2017-03-12,15
2017-03-13,46
2017-03-14,48
2017-03-15,39
2017-03-16,39
2017-03-17,25
2017-03-18,12
2017-03-19,15
2017-03-20,25
2017-03-21,29
2017-03-22,44
2017-03-23,46
2017-03-24,21
2017-03-25,12
2017-03-26,12
2017-03-27,22
2017-03-28,35
2017-03-29,24
2017-03-30,36
2017-03-31,29
2017-04-01,12
2017-04-02,10
2017-04-03,26
2017-04-04,19
2017-04-05,26
2017-04-06,19
2017-04-07,18
2017-04-08,12
2017-04-09,8
2017-04-10,33
2017-04-11,23
2017-04-12,39
2017-04-13,20
2017-04-14,12
2017-04-15,14
2017-04-16,4
2017-04-17,29
2017-04-18,32
