date,SYMC
2017-01-19,40
2017-01-20,43
2017-01-21,31
2017-01-22,16
2017-01-23,38
2017-01-24,29
2017-01-25,56
2017-01-26,50
2017-01-27,48
2017-01-28,21
2017-01-29,13
2017-01-30,33
2017-01-31,62
2017-02-01,100
2017-02-02,91
2017-02-03,81
2017-02-04,35
2017-02-05,23
2017-02-06,50
2017-02-07,57
2017-02-08,44
2017-02-09,86
2017-02-10,46
2017-02-11,24
2017-02-12,20
2017-02-13,42
2017-02-14,49
2017-02-15,48
2017-02-16,87
2017-02-17,38
2017-02-18,35
2017-02-19,13
2017-02-20,45
2017-02-21,38
2017-02-22,32
2017-02-23,38
2017-02-24,35
2017-02-25,17
2017-02-26,19
2017-02-27,47
2017-02-28,32
2017-03-01,47
2017-03-02,46
2017-03-03,42
2017-03-04,16
2017-03-05,20
2017-03-06,39
2017-03-07,41
2017-03-08,44
2017-03-09,42
2017-03-10,46
2017-03-11,24
2017-03-12,22
2017-03-13,50
2017-03-14,55
2017-03-15,38
2017-03-16,52
2017-03-17,45
2017-03-18,22
2017-03-19,13
2017-03-20,35
2017-03-21,35
2017-03-22,47
2017-03-23,64
2017-03-24,43
2017-03-25,8
2017-03-26,19
2017-03-27,33
2017-03-28,38
2017-03-29,41
2017-03-30,31
2017-03-31,35
2017-04-01,19
