date,SYMC
2010-08-24,68
2010-08-25,28
2010-08-26,37
2010-08-27,49
2010-08-28,0
2010-08-29,18
2010-08-30,27
2010-08-31,27
2010-09-01,32
2010-09-02,46
2010-09-03,10
2010-09-04,12
2010-09-05,12
2010-09-06,24
2010-09-07,45
2010-09-08,94
2010-09-09,41
2010-09-10,53
2010-09-11,23
2010-09-12,28
2010-09-13,52
2010-09-14,57
2010-09-15,40
2010-09-16,63
2010-09-17,42
2010-09-18,29
2010-09-19,28
2010-09-20,57
2010-09-21,40
2010-09-22,40
2010-09-23,40
2010-09-24,46
2010-09-25,23
2010-09-26,11
2010-09-27,38
2010-09-28,38
2010-09-29,48
2010-09-30,48
2010-10-01,32
2010-10-02,0
2010-10-03,16
2010-10-04,47
2010-10-05,77
2010-10-06,48
2010-10-07,70
2010-10-08,28
2010-10-09,28
2010-10-10,11
2010-10-11,48
2010-10-12,22
2010-10-13,48
2010-10-14,30
2010-10-15,31
2010-10-16,22
2010-10-17,11
2010-10-18,34
2010-10-19,33
2010-10-20,38
2010-10-21,39
2010-10-22,36
2010-10-23,11
2010-10-24,27
2010-10-25,50
2010-10-26,50
2010-10-27,67
2010-10-28,64
2010-10-29,46
2010-10-30,16
2010-10-31,11
2010-11-01,44
2010-11-02,49
2010-11-03,45
2010-11-04,37
2010-11-05,63
2010-11-06,11
2010-11-07,21
2010-11-08,37
2010-11-09,66
2010-11-10,100
2010-11-11,85
2010-11-12,57
2010-11-13,32
2010-11-14,31
2010-11-15,72
2010-11-16,50
2010-11-17,29
2010-11-18,76
2010-11-19,44
2010-11-20,21
2010-11-21,20
2010-11-22,52
2010-11-23,53
2010-11-24,58
2010-11-25,44
2010-11-26,64
2010-11-27,21
2010-11-28,10
2010-11-29,64
2010-11-30,52
2010-12-01,49
2010-12-02,37
2010-12-03,26
2010-12-04,21
2010-12-05,25
2010-12-06,53
2010-12-07,45
2010-12-08,21
2010-12-09,54
2010-12-10,39
2010-12-11,21
2010-12-12,10
2010-12-13,40
2010-12-14,16
2010-12-15,46
2010-12-16,38
2010-12-17,49
2010-12-18,11
2010-12-19,11
2010-12-20,34
2010-12-21,30
2010-12-22,26
2010-12-23,19
2010-12-24,22
2010-12-25,13
2010-12-26,11
2010-12-27,23
2010-12-28,14
2010-12-29,9
2010-12-30,24
2010-12-31,28
2011-01-01,12
2011-01-02,11
2011-01-03,25
2011-01-04,37
2011-01-05,33
2011-01-06,54
2011-01-07,46
2011-01-08,15
2011-01-09,20
2011-01-10,32
2011-01-11,27
2011-01-12,59
2011-01-13,44
2011-01-14,41
2011-01-15,10
2011-01-16,0
2011-01-17,39
2011-01-18,31
2011-01-19,39
2011-01-20,66
2011-01-21,45
2011-01-22,49
2011-01-23,19
2011-01-24,30
2011-01-25,57
2011-01-26,54
2011-01-27,78
2011-01-28,61
2011-01-29,23
2011-01-30,18
2011-01-31,51
2011-02-01,66
2011-02-02,59
2011-02-03,34
2011-02-04,43
2011-02-05,19
2011-02-06,28
2011-02-07,41
2011-02-08,53
2011-02-09,57
2011-02-10,43
2011-02-11,36
2011-02-12,19
2011-02-13,19
2011-02-14,53
2011-02-15,33
2011-02-16,38
2011-02-17,57
2011-02-18,36
2011-02-19,28
2011-02-20,0
2011-02-21,38
2011-02-22,41
2011-02-23,42
2011-02-24,53
2011-02-25,44
2011-02-26,14
2011-02-27,14
2011-02-28,33
2011-03-01,44
2011-03-02,68
2011-03-03,54
2011-03-04,81
2011-03-05,43
2011-03-06,19
2011-03-07,50
2011-03-08,23
2011-03-09,38
2011-03-10,26
2011-03-11,35
2011-03-12,19
2011-03-13,9
2011-03-14,35
2011-03-15,49
2011-03-16,44
2011-03-17,38
2011-03-18,24
2011-03-19,9
2011-03-20,9
2011-03-21,45
2011-03-22,41
2011-03-23,56
2011-03-24,35
2011-03-25,40
2011-03-26,9
2011-03-27,0
2011-03-28,33
2011-03-29,52
2011-03-30,23
2011-03-31,26
2011-04-01,24
2011-04-02,24
2011-04-03,9
2011-04-04,37
2011-04-05,55
2011-04-06,30
2011-04-07,49
2011-04-08,24
2011-04-09,10
2011-04-10,9
2011-04-11,19
2011-04-12,33
2011-04-13,34
2011-04-14,46
2011-04-15,24
2011-04-16,14
2011-04-17,10
2011-04-18,30
2011-04-19,34
2011-04-20,66
2011-04-21,66
2011-04-22,23
2011-04-23,25
2011-04-24,21
2011-04-25,33
2011-04-26,33
2011-04-27,22
2011-04-28,41
2011-04-29,20
2011-04-30,10
2011-05-01,9
2011-05-02,45
2011-05-03,37
2011-05-04,30
2011-05-05,42
2011-05-06,48
2011-05-07,24
2011-05-08,0
2011-05-09,44
2011-05-10,29
2011-05-11,55
