date,SYMC
2015-04-10,35
2015-04-11,20
2015-04-12,20
2015-04-13,36
2015-04-14,23
2015-04-15,20
2015-04-16,28
2015-04-17,28
2015-04-18,17
2015-04-19,9
2015-04-20,25
2015-04-21,26
2015-04-22,9
2015-04-23,21
2015-04-24,14
2015-04-25,17
2015-04-26,6
2015-04-27,21
2015-04-28,15
2015-04-29,23
2015-04-30,21
2015-05-01,9
2015-05-02,8
2015-05-03,6
2015-05-04,29
2015-05-05,27
2015-05-06,22
2015-05-07,24
2015-05-08,23
2015-05-09,12
2015-05-10,7
2015-05-11,22
2015-05-12,28
2015-05-13,18
2015-05-14,52
2015-05-15,37
2015-05-16,8
2015-05-17,9
2015-05-18,24
2015-05-19,35
2015-05-20,22
2015-05-21,21
2015-05-22,19
2015-05-23,14
2015-05-24,9
2015-05-25,19
2015-05-26,25
2015-05-27,20
2015-05-28,26
2015-05-29,27
2015-05-30,14
2015-05-31,17
2015-06-01,25
2015-06-02,21
2015-06-03,39
2015-06-04,51
2015-06-05,39
2015-06-06,16
2015-06-07,30
2015-06-08,38
2015-06-09,41
2015-06-10,29
2015-06-11,42
2015-06-12,32
2015-06-13,9
2015-06-14,17
2015-06-15,23
2015-06-16,28
2015-06-17,36
2015-06-18,22
2015-06-19,34
2015-06-20,12
2015-06-21,7
2015-06-22,16
2015-06-23,19
2015-06-24,26
2015-06-25,29
2015-06-26,29
2015-06-27,5
2015-06-28,14
2015-06-29,34
2015-06-30,22
2015-07-01,16
2015-07-02,27
2015-07-03,20
2015-07-04,12
2015-07-05,8
2015-07-06,30
2015-07-07,25
2015-07-08,60
2015-07-09,25
2015-07-10,29
2015-07-11,11
2015-07-12,8
2015-07-13,28
2015-07-14,25
2015-07-15,24
2015-07-16,38
2015-07-17,24
2015-07-18,15
2015-07-19,15
2015-07-20,33
2015-07-21,21
2015-07-22,24
2015-07-23,17
2015-07-24,33
2015-07-25,14
2015-07-26,12
2015-07-27,19
2015-07-28,24
2015-07-29,25
2015-07-30,20
2015-07-31,18
2015-08-01,16
2015-08-02,14
2015-08-03,24
2015-08-04,27
2015-08-05,25
2015-08-06,25
2015-08-07,35
2015-08-08,21
2015-08-09,16
2015-08-10,21
2015-08-11,100
2015-08-12,65
2015-08-13,47
2015-08-14,31
2015-08-15,15
2015-08-16,8
2015-08-17,40
2015-08-18,45
2015-08-19,29
2015-08-20,25
2015-08-21,27
2015-08-22,11
2015-08-23,15
2015-08-24,48
2015-08-25,50
2015-08-26,41
2015-08-27,43
2015-08-28,16
2015-08-29,14
2015-08-30,23
2015-08-31,25
2015-09-01,24
2015-09-02,41
2015-09-03,41
2015-09-04,38
2015-09-05,18
2015-09-06,0
2015-09-07,18
2015-09-08,26
2015-09-09,29
2015-09-10,28
2015-09-11,19
2015-09-12,13
2015-09-13,17
2015-09-14,26
2015-09-15,21
2015-09-16,22
2015-09-17,30
2015-09-18,19
2015-09-19,9
2015-09-20,16
2015-09-21,22
2015-09-22,24
2015-09-23,19
2015-09-24,24
2015-09-25,16
2015-09-26,15
2015-09-27,17
2015-09-28,36
2015-09-29,24
2015-09-30,28
2015-10-01,21
2015-10-02,18
2015-10-03,24
2015-10-04,13
2015-10-05,27
2015-10-06,31
2015-10-07,33
2015-10-08,26
2015-10-09,22
2015-10-10,11
2015-10-11,10
2015-10-12,27
2015-10-13,29
2015-10-14,19
2015-10-15,25
2015-10-16,28
2015-10-17,12
2015-10-18,7
2015-10-19,25
2015-10-20,25
2015-10-21,25
2015-10-22,21
2015-10-23,25
2015-10-24,14
2015-10-25,11
2015-10-26,17
2015-10-27,27
2015-10-28,18
2015-10-29,33
2015-10-30,31
2015-10-31,9
2015-11-01,9
2015-11-02,31
2015-11-03,37
2015-11-04,28
2015-11-05,47
2015-11-06,26
2015-11-07,11
2015-11-08,14
2015-11-09,18
2015-11-10,16
2015-11-11,20
2015-11-12,21
2015-11-13,24
2015-11-14,14
2015-11-15,10
2015-11-16,19
2015-11-17,21
2015-11-18,24
2015-11-19,24
2015-11-20,28
2015-11-21,14
2015-11-22,7
2015-11-23,23
2015-11-24,24
2015-11-25,22
2015-11-26,14
2015-11-27,13
2015-11-28,8
2015-11-29,8
2015-11-30,27
2015-12-01,12
2015-12-02,20
2015-12-03,23
2015-12-04,21
2015-12-05,11
2015-12-06,8
2015-12-07,19
2015-12-08,18
2015-12-09,22
2015-12-10,16
2015-12-11,33
2015-12-12,14
2015-12-13,18
2015-12-14,29
2015-12-15,39
2015-12-16,34
2015-12-17,23
2015-12-18,23
2015-12-19,12
2015-12-20,21
2015-12-21,22
2015-12-22,18
2015-12-23,29
2015-12-24,20
2015-12-25,15
2015-12-26,11
