date,SYMC
2016-07-30,16
2016-07-31,24
2016-08-01,44
2016-08-02,49
2016-08-03,40
2016-08-04,67
2016-08-05,100
2016-08-06,29
2016-08-07,13
2016-08-08,33
2016-08-09,49
2016-08-10,35
2016-08-11,32
2016-08-12,37
2016-08-13,21
2016-08-14,5
2016-08-15,42
2016-08-16,60
2016-08-17,69
2016-08-18,63
2016-08-19,64
2016-08-20,23
2016-08-21,15
2016-08-22,33
2016-08-23,62
2016-08-24,46
2016-08-25,53
2016-08-26,32
2016-08-27,15
2016-08-28,23
2016-08-29,38
2016-08-30,38
2016-08-31,49
2016-09-01,28
2016-09-02,45
2016-09-03,30
2016-09-04,18
2016-09-05,15
2016-09-06,32
2016-09-07,56
2016-09-08,38
2016-09-09,40
2016-09-10,15
2016-09-11,15
2016-09-12,39
2016-09-13,46
2016-09-14,41
2016-09-15,39
2016-09-16,60
2016-09-17,22
2016-09-18,7
2016-09-19,50
2016-09-20,25
2016-09-21,44
2016-09-22,34
2016-09-23,26
2016-09-24,17
2016-09-25,7
2016-09-26,50
2016-09-27,27
2016-09-28,40
2016-09-29,34
2016-09-30,26
2016-10-01,5
2016-10-02,7
2016-10-03,27
2016-10-04,25
2016-10-05,18
2016-10-06,25
2016-10-07,26
2016-10-08,20
2016-10-09,17
2016-10-10,34
2016-10-11,23
2016-10-12,32
2016-10-13,48
2016-10-14,30
2016-10-15,10
2016-10-16,19
2016-10-17,30
2016-10-18,29
2016-10-19,27
2016-10-20,37
2016-10-21,23
2016-10-22,12
2016-10-23,5
2016-10-24,20
2016-10-25,28
2016-10-26,29
2016-10-27,27
2016-10-28,11
2016-10-29,19
2016-10-30,10
2016-10-31,25
2016-11-01,15
2016-11-02,37
2016-11-03,55
2016-11-04,65
2016-11-05,16
2016-11-06,18
2016-11-07,34
2016-11-08,32
2016-11-09,60
2016-11-10,37
2016-11-11,36
2016-11-12,28
2016-11-13,14
2016-11-14,28
2016-11-15,38
2016-11-16,37
2016-11-17,23
2016-11-18,32
2016-11-19,9
2016-11-20,16
2016-11-21,92
2016-11-22,38
2016-11-23,35
2016-11-24,25
2016-11-25,29
2016-11-26,12
2016-11-27,18
2016-11-28,52
2016-11-29,30
2016-11-30,28
2016-12-01,37
2016-12-02,21
2016-12-03,14
2016-12-04,7
2016-12-05,32
2016-12-06,20
2016-12-07,20
2016-12-08,15
2016-12-09,30
2016-12-10,13
2016-12-11,7
2016-12-12,28
2016-12-13,18
2016-12-14,30
2016-12-15,23
2016-12-16,21
2016-12-17,19
2016-12-18,19
2016-12-19,33
2016-12-20,27
2016-12-21,17
2016-12-22,22
2016-12-23,18
2016-12-24,13
2016-12-25,19
2016-12-26,27
2016-12-27,24
2016-12-28,22
2016-12-29,21
2016-12-30,5
2016-12-31,25
2017-01-01,18
2017-01-02,26
2017-01-03,36
2017-01-04,36
2017-01-05,14
2017-01-06,29
2017-01-07,18
2017-01-08,9
2017-01-09,31
2017-01-10,26
2017-01-11,31
2017-01-12,18
2017-01-13,42
2017-01-14,20
2017-01-15,7
2017-01-16,38
2017-01-17,45
2017-01-18,39
2017-01-19,39
2017-01-20,34
2017-01-21,20
2017-01-22,16
2017-01-23,37
2017-01-24,49
2017-01-25,39
2017-01-26,32
2017-01-27,41
2017-01-28,21
2017-01-29,16
2017-01-30,23
2017-01-31,58
2017-02-01,91
2017-02-02,59
2017-02-03,50
2017-02-04,27
2017-02-05,13
2017-02-06,36
2017-02-07,71
2017-02-08,31
2017-02-09,76
2017-02-10,76
2017-02-11,27
2017-02-12,22
2017-02-13,46
2017-02-14,49
2017-02-15,47
2017-02-16,70
2017-02-17,40
2017-02-18,29
2017-02-19,16
2017-02-20,35
2017-02-21,48
2017-02-22,40
2017-02-23,61
2017-02-24,69
2017-02-25,23
2017-02-26,13
2017-02-27,33
2017-02-28,56
2017-03-01,38
2017-03-02,31
2017-03-03,54
2017-03-04,22
2017-03-05,20
2017-03-06,23
2017-03-07,51
2017-03-08,38
2017-03-09,52
2017-03-10,44
2017-03-11,15
2017-03-12,22
2017-03-13,52
2017-03-14,44
2017-03-15,46
2017-03-16,37
2017-03-17,26
2017-03-18,13
2017-03-19,15
2017-03-20,48
2017-03-21,42
2017-03-22,44
2017-03-23,56
2017-03-24,32
2017-03-25,11
2017-03-26,23
2017-03-27,29
2017-03-28,42
2017-03-29,35
2017-03-30,35
2017-03-31,39
2017-04-01,11
2017-04-02,7
2017-04-03,31
2017-04-04,49
2017-04-05,25
2017-04-06,24
2017-04-07,27
2017-04-08,11
2017-04-09,7
2017-04-10,26
2017-04-11,28
2017-04-12,30
2017-04-13,37
2017-04-14,23
