date,SYMC
2011-01-01,16
2011-01-02,0
2011-01-03,63
2011-01-04,72
2011-01-05,50
2011-01-06,56
2011-01-07,40
2011-01-08,13
2011-01-09,13
2011-01-10,38
2011-01-11,58
2011-01-12,74
2011-01-13,48
2011-01-14,55
2011-01-15,20
2011-01-16,20
2011-01-17,32
2011-01-18,42
2011-01-19,58
2011-01-20,74
2011-01-21,38
2011-01-22,51
2011-01-23,13
2011-01-24,72
2011-01-25,46
2011-01-26,47
2011-01-27,89
2011-01-28,67
2011-01-29,13
2011-01-30,25
2011-01-31,45
2011-02-01,70
2011-02-02,45
2011-02-03,51
2011-02-04,54
2011-02-05,19
2011-02-06,25
2011-02-07,50
2011-02-08,46
2011-02-09,67
2011-02-10,47
2011-02-11,49
2011-02-12,13
2011-02-13,25
2011-02-14,57
2011-02-15,30
2011-02-16,76
2011-02-17,31
2011-02-18,59
2011-02-19,19
2011-02-20,12
2011-02-21,40
2011-02-22,35
2011-02-23,25
2011-02-24,46
2011-02-25,27
2011-02-26,25
2011-02-27,18
2011-02-28,45
2011-03-01,70
2011-03-02,51
2011-03-03,57
2011-03-04,54
2011-03-05,77
2011-03-06,13
2011-03-07,62
2011-03-08,72
2011-03-09,20
2011-03-10,66
2011-03-11,36
2011-03-12,26
2011-03-13,13
2011-03-14,48
2011-03-15,46
2011-03-16,40
2011-03-17,46
2011-03-18,38
2011-03-19,0
2011-03-20,25
2011-03-21,25
2011-03-22,65
2011-03-23,20
2011-03-24,15
2011-03-25,32
2011-03-26,13
2011-03-27,12
2011-03-28,49
2011-03-29,25
2011-03-30,45
2011-03-31,35
2011-04-01,21
2011-04-02,13
2011-04-03,0
2011-04-04,25
2011-04-05,55
2011-04-06,55
2011-04-07,83
2011-04-08,22
2011-04-09,13
2011-04-10,39
2011-04-11,30
2011-04-12,15
2011-04-13,31
2011-04-14,72
2011-04-15,59
2011-04-16,13
2011-04-17,13
2011-04-18,62
2011-04-19,47
2011-04-20,53
2011-04-21,67
2011-04-22,24
2011-04-23,28
2011-04-24,14
2011-04-25,34
2011-04-26,80
2011-04-27,40
2011-04-28,91
2011-04-29,48
2011-04-30,26
2011-05-01,19
2011-05-02,81
2011-05-03,60
2011-05-04,56
2011-05-05,82
2011-05-06,32
2011-05-07,39
2011-05-08,39
2011-05-09,50
2011-05-10,35
2011-05-11,64
2011-05-12,96
2011-05-13,100
2011-05-14,25
2011-05-15,37
2011-05-16,53
2011-05-17,50
2011-05-18,60
2011-05-19,66
2011-05-20,47
2011-05-21,19
2011-05-22,25
2011-05-23,44
2011-05-24,39
2011-05-25,45
2011-05-26,55
2011-05-27,47
2011-05-28,26
2011-05-29,26
2011-05-30,16
2011-05-31,40
2011-06-01,45
2011-06-02,58
2011-06-03,59
2011-06-04,26
2011-06-05,25
2011-06-06,40
2011-06-07,30
2011-06-08,65
2011-06-09,55
2011-06-10,42
2011-06-11,13
2011-06-12,0
2011-06-13,35
2011-06-14,44
2011-06-15,49
2011-06-16,30
2011-06-17,32
2011-06-18,19
2011-06-19,19
2011-06-20,15
2011-06-21,49
2011-06-22,55
2011-06-23,26
2011-06-24,43
2011-06-25,19
2011-06-26,13
2011-06-27,34
2011-06-28,49
2011-06-29,50
2011-06-30,46
2011-07-01,48
2011-07-02,20
2011-07-03,13
2011-07-04,16
2011-07-05,35
2011-07-06,30
2011-07-07,31
2011-07-08,48
2011-07-09,0
2011-07-10,26
2011-07-11,40
2011-07-12,50
2011-07-13,30
2011-07-14,41
2011-07-15,38
2011-07-16,46
2011-07-17,13
2011-07-18,65
2011-07-19,30
2011-07-20,56
2011-07-21,51
2011-07-22,59
2011-07-23,13
2011-07-24,13
2011-07-25,35
2011-07-26,25
2011-07-27,70
2011-07-28,56
2011-07-29,53
2011-07-30,13
2011-07-31,0
2011-08-01,56
2011-08-02,36
2011-08-03,80
2011-08-04,40
2011-08-05,42
2011-08-06,25
2011-08-07,31
2011-08-08,83
2011-08-09,34
2011-08-10,54
2011-08-11,50
2011-08-12,37
2011-08-13,32
2011-08-14,31
2011-08-15,52
2011-08-16,20
2011-08-17,60
2011-08-18,45
2011-08-19,41
2011-08-20,12
2011-08-21,12
2011-08-22,38
2011-08-23,38
2011-08-24,29
2011-08-25,34
2011-08-26,25
2011-08-27,18
2011-08-28,18
2011-08-29,48
2011-08-30,53
2011-08-31,28
2011-09-01,49
2011-09-02,25
2011-09-03,24
2011-09-04,23
2011-09-05,14
2011-09-06,37
2011-09-07,65
2011-09-08,42
2011-09-09,29
2011-09-10,23
2011-09-11,17
2011-09-12,37
2011-09-13,59
2011-09-14,32
2011-09-15,55
2011-09-16,88
2011-09-17,17
2011-09-18,17
