date,SYMC
2011-09-18,11
2011-09-19,60
2011-09-20,32
2011-09-21,32
2011-09-22,47
2011-09-23,45
2011-09-24,23
2011-09-25,23
2011-09-26,64
2011-09-27,23
2011-09-28,41
2011-09-29,33
2011-09-30,30
2011-10-01,35
2011-10-02,23
2011-10-03,56
2011-10-04,55
2011-10-05,23
2011-10-06,55
2011-10-07,24
2011-10-08,11
2011-10-09,11
2011-10-10,46
2011-10-11,65
2011-10-12,77
2011-10-13,46
2011-10-14,66
2011-10-15,28
2011-10-16,44
2011-10-17,50
2011-10-18,50
2011-10-19,36
2011-10-20,41
2011-10-21,63
2011-10-22,17
2011-10-23,16
2011-10-24,49
2011-10-25,31
2011-10-26,100
2011-10-27,73
2011-10-28,48
2011-10-29,11
2011-10-30,11
2011-10-31,56
2011-11-01,71
2011-11-02,36
2011-11-03,36
2011-11-04,42
2011-11-05,16
2011-11-06,16
2011-11-07,49
2011-11-08,48
2011-11-09,58
2011-11-10,23
2011-11-11,52
2011-11-12,16
2011-11-13,11
2011-11-14,44
2011-11-15,45
2011-11-16,66
2011-11-17,54
2011-11-18,42
2011-11-19,11
2011-11-20,0
2011-11-21,40
2011-11-22,18
2011-11-23,18
2011-11-24,38
2011-11-25,29
2011-11-26,16
2011-11-27,16
2011-11-28,22
2011-11-29,26
2011-11-30,40
2011-12-01,22
2011-12-02,32
2011-12-03,21
2011-12-04,0
2011-12-05,48
2011-12-06,35
2011-12-07,35
2011-12-08,54
2011-12-09,56
2011-12-10,21
2011-12-11,21
2011-12-12,30
2011-12-13,52
2011-12-14,26
2011-12-15,36
2011-12-16,41
2011-12-17,11
2011-12-18,0
2011-12-19,44
2011-12-20,76
2011-12-21,55
2011-12-22,28
2011-12-23,20
2011-12-24,24
2011-12-25,19
2011-12-26,42
2011-12-27,28
2011-12-28,42
2011-12-29,38
2011-12-30,10
2011-12-31,12
2012-01-01,24
2012-01-02,14
2012-01-03,26
2012-01-04,38
2012-01-05,35
2012-01-06,41
2012-01-07,21
2012-01-08,25
2012-01-09,33
2012-01-10,50
2012-01-11,33
2012-01-12,13
2012-01-13,35
2012-01-14,20
2012-01-15,35
2012-01-16,21
2012-01-17,21
2012-01-18,24
2012-01-19,46
2012-01-20,52
2012-01-21,35
2012-01-22,15
2012-01-23,57
2012-01-24,78
2012-01-25,41
2012-01-26,80
2012-01-27,61
2012-01-28,20
2012-01-29,20
2012-01-30,48
2012-01-31,49
2012-02-01,61
2012-02-02,58
2012-02-03,60
2012-02-04,25
2012-02-05,48
2012-02-06,53
2012-02-07,52
2012-02-08,61
2012-02-09,37
2012-02-10,43
2012-02-11,10
2012-02-12,9
2012-02-13,32
2012-02-14,37
2012-02-15,61
2012-02-16,82
2012-02-17,60
2012-02-18,25
2012-02-19,15
2012-02-20,51
2012-02-21,63
2012-02-22,41
2012-02-23,37
2012-02-24,29
2012-02-25,19
2012-02-26,14
2012-02-27,68
2012-02-28,40
2012-02-29,36
2012-03-01,34
2012-03-02,71
2012-03-03,10
2012-03-04,25
2012-03-05,46
2012-03-06,65
2012-03-07,48
2012-03-08,45
2012-03-09,59
2012-03-10,24
2012-03-11,19
2012-03-12,28
2012-03-13,36
2012-03-14,48
2012-03-15,49
2012-03-16,34
2012-03-17,20
2012-03-18,34
2012-03-19,40
2012-03-20,80
2012-03-21,32
2012-03-22,91
2012-03-23,30
2012-03-24,15
2012-03-25,10
2012-03-26,44
2012-03-27,69
2012-03-28,41
2012-03-29,17
2012-03-30,31
2012-03-31,49
2012-04-01,10
2012-04-02,82
2012-04-03,25
2012-04-04,42
2012-04-05,21
2012-04-06,38
2012-04-07,21
2012-04-08,31
2012-04-09,39
2012-04-10,38
2012-04-11,52
2012-04-12,33
2012-04-13,60
2012-04-14,10
2012-04-15,15
2012-04-16,8
2012-04-17,32
2012-04-18,72
2012-04-19,41
2012-04-20,29
2012-04-21,10
2012-04-22,14
2012-04-23,28
2012-04-24,72
2012-04-25,68
2012-04-26,73
2012-04-27,55
2012-04-28,10
2012-04-29,10
2012-04-30,51
2012-05-01,40
2012-05-02,72
2012-05-03,40
2012-05-04,30
2012-05-05,29
2012-05-06,10
2012-05-07,48
2012-05-08,20
2012-05-09,60
2012-05-10,57
2012-05-11,17
2012-05-12,10
2012-05-13,25
2012-05-14,24
2012-05-15,63
2012-05-16,40
2012-05-17,41
2012-05-18,30
2012-05-19,30
2012-05-20,20
2012-05-21,55
2012-05-22,39
2012-05-23,36
2012-05-24,53
2012-05-25,42
2012-05-26,36
2012-05-27,10
2012-05-28,38
2012-05-29,31
2012-05-30,28
2012-05-31,24
2012-06-01,50
2012-06-02,20
2012-06-03,0
2012-06-04,47
