date,SYMC
2014-03-16,8
2014-03-17,16
2014-03-18,19
2014-03-19,9
2014-03-20,53
2014-03-21,100
2014-03-22,20
2014-03-23,13
2014-03-24,42
2014-03-25,31
2014-03-26,37
2014-03-27,24
2014-03-28,37
2014-03-29,12
2014-03-30,8
2014-03-31,30
2014-04-01,19
2014-04-02,23
2014-04-03,25
2014-04-04,21
2014-04-05,11
2014-04-06,3
2014-04-07,20
2014-04-08,18
2014-04-09,19
2014-04-10,21
2014-04-11,14
2014-04-12,11
2014-04-13,4
2014-04-14,22
2014-04-15,14
2014-04-16,18
2014-04-17,22
2014-04-18,10
2014-04-19,3
2014-04-20,6
2014-04-21,17
2014-04-22,25
2014-04-23,15
2014-04-24,30
2014-04-25,23
2014-04-26,9
2014-04-27,3
2014-04-28,13
2014-04-29,21
2014-04-30,16
2014-05-01,19
2014-05-02,18
2014-05-03,10
2014-05-04,5
2014-05-05,21
2014-05-06,10
2014-05-07,13
2014-05-08,34
2014-05-09,19
2014-05-10,9
2014-05-11,8
2014-05-12,12
2014-05-13,17
2014-05-14,23
2014-05-15,19
2014-05-16,25
2014-05-17,11
2014-05-18,8
2014-05-19,12
2014-05-20,16
2014-05-21,27
2014-05-22,16
2014-05-23,21
2014-05-24,5
2014-05-25,11
2014-05-26,10
2014-05-27,22
2014-05-28,22
2014-05-29,28
2014-05-30,14
2014-05-31,5
2014-06-01,9
2014-06-02,21
2014-06-03,10
2014-06-04,14
2014-06-05,22
2014-06-06,15
2014-06-07,16
2014-06-08,5
2014-06-09,23
2014-06-10,19
2014-06-11,15
2014-06-12,19
2014-06-13,17
2014-06-14,6
2014-06-15,6
2014-06-16,16
2014-06-17,19
2014-06-18,5
2014-06-19,19
2014-06-20,20
2014-06-21,5
2014-06-22,12
2014-06-23,15
2014-06-24,18
2014-06-25,18
2014-06-26,22
2014-06-27,11
2014-06-28,11
2014-06-29,6
2014-06-30,21
2014-07-01,13
2014-07-02,13
2014-07-03,7
2014-07-04,8
2014-07-05,6
2014-07-06,8
2014-07-07,18
2014-07-08,18
2014-07-09,15
2014-07-10,23
2014-07-11,11
2014-07-12,6
2014-07-13,5
2014-07-14,18
2014-07-15,19
2014-07-16,16
2014-07-17,18
2014-07-18,14
2014-07-19,3
2014-07-20,8
2014-07-21,15
2014-07-22,8
2014-07-23,11
2014-07-24,13
2014-07-25,11
2014-07-26,13
2014-07-27,9
2014-07-28,18
2014-07-29,21
2014-07-30,13
2014-07-31,14
2014-08-01,15
2014-08-02,12
2014-08-03,5
2014-08-04,9
2014-08-05,11
2014-08-06,28
2014-08-07,42
2014-08-08,16
2014-08-09,9
2014-08-10,11
2014-08-11,15
2014-08-12,15
2014-08-13,19
2014-08-14,14
2014-08-15,17
2014-08-16,11
2014-08-17,15
2014-08-18,34
2014-08-19,19
2014-08-20,9
2014-08-21,18
2014-08-22,12
2014-08-23,4
2014-08-24,21
2014-08-25,14
2014-08-26,9
2014-08-27,12
2014-08-28,16
2014-08-29,17
2014-08-30,7
2014-08-31,6
2014-09-01,17
2014-09-02,13
2014-09-03,24
2014-09-04,19
2014-09-05,13
2014-09-06,3
2014-09-07,6
2014-09-08,14
2014-09-09,17
2014-09-10,19
2014-09-11,19
2014-09-12,10
2014-09-13,7
2014-09-14,6
2014-09-15,23
2014-09-16,18
2014-09-17,16
2014-09-18,18
2014-09-19,14
2014-09-20,6
2014-09-21,4
2014-09-22,16
2014-09-23,20
2014-09-24,16
2014-09-25,19
2014-09-26,19
2014-09-27,4
2014-09-28,6
2014-09-29,13
2014-09-30,12
2014-10-01,16
2014-10-02,12
2014-10-03,12
2014-10-04,9
2014-10-05,7
2014-10-06,9
2014-10-07,10
2014-10-08,26
2014-10-09,49
2014-10-10,37
2014-10-11,4
2014-10-12,3
2014-10-13,26
2014-10-14,20
2014-10-15,29
2014-10-16,15
2014-10-17,17
2014-10-18,9
2014-10-19,4
2014-10-20,21
2014-10-21,16
2014-10-22,16
2014-10-23,8
2014-10-24,19
2014-10-25,6
2014-10-26,7
2014-10-27,10
2014-10-28,14
2014-10-29,12
2014-10-30,13
2014-10-31,22
2014-11-01,7
2014-11-02,3
2014-11-03,12
2014-11-04,21
2014-11-05,28
2014-11-06,32
2014-11-07,21
2014-11-08,6
2014-11-09,4
2014-11-10,12
2014-11-11,14
2014-11-12,19
2014-11-13,20
2014-11-14,20
2014-11-15,5
2014-11-16,7
2014-11-17,14
2014-11-18,7
2014-11-19,8
2014-11-20,8
2014-11-21,8
2014-11-22,7
2014-11-23,4
2014-11-24,14
2014-11-25,16
2014-11-26,12
2014-11-27,10
2014-11-28,11
2014-11-29,7
2014-11-30,9
2014-12-01,18
