date,DISCA,isPartial
2013-11-06,43,False
2013-11-07,11,False
2013-11-08,23,False
2013-11-09,26,False
2013-11-10,25,False
2013-11-11,0,False
2013-11-12,0,False
2013-11-13,44,False
2013-11-14,33,False
2013-11-15,35,False
2013-11-16,52,False
2013-11-17,0,False
2013-11-18,75,False
2013-11-19,11,False
2013-11-20,22,False
2013-11-21,66,False
2013-11-22,45,False
2013-11-23,13,False
2013-11-24,25,False
2013-11-25,32,False
2013-11-26,32,False
2013-11-27,33,False
2013-11-28,23,False
2013-11-29,47,False
2013-11-30,13,False
2013-12-01,12,False
2013-12-02,31,False
2013-12-03,43,False
2013-12-04,54,False
2013-12-05,44,False
2013-12-06,34,False
2013-12-07,51,False
2013-12-08,13,False
2013-12-09,54,False
2013-12-10,54,False
2013-12-11,11,False
2013-12-12,44,False
2013-12-13,0,False
2013-12-14,13,False
2013-12-15,52,False
2013-12-16,11,False
2013-12-17,33,False
2013-12-18,22,False
2013-12-19,34,False
2013-12-20,24,False
2013-12-21,40,False
2013-12-22,41,False
2013-12-23,0,False
2013-12-24,0,False
2013-12-25,15,False
2013-12-26,100,False
2013-12-27,0,False
2013-12-28,53,False
2013-12-29,0,False
2013-12-30,0,False
2013-12-31,40,False
2014-01-01,14,False
2014-01-02,90,False
2014-01-03,90,False
2014-01-04,37,False
2014-01-05,38,False
2014-01-06,22,False
2014-01-07,42,False
2014-01-08,32,False
2014-01-09,0,False
2014-01-10,43,False
2014-01-11,25,False
2014-01-12,49,False
2014-01-13,21,False
2014-01-14,63,False
2014-01-15,10,False
2014-01-16,32,False
2014-01-17,44,False
2014-01-18,12,False
2014-01-19,24,False
2014-01-20,21,False
2014-01-21,31,False
2014-01-22,31,False
2014-01-23,31,False
2014-01-24,11,False
2014-01-25,24,False
2014-01-26,0,False
2014-01-27,20,False
2014-01-28,10,False
2014-01-29,21,False
2014-01-30,21,False
2014-01-31,22,False
2014-02-01,37,False
2014-02-02,47,False
2014-02-03,31,False
2014-02-04,92,False
2014-02-05,31,False
2014-02-06,0,False
2014-02-07,12,False
