date,DISCA,isPartial
2011-09-18,15,False
2011-09-19,25,False
2011-09-20,62,False
2011-09-21,25,False
2011-09-22,38,False
2011-09-23,40,False
2011-09-24,16,False
2011-09-25,31,False
2011-09-26,50,False
2011-09-27,75,False
2011-09-28,76,False
2011-09-29,13,False
2011-09-30,67,False
2011-10-01,79,False
2011-10-02,16,False
2011-10-03,26,False
2011-10-04,75,False
2011-10-05,50,False
2011-10-06,51,False
2011-10-07,39,False
2011-10-08,31,False
2011-10-09,0,False
2011-10-10,25,False
2011-10-11,58,False
2011-10-12,12,False
2011-10-13,25,False
2011-10-14,52,False
2011-10-15,15,False
2011-10-16,15,False
2011-10-17,37,False
2011-10-18,37,False
2011-10-19,61,False
2011-10-20,25,False
2011-10-21,0,False
2011-10-22,31,False
2011-10-23,45,False
2011-10-24,0,False
2011-10-25,12,False
2011-10-26,37,False
2011-10-27,49,False
2011-10-28,26,False
2011-10-29,15,False
2011-10-30,0,False
2011-10-31,25,False
2011-11-01,13,False
2011-11-02,49,False
2011-11-03,49,False
2011-11-04,38,False
2011-11-05,30,False
2011-11-06,0,False
2011-11-07,73,False
2011-11-08,0,False
2011-11-09,61,False
2011-11-10,37,False
2011-11-11,13,False
2011-11-12,15,False
2011-11-13,14,False
2011-11-14,24,False
2011-11-15,36,False
2011-11-16,24,False
2011-11-17,12,False
2011-11-18,0,False
2011-11-19,29,False
2011-11-20,0,False
2011-11-21,48,False
2011-11-22,24,False
2011-11-23,37,False
2011-11-24,0,False
2011-11-25,40,False
2011-11-26,15,False
2011-11-27,15,False
2011-11-28,35,False
2011-11-29,35,False
2011-11-30,0,False
2011-12-01,12,False
2011-12-02,38,False
2011-12-03,0,False
2011-12-04,0,False
2011-12-05,71,False
2011-12-06,24,False
2011-12-07,12,False
2011-12-08,49,False
2011-12-09,25,False
2011-12-10,15,False
2011-12-11,29,False
2011-12-12,35,False
2011-12-13,24,False
2011-12-14,36,False
2011-12-15,0,False
2011-12-16,13,False
2011-12-17,44,False
2011-12-18,15,False
2011-12-19,24,False
2011-12-20,12,False
2011-12-21,0,False
2011-12-22,26,False
2011-12-23,70,False
2011-12-24,82,False
2011-12-25,35,False
2011-12-26,0,False
2011-12-27,26,False
2011-12-28,13,False
2011-12-29,39,False
2011-12-30,82,False
2011-12-31,16,False
2012-01-01,16,False
2012-01-02,51,False
2012-01-03,12,False
2012-01-04,70,False
2012-01-05,60,False
2012-01-06,61,False
2012-01-07,0,False
2012-01-08,27,False
2012-01-09,34,False
2012-01-10,23,False
2012-01-11,23,False
2012-01-12,34,False
2012-01-13,83,False
2012-01-14,41,False
2012-01-15,41,False
2012-01-16,11,False
2012-01-17,34,False
2012-01-18,45,False
2012-01-19,11,False
2012-01-20,12,False
2012-01-21,27,False
2012-01-22,40,False
2012-01-23,34,False
2012-01-24,34,False
2012-01-25,33,False
2012-01-26,23,False
2012-01-27,23,False
2012-01-28,14,False
2012-01-29,13,False
2012-01-30,44,False
2012-01-31,22,False
2012-02-01,56,False
2012-02-02,11,False
2012-02-03,35,False
2012-02-04,27,False
2012-02-05,26,False
2012-02-06,22,False
2012-02-07,11,False
2012-02-08,11,False
2012-02-09,33,False
2012-02-10,12,False
2012-02-11,13,False
2012-02-12,26,False
2012-02-13,44,False
2012-02-14,22,False
2012-02-15,100,False
2012-02-16,79,False
2012-02-17,35,False
2012-02-18,14,False
2012-02-19,0,False
2012-02-20,11,False
2012-02-21,23,False
2012-02-22,33,False
2012-02-23,11,False
2012-02-24,12,False
2012-02-25,0,False
2012-02-26,26,False
2012-02-27,22,False
2012-02-28,33,False
2012-02-29,44,False
2012-03-01,12,False
2012-03-02,85,False
2012-03-03,28,False
2012-03-04,41,False
2012-03-05,57,False
2012-03-06,44,False
2012-03-07,55,False
2012-03-08,11,False
2012-03-09,46,False
2012-03-10,13,False
2012-03-11,13,False
2012-03-12,22,False
2012-03-13,33,False
2012-03-14,11,False
2012-03-15,33,False
2012-03-16,47,False
2012-03-17,27,False
2012-03-18,13,False
2012-03-19,55,False
2012-03-20,22,False
2012-03-21,11,False
2012-03-22,45,False
2012-03-23,35,False
2012-03-24,14,False
2012-03-25,27,False
2012-03-26,66,False
2012-03-27,0,False
2012-03-28,44,False
2012-03-29,22,False
2012-03-30,12,False
2012-03-31,13,False
2012-04-01,27,False
2012-04-02,0,False
2012-04-03,22,False
2012-04-04,0,False
2012-04-05,24,False
2012-04-06,26,False
2012-04-07,42,False
2012-04-08,29,False
2012-04-09,40,False
2012-04-10,0,False
2012-04-11,33,False
2012-04-12,22,False
2012-04-13,12,False
2012-04-14,13,False
2012-04-15,26,False
2012-04-16,11,False
2012-04-17,44,False
2012-04-18,44,False
2012-04-19,33,False
2012-04-20,34,False
2012-04-21,13,False
2012-04-22,13,False
2012-04-23,21,False
2012-04-24,0,False
2012-04-25,33,False
2012-04-26,55,False
2012-04-27,70,False
2012-04-28,0,False
2012-04-29,14,False
2012-04-30,34,False
2012-05-01,12,False
2012-05-02,33,False
2012-05-03,33,False
2012-05-04,34,False
2012-05-05,40,False
2012-05-06,39,False
2012-05-07,32,False
2012-05-08,54,False
2012-05-09,21,False
2012-05-10,33,False
2012-05-11,23,False
2012-05-12,27,False
2012-05-13,13,False
2012-05-14,11,False
2012-05-15,53,False
2012-05-16,0,False
2012-05-17,11,False
2012-05-18,12,False
2012-05-19,41,False
2012-05-20,54,False
2012-05-21,43,False
2012-05-22,0,False
2012-05-23,43,False
2012-05-24,22,False
2012-05-25,0,False
2012-05-26,42,False
2012-05-27,14,False
2012-05-28,23,False
2012-05-29,32,False
2012-05-30,21,False
2012-05-31,22,False
2012-06-01,34,False
2012-06-02,54,False
2012-06-03,0,False
2012-06-04,11,False
