date,DISCA,isPartial
2011-01-01,25,False
2011-01-02,22,False
2011-01-03,17,False
2011-01-04,100,False
2011-01-05,50,False
2011-01-06,17,False
2011-01-07,35,False
2011-01-08,41,False
2011-01-09,0,False
2011-01-10,81,False
2011-01-11,32,False
2011-01-12,16,False
2011-01-13,65,False
2011-01-14,50,False
2011-01-15,0,False
2011-01-16,59,False
2011-01-17,16,False
2011-01-18,79,False
2011-01-19,0,False
2011-01-20,48,False
2011-01-21,33,False
2011-01-22,20,False
2011-01-23,39,False
2011-01-24,0,False
2011-01-25,16,False
2011-01-26,16,False
2011-01-27,96,False
2011-01-28,67,False
2011-01-29,39,False
2011-01-30,0,False
2011-01-31,30,False
2011-02-01,60,False
2011-02-02,30,False
2011-02-03,31,False
2011-02-04,0,False
2011-02-05,19,False
2011-02-06,38,False
2011-02-07,61,False
2011-02-08,31,False
2011-02-09,0,False
2011-02-10,48,False
2011-02-11,33,False
2011-02-12,0,False
2011-02-13,0,False
2011-02-14,16,False
2011-02-15,15,False
2011-02-16,77,False
2011-02-17,16,False
2011-02-18,49,False
2011-02-19,0,False
2011-02-20,76,False
2011-02-21,47,False
2011-02-22,30,False
2011-02-23,31,False
2011-02-24,31,False
2011-02-25,49,False
2011-02-26,19,False
2011-02-27,19,False
2011-02-28,60,False
2011-03-01,0,False
2011-03-02,15,False
2011-03-03,31,False
2011-03-04,33,False
2011-03-05,0,False
2011-03-06,39,False
2011-03-07,63,False
2011-03-08,16,False
2011-03-09,92,False
2011-03-10,31,False
2011-03-11,0,False
2011-03-12,20,False
2011-03-13,0,False
2011-03-14,48,False
2011-03-15,62,False
2011-03-16,15,False
2011-03-17,31,False
2011-03-18,16,False
2011-03-19,0,False
2011-03-20,57,False
2011-03-21,45,False
2011-03-22,31,False
2011-03-23,0,False
2011-03-24,0,False
2011-03-25,33,False
2011-03-26,38,False
2011-03-27,19,False
2011-03-28,30,False
2011-03-29,0,False
2011-03-30,46,False
2011-03-31,46,False
2011-04-01,49,False
2011-04-02,40,False
2011-04-03,0,False
2011-04-04,45,False
2011-04-05,15,False
2011-04-06,0,False
2011-04-07,47,False
2011-04-08,49,False
2011-04-09,59,False
2011-04-10,39,False
2011-04-11,30,False
2011-04-12,15,False
2011-04-13,46,False
2011-04-14,63,False
2011-04-15,49,False
2011-04-16,80,False
2011-04-17,98,False
2011-04-18,47,False
2011-04-19,47,False
2011-04-20,65,False
2011-04-21,51,False
2011-04-22,19,False
2011-04-23,83,False
2011-04-24,0,False
2011-04-25,51,False
2011-04-26,61,False
2011-04-27,15,False
2011-04-28,62,False
2011-04-29,49,False
2011-04-30,39,False
2011-05-01,38,False
2011-05-02,15,False
2011-05-03,75,False
2011-05-04,15,False
2011-05-05,0,False
2011-05-06,33,False
2011-05-07,20,False
2011-05-08,0,False
2011-05-09,0,False
2011-05-10,0,False
2011-05-11,0,False
2011-05-12,0,False
2011-05-13,48,False
2011-05-14,0,False
2011-05-15,37,False
2011-05-16,29,False
2011-05-17,76,False
2011-05-18,61,False
2011-05-19,31,False
2011-05-20,32,False
