date,DISCA,isPartial
2012-01-26,30,False
2012-01-27,55,False
2012-01-28,43,False
2012-01-29,28,False
2012-01-30,40,False
2012-01-31,17,False
2012-02-01,64,False
2012-02-02,35,False
2012-02-03,24,False
2012-02-04,35,False
2012-02-05,28,False
2012-02-06,29,False
2012-02-07,34,False
2012-02-08,52,False
2012-02-09,17,False
2012-02-10,42,False
2012-02-11,28,False
2012-02-12,13,False
2012-02-13,40,False
2012-02-14,35,False
2012-02-15,47,False
2012-02-16,83,False
2012-02-17,31,False
2012-02-18,21,False
2012-02-19,0,False
2012-02-20,24,False
2012-02-21,53,False
2012-02-22,52,False
2012-02-23,41,False
2012-02-24,30,False
2012-02-25,14,False
2012-02-26,27,False
2012-02-27,45,False
2012-02-28,28,False
2012-02-29,28,False
2012-03-01,12,False
2012-03-02,100,False
2012-03-03,22,False
2012-03-04,43,False
2012-03-05,30,False
2012-03-06,57,False
2012-03-07,40,False
2012-03-08,24,False
2012-03-09,24,False
2012-03-10,49,False
2012-03-11,20,False
2012-03-12,29,False
2012-03-13,29,False
2012-03-14,40,False
2012-03-15,29,False
2012-03-16,55,False
2012-03-17,42,False
2012-03-18,27,False
2012-03-19,40,False
2012-03-20,29,False
2012-03-21,23,False
2012-03-22,35,False
2012-03-23,31,False
2012-03-24,43,False
2012-03-25,35,False
2012-03-26,52,False
2012-03-27,40,False
2012-03-28,29,False
2012-03-29,23,False
2012-03-30,31,False
2012-03-31,56,False
2012-04-01,0,False
2012-04-02,23,False
2012-04-03,35,False
2012-04-04,12,False
2012-04-05,12,False
2012-04-06,27,False
2012-04-07,44,False
2012-04-08,0,False
2012-04-09,42,False
2012-04-10,24,False
2012-04-11,17,False
2012-04-12,29,False
2012-04-13,30,False
2012-04-14,14,False
2012-04-15,54,False
2012-04-16,34,False
2012-04-17,57,False
2012-04-18,28,False
2012-04-19,23,False
2012-04-20,24,False
2012-04-21,41,False
2012-04-22,14,False
2012-04-23,28,False
2012-04-24,11,False
2012-04-25,28,False
2012-04-26,29,False
2012-04-27,43,False
2012-04-28,28,False
2012-04-29,28,False
2012-04-30,30,False
2012-05-01,31,False
2012-05-02,34,False
2012-05-03,29,False
2012-05-04,42,False
2012-05-05,35,False
2012-05-06,27,False
2012-05-07,34,False
2012-05-08,11,False
2012-05-09,28,False
2012-05-10,46,False
2012-05-11,36,False
2012-05-12,35,False
2012-05-13,14,False
2012-05-14,39,False
2012-05-15,50,False
2012-05-16,22,False
2012-05-17,24,False
2012-05-18,30,False
2012-05-19,28,False
2012-05-20,35,False
2012-05-21,28,False
2012-05-22,17,False
2012-05-23,23,False
2012-05-24,40,False
2012-05-25,18,False
2012-05-26,44,False
2012-05-27,15,False
2012-05-28,36,False
2012-05-29,27,False
2012-05-30,39,False
2012-05-31,34,False
2012-06-01,47,False
2012-06-02,49,False
2012-06-03,55,False
2012-06-04,22,False
2012-06-05,28,False
2012-06-06,39,False
2012-06-07,23,False
2012-06-08,36,False
2012-06-09,28,False
2012-06-10,27,False
2012-06-11,34,False
2012-06-12,44,False
2012-06-13,17,False
2012-06-14,45,False
2012-06-15,60,False
2012-06-16,14,False
2012-06-17,14,False
2012-06-18,33,False
2012-06-19,50,False
2012-06-20,28,False
2012-06-21,11,False
2012-06-22,18,False
2012-06-23,22,False
2012-06-24,42,False
2012-06-25,39,False
2012-06-26,17,False
2012-06-27,34,False
2012-06-28,12,False
2012-06-29,30,False
2012-06-30,21,False
2012-07-01,14,False
2012-07-02,23,False
2012-07-03,34,False
2012-07-04,24,False
2012-07-05,35,False
2012-07-06,36,False
2012-07-07,36,False
2012-07-08,57,False
2012-07-09,23,False
2012-07-10,33,False
2012-07-11,35,False
2012-07-12,23,False
2012-07-13,30,False
2012-07-14,43,False
2012-07-15,14,False
2012-07-16,11,False
2012-07-17,23,False
2012-07-18,23,False
2012-07-19,35,False
2012-07-20,54,False
2012-07-21,22,False
2012-07-22,29,False
2012-07-23,34,False
2012-07-24,23,False
2012-07-25,46,False
2012-07-26,12,False
2012-07-27,36,False
2012-07-28,14,False
2012-07-29,21,False
2012-07-30,23,False
2012-07-31,46,False
2012-08-01,35,False
2012-08-02,12,False
2012-08-03,30,False
2012-08-04,29,False
2012-08-05,42,False
2012-08-06,52,False
2012-08-07,11,False
2012-08-08,29,False
2012-08-09,41,False
2012-08-10,49,False
2012-08-11,35,False
2012-08-12,21,False
2012-08-13,46,False
2012-08-14,57,False
2012-08-15,24,False
2012-08-16,24,False
2012-08-17,31,False
2012-08-18,58,False
2012-08-19,45,False
2012-08-20,23,False
2012-08-21,29,False
2012-08-22,17,False
2012-08-23,17,False
2012-08-24,24,False
2012-08-25,49,False
2012-08-26,34,False
2012-08-27,22,False
2012-08-28,11,False
2012-08-29,33,False
2012-08-30,23,False
2012-08-31,17,False
2012-09-01,14,False
2012-09-02,34,False
2012-09-03,11,False
2012-09-04,55,False
2012-09-05,27,False
2012-09-06,17,False
2012-09-07,24,False
2012-09-08,27,False
2012-09-09,33,False
2012-09-10,49,False
2012-09-11,32,False
2012-09-12,54,False
2012-09-13,38,False
2012-09-14,34,False
2012-09-15,53,False
2012-09-16,13,False
2012-09-17,60,False
2012-09-18,38,False
2012-09-19,11,False
2012-09-20,16,False
2012-09-21,40,False
2012-09-22,13,False
2012-09-23,26,False
2012-09-24,21,False
2012-09-25,32,False
2012-09-26,27,False
2012-09-27,44,False
2012-09-28,40,False
2012-09-29,20,False
2012-09-30,39,False
2012-10-01,27,False
2012-10-02,54,False
2012-10-03,22,False
2012-10-04,43,False
2012-10-05,33,False
2012-10-06,32,False
2012-10-07,50,False
2012-10-08,47,False
2012-10-09,10,False
2012-10-10,32,False
2012-10-11,53,False
2012-10-12,39,False
